unit	n_units	gap_observed	gap_predicted_zonly	frac_explained	coef_log_z	coef_is_novel
gene	10	0.6302083333333334	0.5014889546567369	0.7957510685462271	5.5672704941732905	-1.4697106421955994
locus	7	0.4760416666666667	0.32546958704871126	0.6836997889863519	5.0689851046437395	-1.1134704415675243
