n_glyco	n_background	obs_mean_absz	null_mean	null_sd	p_matched_permutation	p_mannwhitney_unmatched
9	10343	0.8902771019702532	0.9411048379462176	0.26801494613776417	0.5366926614677064	0.7071582325533636
