variable	n_pairs	mean_Pre	mean_Post	median_Pre	median_Post	median_change	p_value	FDR
ProlifScore	11	0.673060082331359	0.755085970814221	0.447289580284301	0.558987379106486	0.0780114571344266	0.504879873834092	0.504879873834092
ExhaustScore	11	2.02834340834102	2.57031784490608	2.07015051083744	2.69592210677347	0.644886190566541	0.0683530349792642	0.136706069958528
