direction	partner	pathway	n_LR	raw_sum_hi	raw_sum_lo	raw_delta_sum	raw_mean_hi	raw_mean_lo	raw_delta_mean	n_sig_hi	n_sig_lo	threshold_sum_hi	threshold_sum_lo	threshold_delta	threshold_effect	raw_relative_pct	netP_hi	netP_lo	netP_delta	error_hi	error_lo
Incoming_partner_to_CD4	NK	KIT	1	0	0	0	0	0	0	0	0	0	0	0	0						
Incoming_partner_to_CD4	NK	KLK	12	0	0	0	0	0	0	0	0	0	0	0	0						
Incoming_partner_to_CD4	NK	L1CAM	3	0	0	0	0	0	0	0	0	0	0	0	0						
Incoming_partner_to_CD4	NK	LAIR1	1	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0
Incoming_partner_to_CD4	NK	LAMININ	139	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0
Incoming_partner_to_CD4	NK	LCK	1	0.063134385008563	0.105254567143282	-0.0421201821347194	0.063134385008563	0.105254567143282	-0.0421201821347194	0	1	0	0.105254567143282	-0.105254567143282	-0.063134385008563	-50.027251308907	0	0.105254567143282	-0.105254567143282	0	0
Incoming_partner_to_CD4	NK	LEP	1	0	0	0	0	0	0	0	0	0	0	0	0						
Incoming_partner_to_CD4	NK	LIFR	4	0	0	0	0	0	0	0	0	0	0	0	0						
Incoming_partner_to_CD4	NK	LIGHT	2	0	0	0	0	0	0	0	0	0	0	0	0						
Incoming_partner_to_CD4	NK	LT	4	0	0	0	0	0	0	0	0	0	0	0	0						
Incoming_partner_to_CD4	NK	MADCAM	1	0	0	0	0	0	0	0	0	0	0	0	0						
Incoming_partner_to_CD4	NK	MELANOCORTIN	5	0	0	0	0	0	0	0	0	0	0	0	0						
Incoming_partner_to_CD4	NK	MHC-I	41	1.42012449743123	2.54796821298006	-1.12784371554883	0.0346371828641763	0.0621455661702453	-0.027508383306069	11	13	1.19614479415881	2.54796821298006	-1.35182341882125	-0.223979703272421	-56.8456332983173	1.19614479415881	2.54796821298006	-1.35182341882125	0	0
Incoming_partner_to_CD4	NK	MHC-II	12	0.0937785480897555	0	0.0937785480897555	0.00781487900747963	0	0.00781487900747963	5	0	0.0937785480897555	0	0.0937785480897555	0	200	0.0937785480897555	0	0.0937785480897555	0	0
Incoming_partner_to_CD4	NK	MIF	4	0.22468293191867	0.222767909796949	0.00191502212172114	0.0561707329796674	0.0556919774492372	0.000478755530430284	0	0	0	0	0	-0.00191502212172114	0.855969837660176	0	0	0	0	0
Incoming_partner_to_CD4	NK	MK	9	0	0	0	0	0	0	0	0	0	0	0	0						
Incoming_partner_to_CD4	NK	MMP	1	0	0	0	0	0	0	0	0	0	0	0	0						
Incoming_partner_to_CD4	NK	MPZ	3	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0
Incoming_partner_to_CD4	NK	MSTN	4	0	0	0	0	0	0	0	0	0	0	0	0						
Incoming_partner_to_CD4	NK	NCAM	5	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0
Incoming_partner_to_CD4	NK	NEGR	1	0	0	0	0	0	0	0	0	0	0	0	0						
Incoming_partner_to_CD4	NK	NGF	2	0	0	0	0	0	0	0	0	0	0	0	0						
Incoming_partner_to_CD4	NK	NGL	3	0	0	0	0	0	0	0	0	0	0	0	0						
Incoming_partner_to_CD4	NK	NMU	2	0	0	0	0	0	0	0	0	0	0	0	0						
Incoming_partner_to_CD4	NK	NODAL	12	0	0	0	0	0	0	0	0	0	0	0	0						
Incoming_partner_to_CD4	NK	NOTCH	24	0	0	0	0	0	0	0	0	0	0	0	0						
Incoming_partner_to_CD4	NK	NPFF	2	0	0	0	0	0	0	0	0	0	0	0	0						
Incoming_partner_to_CD4	NK	NPNT	2	0	0	0	0	0	0	0	0	0	0	0	0						
Incoming_partner_to_CD4	NK	NPR1	1	0	0	0	0	0	0	0	0	0	0	0	0						
Incoming_partner_to_CD4	NK	NPR2	1	0	0	0	0	0	0	0	0	0	0	0	0						
Incoming_partner_to_CD4	NK	NPVF	1	0	0	0	0	0	0	0	0	0	0	0	0						
Incoming_partner_to_CD4	NK	NPW-B	2	0	0	0	0	0	0	0	0	0	0	0	0						
Incoming_partner_to_CD4	NK	NPY	16	0	0	0	0	0	0	0	0	0	0	0	0						
Incoming_partner_to_CD4	NK	NRG	13	0	0	0	0	0	0	0	0	0	0	0	0						
Incoming_partner_to_CD4	NK	NRXN	24	0	0	0	0	0	0	0	0	0	0	0	0						
Incoming_partner_to_CD4	NK	NT	9	0	0	0	0	0	0	0	0	0	0	0	0						
Incoming_partner_to_CD4	NK	NTS	3	0	0	0	0	0	0	0	0	0	0	0	0						
Incoming_partner_to_CD4	NK	Netrin	8	0	0	0	0	0	0	0	0	0	0	0	0						
Incoming_partner_to_CD4	NK	OPIOID	12	0	0	0	0	0	0	0	0	0	0	0	0						
Incoming_partner_to_CD4	NK	OSM	2	0	0	0	0	0	0	0	0	0	0	0	0						
Incoming_partner_to_CD4	NK	OX40	1	0	0	0	0	0	0	0	0	0	0	0	0						
Incoming_partner_to_CD4	NK	OXT	1	0	0	0	0	0	0	0	0	0	0	0	0						
Incoming_partner_to_CD4	NK	PARs	29	0.0154137567337906	0.0291806126927204	-0.0137668559589298	0.000531508852889329	0.00100622802388691	-0.000474719170997581	1	1	0.0154137567337906	0.0291806126927204	-0.0137668559589298	0	-61.7425748406057	0.0154137567337906	0.0291806126927204	-0.0137668559589298	0	0
Incoming_partner_to_CD4	NK	PCDH	27	0	0	0	0	0	0	0	0	0	0	0	0						
Incoming_partner_to_CD4	NK	PD-L1	1	0	0	0	0	0	0	0	0	0	0	0	0						
Incoming_partner_to_CD4	NK	PDGF	6	0	0	0	0	0	0	0	0	0	0	0	0						
Incoming_partner_to_CD4	NK	PDL2	1	0	0	0	0	0	0	0	0	0	0	0	0						
Incoming_partner_to_CD4	NK	PERIOSTIN	2	0	0	0	0	0	0	0	0	0	0	0	0						
Incoming_partner_to_CD4	NK	PLAU	1	0	0	0	0	0	0	0	0	0	0	0	0						
Incoming_partner_to_CD4	NK	PMCH	2	0	0	0	0	0	0	0	0	0	0	0	0						
Incoming_partner_to_CD4	NK	PRL	1	0	0	0	0	0	0	0	0	0	0	0	0						
Incoming_partner_to_CD4	NK	PROC	1	0	0	0	0	0	0	0	0	0	0	0	0						
Incoming_partner_to_CD4	NK	PROCR	2	0	0	0	0	0	0	0	0	0	0	0	0						
Incoming_partner_to_CD4	NK	PROK	4	0	0	0	0	0	0	0	0	0	0	0	0						
Incoming_partner_to_CD4	NK	PROS	3	0	0	0	0	0	0	0	0	0	0	0	0						
Incoming_partner_to_CD4	NK	PSAP	2	0	0	0	0	0	0	0	0	0	0	0	0						
Incoming_partner_to_CD4	NK	PTH	3	0	0	0	0	0	0	0	0	0	0	0	0						
Incoming_partner_to_CD4	NK	PTN	8	0	0	0	0	0	0	0	0	0	0	0	0						
Incoming_partner_to_CD4	NK	PTPR	11	0	0	0	0	0	0	0	0	0	0	0	0						
Incoming_partner_to_CD4	NK	PTPRM	1	0	0	0	0	0	0	0	0	0	0	0	0						
Incoming_partner_to_CD4	NK	PVR	2	0	0	0	0	0	0	0	0	0	0	0	0						
Incoming_partner_to_CD4	NK	QRFP	1	0	0	0	0	0	0	0	0	0	0	0	0						
Incoming_partner_to_CD4	NK	RANKL	2	0	0	0	0	0	0	0	0	0	0	0	0						
Incoming_partner_to_CD4	NK	RBP4	1	0	0	0	0	0	0	0	0	0	0	0	0						
Incoming_partner_to_CD4	NK	RELN	3	0	0	0	0	0	0	0	0	0	0	0	0						
Incoming_partner_to_CD4	NK	RESISTIN	2	0	0	0	0	0	0	0	0	0	0	0	0						
Incoming_partner_to_CD4	NK	RLN	16	0	0	0	0	0	0	0	0	0	0	0	0						
Incoming_partner_to_CD4	NK	SAA	1	0	0	0	0	0	0	0	0	0	0	0	0						
Incoming_partner_to_CD4	NK	SCT	1	0	0	0	0	0	0	0	0	0	0	0	0						
Incoming_partner_to_CD4	NK	SELE	2	0	0	0	0	0	0	0	0	0	0	0	0						
Incoming_partner_to_CD4	NK	SELL	4	0	0	0	0	0	0	0	0	0	0	0	0						
Incoming_partner_to_CD4	NK	SELPLG	3	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0
Incoming_partner_to_CD4	NK	SEMA3	39	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0
Incoming_partner_to_CD4	NK	SEMA4	13	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0
Incoming_partner_to_CD4	NK	SEMA5	5	0	0	0	0	0	0	0	0	0	0	0	0						
Incoming_partner_to_CD4	NK	SEMA6	7	0	0	0	0	0	0	0	0	0	0	0	0						
Incoming_partner_to_CD4	NK	SEMA7	2	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0
Incoming_partner_to_CD4	NK	SIRP	1	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0
