grp	n	pct_CD8A_pos	pct_CD8B_pos	pct_CD4_pos	pct_CD8_free
hi	584	47.6027397260274	35.2739726027397	40.0684931506849	50.6849315068493
lo	584	63.8698630136986	47.9452054794521	19.5205479452055	34.2465753424658
