gene	SYMBOL	profile	cell	time	category	near	MR_OR	MR_p	PP_H4	PP_H3	ratio	b_SMR	p_SMR	p_HEIDI	nsnp_HEIDI
ENSG00000159479	MED8	CD4_Naive_stim_16h	Naive	16h	潜在新位点		0.920936904736286	0.0495166361807076	0.0739020487166591	0.0778137418405137	0.487108483864834	-0.0823638	5.873242e-02	5.250324e-02	10
ENSG00000168765	GSTM4	CD4_Naive_stim_16h	Naive	16h	潜在新位点		0.946308362563177	0.00420567625684031	0.312449384444012	0.0124553878550176	0.961664497055912	-0.0551868	7.462373e-03	3.574917e-01	14
ENSG00000143653	SCCPDH	CD4_Naive_stim_16h	Naive	16h	潜在新位点		1.09101214009787	0.0299967002635641	0.0147025791737155	0.0379508883223236	0.279232876254949	0.0871063	4.243493e-02	3.803147e-02	9
ENSG00000157992	KRTCAP3	CD4_Naive_stim_16h	Naive	16h	潜在新位点		0.96171196746672	0.0228889549746187	0.111330850257887	0.0309819674216811	0.782296718406348	-0.0415981	2.023453e-02	9.080397e-01	20
ENSG00000115446	UNC50	CD4_Naive_stim_16h	Naive	16h	潜在新位点		0.934670634699864	0.0236409800890221	0.0619019016794126	0.017096263102954	0.783586578877462	-0.0478228	1.275047e-01	4.654835e-01	13
ENSG00000144231	POLR2D	CD4_Naive_stim_16h	Naive	16h	潜在新位点		0.873783209244322	0.0180570712121753	0.203119238270405	0.0833781076457799	0.708974240654319	-0.134923	2.988379e-02	5.011943e-01	20
ENSG00000079263	SP140	CD4_Naive_stim_16h	Naive	16h	潜在新位点		1.0956624961179	0.00896688587077378	0.183309334278959	0.0345022567515224	0.841595864626442	0.0914596	1.593163e-02	6.715160e-02	7
ENSG00000144895	EIF2A	CD4_Naive_stim_16h	Naive	16h	潜在新位点		0.918217192842925	0.0368626289016163	0.0944237621208419	0.0383386394852673	0.711223667081486	-0.0855515	4.908052e-02	2.576048e-01	7
ENSG00000124570	SERPINB6	CD4_Naive_stim_16h	Naive	16h	潜在新位点		0.943967262434464	0.0370518767212614	0.217389620089376	0.0518801696039077	0.807330151432871	-0.0766352	1.203685e-02	3.599680e-01	3
ENSG00000179344	HLA-DQB1	CD4_Naive_stim_16h	Naive	16h	黑色素瘤已知位点	HLA-DQB2	0.931349463898034	0.00790918039197948	0.0590900643859234	0.189210512795141	0.237977958234201	-0.0711207	1.635720e-02	6.887531e-02	20
ENSG00000080546	SESN1	CD4_Naive_stim_16h	Naive	16h	潜在新位点		0.918118406436578	0.0428186789124262	0.0428496850613134	0.0235580091442799	0.645251812668784	-0.0856079	5.311512e-02	5.428982e-01	8
ENSG00000008018	PSMB1	CD4_Naive_stim_16h	Naive	16h	潜在新位点		1.25650401211735	0.0254142009350347	0.104035515199539	0.0153292854118645	0.871576165390922	0.233977	3.189028e-02	9.457026e-01	18
ENSG00000164548	TRA2A	CD4_Naive_stim_16h	Naive	16h	潜在新位点		0.872256075409763	0.00402315863735457	0.295346557047264	0.0565537537778106	0.839290412545493	-0.137124	9.730925e-03	1.041951e-01	12
ENSG00000277149	TYW1B	CD4_Naive_stim_16h	Naive	16h	潜在新位点		1.05356272254153	0.0176181225138622	0.191074970312298	0.0392867712293382	0.829456180672964	0.0518303	1.769140e-02	7.726128e-01	15
ENSG00000158525	CPA5	CD4_Naive_stim_16h	Naive	16h	黑色素瘤已知位点	MKLN1	0.948382174905567	0.00682865244197133	0.299774504097046	0.0184999035662921	0.941874360234893	-0.0526666	1.053921e-02	6.421145e-01	13
ENSG00000133731	IMPA1	CD4_Naive_stim_16h	Naive	16h	潜在新位点		1.13760981072599	0.000925531022631604	0.650067120732534	0.0163719856985626	0.975433635960774	0.1276	3.953177e-03	7.777255e-02	16
ENSG00000136982	DSCC1	CD4_Naive_stim_16h	Naive	16h	潜在新位点		0.938565412093537	0.0211040491585153	0.133593409107715	0.0327192418147014	0.803266668932091	-0.0643029	2.379603e-02	5.684735e-01	20
ENSG00000155158	TTC39B	CD4_Naive_stim_16h	Naive	16h	潜在新位点		1.08386040089995	0.0455364609778586	0.0659506052195088	0.0290010117017187	0.694570638794091	0.0805291	5.658495e-02	6.220581e-01	20
ENSG00000135047	CTSL	CD4_Naive_stim_16h	Naive	16h	潜在新位点		0.932822952021594	0.0348433575672807	0.039779595525235	0.477810139567141	0.076855456799458	-0.0682315	4.645182e-02	5.123037e-02	15
ENSG00000148290	SURF1	CD4_Naive_stim_16h	Naive	16h	潜在新位点		1.05520904922698	0.0485812933110677	0.0544399458462499	0.0199602011413413	0.73171825662293	0.0537389	5.946917e-02	9.636875e-01	20
ENSG00000057608	GDI2	CD4_Naive_stim_16h	Naive	16h	痣数目通路	FAM208B;GDI2	0.88928176857737	0.0381231774800416	0.10016543105476	0.0877159224621589	0.533131304303384	-0.116943	5.213633e-02	5.882901e-01	20
ENSG00000059573	ALDH18A1	CD4_Naive_stim_16h	Naive	16h	潜在新位点		1.11596991527996	0.0397387915957977	0.058132855922115	0.0439599464194421	0.56941189377512	0.104516	6.624855e-02	6.853231e-01	20
ENSG00000174775	HRAS	CD4_Naive_stim_16h	Naive	16h	痣数目通路	ANO9	1.12895230739266	0.00977449747918442	0.125600504670275	0.0363693849254881	0.77545588864537	0.12129	1.802428e-02	2.949021e-01	20
ENSG00000121691	CAT	CD4_Naive_stim_16h	Naive	16h	潜在新位点		1.0937807056419	0.012135541605725	0.197029781925286	0.0281830614151771	0.874860327692006	0.0891023	1.925086e-02	3.965701e-01	20
ENSG00000111669	TPI1	CD4_Naive_stim_16h	Naive	16h	潜在新位点		1.31972419403264	0.0252424143805363	0.165143154898873	0.0309228340144519	0.842283538385018	0.283846	2.911595e-02	5.200380e-01	11
ENSG00000083642	PDS5B	CD4_Naive_stim_16h	Naive	16h	潜在新位点		1.08590547205375	0.00736620613124541	0.219014591189047	0.0572434840503751	0.792789825235826	0.0821029	1.113974e-02	2.702389e-01	16
ENSG00000165410	CFL2	CD4_Naive_stim_16h	Naive	16h	潜在新位点		0.933562944798885	0.0278200487158955	0.105475907874934	0.0536972487970267	0.66264884155253	-0.0638609	6.216631e-02	3.241230e-02	16
ENSG00000131979	GCH1	CD4_Naive_stim_16h	Naive	16h	潜在新位点		0.930279452411661	0.0267363599515999	0.0900852522734481	0.0163189880827019	0.846632164018276	-0.024606	4.636016e-01	2.661846e-01	13
ENSG00000174177	CTU2	CD4_Naive_stim_16h	Naive	16h	色素/发色通路	MC1R	0.826256799012195	0.00186362167342279	0.00047596021712717	0.999183086811464	0.000476122552526209	-0.19085	4.826100e-03	2.439999e-04	20
ENSG00000261373	VPS9D1-AS1	CD4_Naive_stim_16h	Naive	16h	痣数目通路	MC1R	0.542935887558973	4.06683442251538e-37	0.00602893944433092	0.961835265858598	0.0062291170716908	-0.610764	3.109485e-07	6.494416e-01	20
ENSG00000170291	ELP5	CD4_Naive_stim_16h	Naive	16h	痣数目通路	TP53	0.934728907342269	0.00408307819922474	0.362326536488789	0.0263502350058802	0.932205274566449	-0.0673932	5.133507e-03	4.951950e-01	8
ENSG00000214401	KANSL1-AS1	CD4_Naive_stim_16h	Naive	16h	潜在新位点		0.909699935099852	0.000734667839251938	0.404330825100888	0.525211830805822	0.434978236374197	-0.0953629	1.371131e-03	NA	NA
ENSG00000141560	FN3KRP	CD4_Naive_stim_16h	Naive	16h	潜在新位点		0.959504293235943	0.045977110497206	0.0538675382170964	0.0456931076792777	0.541052518614267	-0.0413385	5.337254e-02	9.113983e-01	20
ENSG00000174837	ADGRE1	CD4_Naive_stim_16h	Naive	16h	潜在新位点		0.945411535363269	0.00327490629346148	0.375463945659457	0.01554918680393	0.960233594442289	-0.0535459	6.936584e-03	3.341118e-01	15
ENSG00000116213	WRAP73	CD4_Naive_stim_40h	Naive	40h	潜在新位点		0.9248242177869	0.0377916072867863	0.0742683019340353	0.0194863182014256	0.79215618202846	-0.0911132	3.136872e-02	4.787988e-01	3
ENSG00000159339	PADI4	CD4_Naive_stim_40h	Naive	40h	潜在新位点		1.08728594924021	0.00167634445528395	0.564019544162787	0.0414840892952251	0.931488290072991	0.0837605	4.914902e-03	9.547477e-01	12
ENSG00000070831	CDC42	CD4_Naive_stim_40h	Naive	40h	潜在新位点		1.11024594986866	0.0461881494382141	0.0537139071114687	0.0321117313646958	0.625849199203874	0.104582	5.978215e-02	3.619910e-02	19
ENSG00000090621	PABPC4	CD4_Naive_stim_40h	Naive	40h	潜在新位点		0.85769578331152	0.0411374988420649	0.0760665577865409	0.0311625909051968	0.709383210764985	-0.153506	5.518488e-02	7.158671e-01	17
ENSG00000164008	C1orf50	CD4_Naive_stim_40h	Naive	40h	潜在新位点		1.03952055946369	0.0175771899666321	0.118773058747681	0.127300111451253	0.482673745584131	0.0373604	2.762306e-02	4.125263e-01	20
ENSG00000159479	MED8	CD4_Naive_stim_40h	Naive	40h	潜在新位点		0.921454746186793	0.010662909560902	0.362156513426613	0.0532889657583433	0.871730543649462	-0.106722	5.098714e-03	8.947023e-02	9
ENSG00000168765	GSTM4	CD4_Naive_stim_40h	Naive	40h	潜在新位点		0.961844172077319	0.00720693861789789	0.264686748099737	0.0133888157267621	0.951851879602352	-0.0397123	8.495018e-03	3.725300e-01	13
ENSG00000198734	F5	CD4_Naive_stim_40h	Naive	40h	潜在新位点		1.08496669355167	0.00635131064181999	0.198232045853243	0.131716843134625	0.600796221685511	0.075433	1.624799e-02	9.054940e-03	11
ENSG00000143799	PARP1	CD4_Naive_stim_40h	Naive	40h	痣数目通路	PARP1	1.21560214964367	4.94338392059226e-06	0.91774929979354	0.0795560526016373	0.920228992644458	0.19524	5.425490e-05	3.811167e-01	20
ENSG00000054282	SDCCAG8	CD4_Naive_stim_40h	Naive	40h	潜在新位点		1.07176041320369	0.0171349799610129	0.206401763648944	0.0198589994126847	0.912229592334242	0.0693025	2.510721e-02	1.289272e-01	6
ENSG00000157992	KRTCAP3	CD4_Naive_stim_40h	Naive	40h	潜在新位点		0.964168215224292	0.0223091552378318	0.115904025924602	0.0308175652185519	0.789958894403731	-0.039206	1.819144e-02	9.183589e-01	20
ENSG00000144231	POLR2D	CD4_Naive_stim_40h	Naive	40h	潜在新位点		0.927022416558013	0.0180570712121753	0.123914268915087	0.0996108126084179	0.554364047517668	-0.0757775	2.624355e-02	3.597405e-01	20
ENSG00000168291	PDHB	CD4_Naive_stim_40h	Naive	40h	潜在新位点		0.953427366338287	0.0468258711908021	0.0595830494340223	0.186634350790865	0.241993658366959	-0.0499749	4.417791e-02	7.081760e-02	20
ENSG00000144741	SLC25A26	CD4_Naive_stim_40h	Naive	40h	潜在新位点		1.05707020395351	0.0421255524521247	0.0648246234101167	0.0325676074620971	0.665603640347572	0.05559	5.044992e-02	6.544611e-01	20
ENSG00000161267	BDH1	CD4_Naive_stim_40h	Naive	40h	潜在新位点		0.911405731855474	0.0352099361581195	0.0458896859268636	0.017745472555932	0.721137292983569	-0.0927671	4.659411e-02	2.747398e-01	12
ENSG00000035499	DEPDC1B	CD4_Naive_stim_40h	Naive	40h	潜在新位点		1.27511115717498	0.0135968625253756	0.151952523163223	0.0919916619493611	0.622898730269363	0.242797	2.227768e-02	9.535115e-02	20
ENSG00000245937	SLC12A2-DT	CD4_Naive_stim_40h	Naive	40h	潜在新位点		1.10880870457441	0.0271157650560562	0.0853499321890561	0.0348997370772959	0.709772698002243	0.103286	3.832375e-02	2.761970e-03	15
ENSG00000113068	PFDN1	CD4_Naive_stim_40h	Naive	40h	潜在新位点		0.913031560460758	0.0111198269548571	0.159234314195498	0.0305689762212671	0.838943907905155	-0.0909848	2.105439e-02	7.534339e-01	14
ENSG00000124570	SERPINB6	CD4_Naive_stim_40h	Naive	40h	潜在新位点		0.943887333927557	0.0370518767212614	0.217140592664668	0.0518721022764278	0.807176005995606	-0.0767477	1.331232e-02	6.940116e-02	10
ENSG00000204525	HLA-C	CD4_Naive_stim_40h	Naive	40h	潜在新位点		1.10066506388812	0.00651217497006475	0.169616688975436	0.191268746358441	0.470001480715101	0.0959146	1.073652e-02	3.915991e-01	20
ENSG00000234745	HLA-B	CD4_Naive_stim_40h	Naive	40h	潜在新位点		0.938155075367407	0.00972152134255091	0.180385596355144	0.166348433883358	0.520241974031408	-0.06384	1.495276e-02	2.763828e-01	20
ENSG00000277149	TYW1B	CD4_Naive_stim_40h	Naive	40h	潜在新位点		1.04942078281227	0.0176181225138622	0.190779155498294	0.0393014858088022	0.829183865337262	0.0479174	1.718765e-02	6.598238e-01	15
ENSG00000158525	CPA5	CD4_Naive_stim_40h	Naive	40h	黑色素瘤已知位点	MKLN1	0.949190764054779	0.00682865244197134	0.299524357364281	0.018506860074055	0.941808039402159	-0.0518197	1.026085e-02	7.817119e-01	11
ENSG00000135047	CTSL	CD4_Naive_stim_40h	Naive	40h	潜在新位点		0.941138790536403	0.0348433575672807	0.0562495728890866	0.464661162270893	0.107983132410991	-0.0595232	5.123130e-02	6.900424e-02	15
ENSG00000165138	ANKS6	CD4_Naive_stim_40h	Naive	40h	潜在新位点		0.895632991568369	0.00932903784472287	0.185341986761013	0.0128869496336566	0.934989563743615	-0.110223	1.793511e-02	3.823998e-01	9
ENSG00000136824	SMC2	CD4_Naive_stim_40h	Naive	40h	潜在新位点		1.38967022067192	0.00579550653363642	0.124148920191993	0.0727629034940446	0.630479764333197	0.329066	1.057591e-02	6.612671e-01	20
ENSG00000134824	FADS2	CD4_Naive_stim_40h	Naive	40h	色素/发色通路	AHNAK	1.0763227066444	0.0163000118015617	0.194037122599802	0.0108359497934355	0.947108960358457	0.0725537	2.014446e-02	1.610116e-03	20
ENSG00000149489	ROM1	CD4_Naive_stim_40h	Naive	40h	色素/发色通路	AHNAK	1.10589555238484	0.00265916689208142	0.363551388497935	0.0186972159308802	0.951086241481983	0.0771927	2.966230e-02	2.420587e-01	4
ENSG00000256940	PPP1R14B-AS1	CD4_Naive_stim_40h	Naive	40h	潜在新位点		0.928897388174131	0.0374005552068345	0.088357784496581	0.0291304382905685	0.752056524479536	-0.0710651	5.767628e-02	7.400519e-01	20
ENSG00000175334	BANF1	CD4_Naive_stim_40h	Naive	40h	潜在新位点		0.90058426486409	0.039146858160776	0.0213464244043361	0.170859120564642	0.111060398428055	-0.104712	4.987725e-02	2.364788e-01	20
ENSG00000197345	MRPL21	CD4_Naive_stim_40h	Naive	40h	色素/发色通路	RP11-554A11.7	0.939201317209077	0.00299420538823771	0.000610942594304485	0.998312956470871	0.00061160073843085	-0.0589439	6.837654e-03	1.237772e-01	20
ENSG00000111671	SPSB2	CD4_Naive_stim_40h	Naive	40h	潜在新位点		0.918614488236287	0.0251440873600564	0.170993944917421	0.0315412808322067	0.844267678792835	-0.0890121	2.687656e-02	6.429894e-01	11
ENSG00000198015	MRPL42	CD4_Naive_stim_40h	Naive	40h	潜在新位点		0.932727848281059	0.0254523885740775	0.131877820692782	0.0191687149143498	0.873093978373611	-0.0753202	2.051709e-02	2.094815e-01	20
ENSG00000083642	PDS5B	CD4_Naive_stim_40h	Naive	40h	潜在新位点		1.08324835490255	0.0182984213157897	0.189723085952111	0.0594153246275232	0.761516803092345	0.0799643	2.711417e-02	1.846093e-01	17
ENSG00000100804	PSMB5	CD4_Naive_stim_40h	Naive	40h	潜在新位点		0.861526607437582	0.0170923963269047	0.113684513874565	0.0148560821809308	0.884424978280661	-0.145289	2.771991e-02	4.716808e-01	17
ENSG00000165410	CFL2	CD4_Naive_stim_40h	Naive	40h	潜在新位点		0.923962302417789	0.0278200487158955	0.125156950729884	0.0539130010167766	0.698927706793321	-0.0734633	6.155994e-02	5.725374e-02	19
ENSG00000174177	CTU2	CD4_Naive_stim_40h	Naive	40h	色素/发色通路	MC1R	1.18553677929773	2.00300944809966e-05	0.0149431924106294	0.984429921322391	0.0149525659688914	0.155749	6.727366e-04	1.413342e-05	20
ENSG00000167523	SPATA33	CD4_Naive_stim_40h	Naive	40h	黑色素瘤已知位点	CDK10	0.630328117728441	1.29199423473178e-28	2.66941657806455e-10	0.999999999079535	2.66941657980908e-10	-0.461515	2.215290e-10	1.696618e-03	20
ENSG00000185324	CDK10	CD4_Naive_stim_40h	Naive	40h	黑色素瘤已知位点	CDK10	0.81590556935831	4.40248845822332e-25	0.0213668251519046	0.730160245265506	0.0284312115863466	-0.220494	6.542697e-09	8.118946e-02	20
ENSG00000258315	C17orf49	CD4_Naive_stim_40h	Naive	40h	痣数目通路	TP53	0.94822586790153	0.0274279316229131	0.0552797217784243	0.0161268014846767	0.774155066684081	-0.0531625	3.839891e-02	4.328224e-01	6
ENSG00000170291	ELP5	CD4_Naive_stim_40h	Naive	40h	痣数目通路	TP53	0.953747416808661	0.00408307819922474	0.362607662432138	0.0263381957864504	0.932283130852499	-0.0472824	4.268048e-03	4.698892e-01	8
ENSG00000108557	RAI1	CD4_Naive_stim_40h	Naive	40h	潜在新位点		1.05244864027628	0.0200366838220231	0.136078656596683	0.028219851527343	0.828240366576911	0.0511195	2.829466e-02	6.627152e-01	20
ENSG00000167543	TP53I13	CD4_Naive_stim_40h	Naive	40h	潜在新位点		0.950987134023268	0.0416033664301209	0.0819414997714448	0.00993674494921398	0.891848772476824	-0.0614794	2.004687e-02	5.259729e-01	12
ENSG00000166260	COX11	CD4_Naive_stim_40h	Naive	40h	潜在新位点		1.06308471564568	0.0334590569551898	0.0580272126205597	0.0149453009178236	0.79519273500203	0.0611339	4.250669e-02	2.457520e-01	12
ENSG00000141560	FN3KRP	CD4_Naive_stim_40h	Naive	40h	潜在新位点		0.949416572244738	0.0433075500951231	0.0593685102882727	0.0454219077472764	0.566545218553595	-0.0515237	5.060229e-02	4.328346e-01	20
ENSG00000174837	ADGRE1	CD4_Naive_stim_40h	Naive	40h	潜在新位点		0.948807495324367	0.00327490629346148	0.375155733755642	0.0155573413406569	0.960182183980348	-0.0501257	7.353580e-03	3.716425e-01	14
ENSG00000197134	ZNF257	CD4_Naive_stim_40h	Naive	40h	潜在新位点		1.04536082814474	0.0250771190335112	0.0352108777990342	0.756715573138022	0.0444623080304623	0.0402906	7.374647e-02	7.084520e-01	20
ENSG00000011485	PPP5C	CD4_Naive_stim_40h	Naive	40h	潜在新位点		0.860796881969343	0.0392869878529284	0.0525503213417311	0.0287342219344481	0.646498328263735	-0.149897	5.128343e-02	6.152836e-02	7
ENSG00000105483	CARD8	CD4_Naive_stim_40h	Naive	40h	潜在新位点		1.08129765569707	0.0386274482667656	0.0740043538949927	0.0371125522708285	0.666004449264949	0.0781619	5.085087e-02	7.320367e-02	16
ENSG00000126005	MMP24OS	CD4_Naive_stim_40h	Naive	40h	潜在新位点		1.06576659206493	0.0327839514883973	0.0522938449194104	0.511388717167611	0.0927717982365706	0.0636943	4.601458e-02	8.735558e-01	6
ENSG00000183527	PSMG1	CD4_Naive_stim_40h	Naive	40h	潜在新位点		0.794074467529531	0.00815736980633783	0.276248397498869	0.0455353239957112	0.858490902572031	-0.233455	1.408138e-02	4.957388e-02	20
ENSG00000100219	XBP1	CD4_Naive_stim_40h	Naive	40h	潜在新位点		1.13818033762863	0.0010863064407879	0.454103778290207	0.0245268568479461	0.9487561910013	0.129431	5.005807e-03	8.745575e-01	13
ENSG00000239713	APOBEC3G	CD4_Naive_stim_40h	Naive	40h	痣数目通路	PLA2G6	1.12271690475675	0.0196161318579402	0.138600593285896	0.0205725845104637	0.87075344731269	0.10761	6.015487e-02	5.660414e-02	7
ENSG00000164008	C1orf50	CD4_Naive_stim_5d	Naive	5d	潜在新位点		1.05096071577357	0.00894698976905607	0.175070302462632	0.119112886066208	0.595106414265645	0.0482148	1.625735e-02	9.968694e-01	20
ENSG00000085491	SLC25A24	CD4_Naive_stim_5d	Naive	5d	潜在新位点		0.933284316191973	0.0132960763226812	0.162197829290684	0.0179959627850024	0.900129951327937	-0.0690454	1.985872e-02	4.457543e-01	20
ENSG00000168765	GSTM4	CD4_Naive_stim_5d	Naive	5d	潜在新位点		0.955788333476553	0.00420567625684031	0.344876297364079	0.0118216683941537	0.96685804369805	-0.0452188	6.419291e-03	3.376894e-01	13
ENSG00000163131	CTSS	CD4_Naive_stim_5d	Naive	5d	痣数目通路	RP11-316M1.12	0.912832856177063	0.0384402790751832	0.627257707572012	0.203417310011775	0.755118059763658	-0.0889334	5.537045e-02	3.680870e-02	11
ENSG00000235750	KIAA0040	CD4_Naive_stim_5d	Naive	5d	潜在新位点		0.953173995155352	0.0352305918909826	0.0780742312944124	0.0229154061743122	0.773091509696637	-0.0478919	4.257514e-02	6.423816e-02	20
ENSG00000054282	SDCCAG8	CD4_Naive_stim_5d	Naive	5d	潜在新位点		1.05756324071395	0.0171349799610129	0.218502200891097	0.0195506579845479	0.917872618388671	0.0559674	2.559240e-02	2.419915e-01	6
ENSG00000157992	KRTCAP3	CD4_Naive_stim_5d	Naive	5d	潜在新位点		0.95731288864393	0.0228889549746187	0.11179199257549	0.0309653883762376	0.783090806445179	-0.0464831	2.168107e-02	9.318209e-01	20
ENSG00000161267	BDH1	CD4_Naive_stim_5d	Naive	5d	潜在新位点		0.953463333701205	0.0401519905512198	0.0871096220596718	0.0169536222493868	0.837083473978228	-0.0522076	3.097088e-02	1.375050e-01	7
ENSG00000049167	ERCC8	CD4_Naive_stim_5d	Naive	5d	潜在新位点		1.05264213904725	0.0234872782561493	0.166952979410706	0.093176114916939	0.641808175445461	0.0513033	3.570806e-02	3.538880e-01	13
ENSG00000234745	HLA-B	CD4_Naive_stim_5d	Naive	5d	潜在新位点		0.958142203108055	0.00972152134255093	0.10288478188437	0.182157727244152	0.360945397930034	-0.0427591	1.464020e-02	2.686273e-01	20
ENSG00000086232	EIF2AK1	CD4_Naive_stim_5d	Naive	5d	潜在新位点		1.08185210574877	0.0273148452327151	0.0897353083935847	0.0172524719930051	0.8387435281799	0.0746677	4.835268e-02	2.297166e-01	13
ENSG00000158525	CPA5	CD4_Naive_stim_5d	Naive	5d	黑色素瘤已知位点	MKLN1	0.950824958427238	0.00682865244197134	0.299521960045369	0.0185069267427866	0.941807403315805	-0.0501103	1.070648e-02	4.459741e-01	10
ENSG00000155158	TTC39B	CD4_Naive_stim_5d	Naive	5d	潜在新位点		1.06304062256012	0.0437854431412965	0.064341923206885	0.0289533723988323	0.689658817083399	0.0608556	5.742394e-02	7.589574e-01	20
ENSG00000148290	SURF1	CD4_Naive_stim_5d	Naive	5d	潜在新位点		1.08192778538318	0.0332709173610781	0.0637608044436126	0.0197344963648287	0.763645424667617	0.0787444	4.415639e-02	9.022811e-01	20
ENSG00000057608	GDI2	CD4_Naive_stim_5d	Naive	5d	痣数目通路	FAM208B;GDI2	0.929677673845859	0.0289685587606993	0.102533686729282	0.0904135711962842	0.531407846017882	-0.0895951	7.922622e-03	2.351157e-01	20
ENSG00000166272	WBP1L	CD4_Naive_stim_5d	Naive	5d	潜在新位点		1.06288496544213	0.0307560300583644	0.0750846644509554	0.095180339370866	0.440987065841962	0.06232	3.974159e-02	8.261254e-01	17
ENSG00000134824	FADS2	CD4_Naive_stim_5d	Naive	5d	色素/发色通路	AHNAK	1.11014644972227	0.0100530845947013	0.0297011954246617	0.013246488696836	0.69156686867301	0.104492	1.580640e-02	1.579410e-03	20
ENSG00000197345	MRPL21	CD4_Naive_stim_5d	Naive	5d	色素/发色通路	RP11-554A11.7	0.956329192860507	0.0029942053882377	0.000608905883615493	0.998314990990704	0.000609561835011445	-0.0419611	6.896849e-03	9.906887e-02	20
ENSG00000139428	MMAB	CD4_Naive_stim_5d	Naive	5d	潜在新位点		1.10257602614467	0.00446516690392714	0.25950985281747	0.0390944353732334	0.869076108685131	0.0968855	1.062661e-02	2.688733e-01	20
ENSG00000165410	CFL2	CD4_Naive_stim_5d	Naive	5d	潜在新位点		0.945562601360841	0.0278200487158955	0.110615128117742	0.0552660187498514	0.666833634843598	-0.0519969	5.923327e-02	7.291542e-02	20
ENSG00000166140	ZFYVE19	CD4_Naive_stim_5d	Naive	5d	潜在新位点		0.955545571279786	0.0337926062824488	0.0541623093528439	0.00742898327195738	0.879382572513734	-0.0454728	4.118507e-02	3.685641e-02	16
ENSG00000260349		CD4_Naive_stim_5d	Naive	5d	潜在新位点		1.07076400910027	0.00329389773530241	0.310275364768986	0.0299193370843746	0.912052313215415	0.0565389	2.385649e-02	7.137417e-01	8
ENSG00000176476	SGF29	CD4_Naive_stim_5d	Naive	5d	潜在新位点		0.942818031971317	0.0173142246156532	0.142941706796467	0.056891488069661	0.71530511681118	-0.060761	2.070731e-02	3.736066e-01	20
ENSG00000125148	MT2A	CD4_Naive_stim_5d	Naive	5d	潜在新位点		0.878588460643713	0.00456466349211918	0.27295883596938	0.171047957129524	0.614762747354133	-0.129439	1.027539e-02	7.337316e-01	9
ENSG00000258315	C17orf49	CD4_Naive_stim_5d	Naive	5d	痣数目通路	TP53	0.955049438707054	0.0333638555328332	0.102682791008119	0.0300777273101348	0.773443733941801	-0.0485617	3.581340e-02	4.851885e-01	9
ENSG00000170291	ELP5	CD4_Naive_stim_5d	Naive	5d	痣数目通路	TP53	0.956345622048811	0.00408307819922474	0.362607662432128	0.0263381957864489	0.932283130852501	-0.0445661	5.098784e-03	2.981545e-01	8
ENSG00000181885	CLDN7	CD4_Naive_stim_5d	Naive	5d	痣数目通路	TP53	0.918552861011051	0.000755814382017109	0.615523125713035	0.0151856603241641	0.975922865416895	-0.0869328	3.357767e-03	4.216691e-01	8
ENSG00000141127	PRPSAP2	CD4_Naive_stim_5d	Naive	5d	潜在新位点		0.926997117657659	0.000498267977228048	0.674498232350572	0.0489724475983343	0.932309008567157	-0.0756715	1.676901e-03	1.885141e-01	20
ENSG00000120071	KANSL1	CD4_Naive_stim_5d	Naive	5d	潜在新位点		0.887343590983206	0.000503744293699243	0.430135909317214	0.496513958793969	0.464183856405195	-0.120176	1.814471e-03	NA	NA
ENSG00000141560	FN3KRP	CD4_Naive_stim_5d	Naive	5d	潜在新位点		0.960248487653217	0.0433075500951231	0.069048447704709	0.0449441804904666	0.605727307089418	-0.0402632	5.386161e-02	4.444737e-01	20
ENSG00000174837	ADGRE1	CD4_Naive_stim_5d	Naive	5d	潜在新位点		0.938938102724489	0.00327490629346148	0.374215907664526	0.0155822068513077	0.960024930159905	-0.0600998	7.333143e-03	2.543399e-01	15
ENSG00000197134	ZNF257	CD4_Naive_stim_5d	Naive	5d	潜在新位点		1.03604529366708	0.0252079072397185	0.0292543210445926	0.762166290001612	0.0369643153542847	0.0310845	6.933052e-02	5.861875e-01	20
ENSG00000089012	SIRPG	CD4_Naive_stim_5d	Naive	5d	潜在新位点		1.09193842495322	0.0299143013814137	0.0336047923627232	0.0219015144048323	0.60542295677229	0.0879545	4.184397e-02	5.489573e-01	18
ENSG00000239713	APOBEC3G	CD4_Naive_stim_5d	Naive	5d	痣数目通路	PLA2G6	1.11822603388674	0.0196161318579402	0.159252491749961	0.0216801062384529	0.880175786566436	0.103884	5.652244e-02	3.028963e-02	7
ENSG00000100299	ARSA	CD4_Naive_stim_5d	Naive	5d	色素/发色通路	PLXNB2	0.947052179863479	0.0204250303875459	0.13529019011993	0.021294785421066	0.864004925456653	-0.0271276	3.164942e-01	1.569787e-02	3
ENSG00000164008	C1orf50	CD4_Naive_uns_0h	Naive	0h	潜在新位点		1.07714190000466	0.00895468054217619	0.173868890296151	0.117886504935502	0.595940617166992	0.0743111	1.715468e-02	3.948084e-01	20
ENSG00000168765	GSTM4	CD4_Naive_uns_0h	Naive	0h	潜在新位点		0.95032894885832	0.0042056762568403	0.301425278712502	0.0126708332595261	0.959659375660612	-0.0509471	7.031304e-03	3.118687e-01	15
ENSG00000157992	KRTCAP3	CD4_Naive_uns_0h	Naive	0h	潜在新位点		0.956615223436273	0.0246878485071376	0.110669954298216	0.0310057261008599	0.781149975680215	-0.0439344	3.224862e-02	8.651315e-01	20
