direction	partner	interaction_name	pathway	prob_hi	prob_lo	pval_hi	pval_lo	delta_prob
Outgoing_CD4_to_partner	MonoMacro	GDNF_GFRA1	GDNF	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	NRTN_GFRA2	GDNF	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	ARTN_GFRA3	GDNF	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	PSPN_GFRA4	GDNF	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	ARTN_GFRA1	GDNF	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	NODAL_ACVR1B_ACVR2A	NODAL	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	NODAL_ACVR1C_ACVR2A	NODAL	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	NODAL_ACVR1B_ACVR2B	NODAL	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	NODAL_ACVR1C_ACVR2B	NODAL	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	GDF1_ACVR1B_ACVR2A	NODAL	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	GDF1_ACVR1B_ACVR2B	NODAL	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	GDF1_ACVR1C_ACVR2A	NODAL	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	GDF1_ACVR1C_ACVR2B	NODAL	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	GDF3_ACVR1B_ACVR2A	NODAL	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	GDF3_ACVR1B_ACVR2B	NODAL	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	GDF3_ACVR1C_ACVR2A	NODAL	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	GDF3_ACVR1C_ACVR2B	NODAL	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	INHBA_ACVR1B_ACVR2A	ACTIVIN	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	INHBA_ACVR1B_ACVR2B	ACTIVIN	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	INHBB_ACVR1B_ACVR2A	ACTIVIN	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	INHBB_ACVR1B_ACVR2B	ACTIVIN	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	INHBB_ACVR1C_ACVR2A	ACTIVIN	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	INHBB_ACVR1C_ACVR2B	ACTIVIN	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	INHBC_ACVR1B_ACVR2A	ACTIVIN	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	INHBC_ACVR1B_ACVR2B	ACTIVIN	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	INHBC_ACVR1C_ACVR2A	ACTIVIN	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	INHBC_ACVR1C_ACVR2B	ACTIVIN	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	INHBE_ACVR1B_ACVR2A	ACTIVIN	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	INHBE_ACVR1B_ACVR2B	ACTIVIN	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	INHBE_ACVR1C_ACVR2A	ACTIVIN	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	INHBE_ACVR1C_ACVR2B	ACTIVIN	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	INHBABB_ACVR1B_ACVR2A	ACTIVIN	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	INHBABB_ACVR1B_ACVR2B	ACTIVIN	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	INHBABB_ACVR1C_ACVR2A	ACTIVIN	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	INHB_ACVR1C_ACVR2B	ACTIVIN	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	INHABA_ACVR2A	ACTIVIN	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	INHABB_ACVR2B	ACTIVIN	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT1_FZD1_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT1_FZD10_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT1_FZD2_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT1_FZD3_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT1_FZD4_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT1_FZD5_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT1_FZD6_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT1_FZD7_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT1_FZD8_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT1_FZD9_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT10A_FZD1_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT10A_FZD10_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT10A_FZD2_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT10A_FZD3_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT10A_FZD4_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT10A_FZD5_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT10A_FZD6_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT10A_FZD7_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT10A_FZD8_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT10A_FZD9_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT10B_FZD1_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT10B_FZD10_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT10B_FZD2_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT10B_FZD3_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT10B_FZD4_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT10B_FZD5_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT10B_FZD6_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT10B_FZD7_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT10B_FZD8_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT10B_FZD9_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT16_FZD1_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT16_FZD10_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT16_FZD2_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT16_FZD3_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT16_FZD4_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT16_FZD5_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT16_FZD6_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT16_FZD7_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT16_FZD8_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT16_FZD9_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT2_FZD1_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT2_FZD10_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT2_FZD2_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT2_FZD3_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT2_FZD4_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT2_FZD5_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT2_FZD6_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT2_FZD7_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT2_FZD8_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT2_FZD9_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT2B_FZD1_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT2B_FZD10_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT2B_FZD2_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT2B_FZD3_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT2B_FZD4_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT2B_FZD5_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT2B_FZD6_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT2B_FZD7_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT2B_FZD8_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT2B_FZD9_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT3_FZD1_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT3_FZD10_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT3_FZD2_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT3_FZD3_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT3_FZD4_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT3_FZD5_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT3_FZD6_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT3_FZD7_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT3_FZD8_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT3_FZD9_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT3A_FZD1_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT3A_FZD10_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT3A_FZD2_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT3A_FZD3_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT3A_FZD4_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT3A_FZD5_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT3A_FZD6_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT3A_FZD7_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT3A_FZD8_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT3A_FZD9_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT4_FZD1_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT4_FZD10_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT4_FZD2_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT4_FZD3_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT4_FZD4_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT4_FZD5_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT4_FZD6_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT4_FZD7_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT4_FZD8_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT4_FZD9_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT6_FZD1_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT6_FZD10_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT6_FZD2_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT6_FZD3_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT6_FZD4_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT6_FZD5_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT6_FZD6_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT6_FZD7_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT6_FZD8_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT6_FZD9_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT7A_FZD1_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT7A_FZD10_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT7A_FZD2_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT7A_FZD3_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT7A_FZD4_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT7A_FZD5_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT7A_FZD6_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT7A_FZD7_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT7A_FZD8_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT7A_FZD9_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT7B_FZD1_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT7B_FZD10_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT7B_FZD2_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT7B_FZD3_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT7B_FZD4_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT7B_FZD5_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT7B_FZD6_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT7B_FZD7_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT7B_FZD8_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT7B_FZD9_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT8A_FZD1_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT8A_FZD10_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT8A_FZD2_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT8A_FZD3_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT8A_FZD4_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT8A_FZD5_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT8A_FZD6_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT8A_FZD7_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT8A_FZD8_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT8A_FZD9_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT8B_FZD1_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT8B_FZD10_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT8B_FZD2_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT8B_FZD3_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT8B_FZD4_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT8B_FZD5_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT8B_FZD6_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT8B_FZD7_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT8B_FZD8_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT8B_FZD9_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT9A_FZD1_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT9A_FZD10_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT9A_FZD2_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT9A_FZD3_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT9A_FZD4_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT9A_FZD5_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT9A_FZD6_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT9A_FZD7_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT9A_FZD8_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT9A_FZD9_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT9B_FZD1_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT9B_FZD10_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT9B_FZD2_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT9B_FZD3_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT9B_FZD4_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT9B_FZD5_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT9B_FZD6_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT9B_FZD7_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT9B_FZD8_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT9B_FZD9_LRP5	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT1_FZD1_LRP6	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT1_FZD10_LRP6	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT1_FZD2_LRP6	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT1_FZD3_LRP6	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT1_FZD4_LRP6	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT1_FZD5_LRP6	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT1_FZD6_LRP6	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT1_FZD7_LRP6	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT1_FZD8_LRP6	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT1_FZD9_LRP6	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT10A_FZD1_LRP6	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT10A_FZD10_LRP6	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT10A_FZD2_LRP6	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT10A_FZD3_LRP6	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT10A_FZD4_LRP6	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT10A_FZD5_LRP6	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT10A_FZD6_LRP6	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT10A_FZD7_LRP6	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT10A_FZD8_LRP6	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT10A_FZD9_LRP6	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT10B_FZD1_LRP6	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT10B_FZD10_LRP6	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT10B_FZD2_LRP6	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT10B_FZD3_LRP6	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT10B_FZD4_LRP6	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT10B_FZD5_LRP6	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT10B_FZD6_LRP6	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT10B_FZD7_LRP6	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT10B_FZD8_LRP6	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT10B_FZD9_LRP6	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT16_FZD1_LRP6	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT16_FZD10_LRP6	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT16_FZD2_LRP6	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT16_FZD3_LRP6	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT16_FZD4_LRP6	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT16_FZD5_LRP6	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT16_FZD6_LRP6	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT16_FZD7_LRP6	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT16_FZD8_LRP6	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT16_FZD9_LRP6	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT2_FZD1_LRP6	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT2_FZD10_LRP6	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT2_FZD2_LRP6	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT2_FZD3_LRP6	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT2_FZD4_LRP6	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT2_FZD5_LRP6	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT2_FZD6_LRP6	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT2_FZD7_LRP6	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT2_FZD8_LRP6	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT2_FZD9_LRP6	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT2B_FZD1_LRP6	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT2B_FZD10_LRP6	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT2B_FZD2_LRP6	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT2B_FZD3_LRP6	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT2B_FZD4_LRP6	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT2B_FZD5_LRP6	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT2B_FZD6_LRP6	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT2B_FZD7_LRP6	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT2B_FZD8_LRP6	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT2B_FZD9_LRP6	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT3_FZD1_LRP6	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT3_FZD10_LRP6	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT3_FZD2_LRP6	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT3_FZD3_LRP6	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT3_FZD4_LRP6	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT3_FZD5_LRP6	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT3_FZD6_LRP6	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT3_FZD7_LRP6	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT3_FZD8_LRP6	WNT	0	0	1	1	0
Outgoing_CD4_to_partner	MonoMacro	WNT3_FZD9_LRP6	WNT	0	0	1	1	0
