list_name	bg_loci	bg_known	sig_loci	sig_known	fold	fisher_p	cell	swept	kb	relation
prostate	641	259	41	23	1.39	0.0264116356964167	RA x Soskic_CD4	locus_kb	1000	unrelated control
breast	641	185	41	20	1.69	0.00422748810117695	RA x Soskic_CD4	locus_kb	1000	unrelated control
lung	641	66	41	14	3.32	1.52650864632063e-05	RA x Soskic_CD4	locus_kb	1000	unrelated control
RA	641	64	41	16	3.91	2.33226619689043e-07	RA x Soskic_CD4	locus_kb	1000	own outcome
melanoma	1678	71	109	11	2.39	0.0048815367861399	RA x eQTLGen_blood	known_kb	100	unrelated control
HCC	1678	36	109	9	3.85	0.000316432825349496	RA x eQTLGen_blood	known_kb	100	unrelated control
colorectal	1678	184	109	21	1.76	0.00557353777012917	RA x eQTLGen_blood	known_kb	100	unrelated control
prostate	1678	300	109	29	1.49	0.0124330844329708	RA x eQTLGen_blood	known_kb	100	unrelated control
breast	1678	195	109	21	1.66	0.0109640442301657	RA x eQTLGen_blood	known_kb	100	unrelated control
lung	1678	66	109	12	2.8	0.000771002632439012	RA x eQTLGen_blood	known_kb	100	unrelated control
RA	1678	62	109	27	6.7	1.57881621094681e-17	RA x eQTLGen_blood	known_kb	100	own outcome
melanoma	6123	573	157	29	1.97	0.000248390183818532	RA x eQTLGen_blood	locus_kb	100	unrelated control
HCC	6123	312	157	26	3.25	6.86228628275012e-08	RA x eQTLGen_blood	locus_kb	100	unrelated control
colorectal	6123	1663	157	74	1.74	4.85363239236915e-08	RA x eQTLGen_blood	locus_kb	100	unrelated control
prostate	6123	2226	157	72	1.26	0.00828790289648612	RA x eQTLGen_blood	locus_kb	100	unrelated control
breast	6123	1595	157	68	1.66	1.52750088692629e-06	RA x eQTLGen_blood	locus_kb	100	unrelated control
lung	6123	511	157	38	2.9	9.18102513377551e-10	RA x eQTLGen_blood	locus_kb	100	unrelated control
RA	6123	544	157	60	4.3	1.87838940484264e-24	RA x eQTLGen_blood	locus_kb	100	own outcome
melanoma	1678	99	109	13	2.02	0.00956440733904772	RA x eQTLGen_blood	known_kb	250	unrelated control
HCC	1678	43	109	10	3.58	0.000275921842784182	RA x eQTLGen_blood	known_kb	250	unrelated control
colorectal	1678	261	109	29	1.71	0.00148954414308029	RA x eQTLGen_blood	known_kb	250	unrelated control
prostate	1678	379	109	37	1.5	0.00335617999366253	RA x eQTLGen_blood	known_kb	250	unrelated control
breast	1678	266	109	28	1.62	0.00424381432962863	RA x eQTLGen_blood	known_kb	250	unrelated control
lung	1678	91	109	13	2.2	0.00462741027216551	RA x eQTLGen_blood	known_kb	250	unrelated control
RA	1678	85	109	32	5.8	1.76960726606518e-18	RA x eQTLGen_blood	known_kb	250	own outcome
melanoma	3976	370	142	24	1.82	0.00255408266337031	RA x eQTLGen_blood	locus_kb	250	unrelated control
HCC	3976	194	142	20	2.89	1.29745719121852e-05	RA x eQTLGen_blood	locus_kb	250	unrelated control
colorectal	3976	1068	142	65	1.7	6.50309354299624e-07	RA x eQTLGen_blood	locus_kb	250	unrelated control
prostate	3976	1415	142	67	1.33	0.00250878749418259	RA x eQTLGen_blood	locus_kb	250	unrelated control
breast	3976	1043	142	60	1.61	1.77568574845913e-05	RA x eQTLGen_blood	locus_kb	250	unrelated control
lung	3976	329	142	30	2.55	9.21247123906124e-07	RA x eQTLGen_blood	locus_kb	250	unrelated control
RA	3976	348	142	55	4.43	1.30617714132493e-23	RA x eQTLGen_blood	locus_kb	250	own outcome
melanoma	1678	128	109	16	1.92	0.00663714577996953	RA x eQTLGen_blood	known_kb	500	unrelated control
HCC	1678	58	109	12	3.19	0.000217934937707304	RA x eQTLGen_blood	known_kb	500	unrelated control
colorectal	1678	359	109	37	1.59	0.00117620834076927	RA x eQTLGen_blood	known_kb	500	unrelated control
prostate	1678	480	109	43	1.38	0.00766625232085048	RA x eQTLGen_blood	known_kb	500	unrelated control
breast	1678	358	109	39	1.68	0.000235882867761233	RA x eQTLGen_blood	known_kb	500	unrelated control
lung	1678	118	109	15	1.96	0.00734159260522437	RA x eQTLGen_blood	known_kb	500	unrelated control
RA	1678	110	109	36	5.04	1.7388900224933e-18	RA x eQTLGen_blood	known_kb	500	own outcome
melanoma	2643	253	123	22	1.87	0.00241559024320088	RA x eQTLGen_blood	locus_kb	500	unrelated control
HCC	2643	136	123	18	2.84	3.60568472481895e-05	RA x eQTLGen_blood	locus_kb	500	unrelated control
colorectal	2643	744	123	54	1.56	9.415811983227e-05	RA x eQTLGen_blood	locus_kb	500	unrelated control
prostate	2643	965	123	65	1.45	0.000112790780357081	RA x eQTLGen_blood	locus_kb	500	unrelated control
breast	2643	712	123	55	1.66	1.06481457008536e-05	RA x eQTLGen_blood	locus_kb	500	unrelated control
lung	2643	230	123	29	2.71	2.65370836236823e-07	RA x eQTLGen_blood	locus_kb	500	unrelated control
RA	2643	239	123	48	4.32	1.03272935435198e-20	RA x eQTLGen_blood	locus_kb	500	own outcome
melanoma	1678	180	109	24	2.05	0.000289447282199804	RA x eQTLGen_blood	known_kb	1000	unrelated control
HCC	1678	93	109	18	2.98	1.32097612678212e-05	RA x eQTLGen_blood	known_kb	1000	unrelated control
colorectal	1678	513	109	45	1.35	0.00923215448072231	RA x eQTLGen_blood	known_kb	1000	unrelated control
prostate	1678	640	109	62	1.49	3.17403910909239e-05	RA x eQTLGen_blood	known_kb	1000	unrelated control
breast	1678	496	109	55	1.71	1.71973118731647e-06	RA x eQTLGen_blood	known_kb	1000	unrelated control
lung	1678	155	109	24	2.38	2.35899969845959e-05	RA x eQTLGen_blood	known_kb	1000	unrelated control
RA	1678	164	109	42	3.94	3.25522920094405e-17	RA x eQTLGen_blood	known_kb	1000	own outcome
melanoma	1678	180	109	24	2.05	0.000289447282199804	RA x eQTLGen_blood	locus_kb	1000	unrelated control
HCC	1678	93	109	18	2.98	1.32097612678212e-05	RA x eQTLGen_blood	locus_kb	1000	unrelated control
colorectal	1678	513	109	45	1.35	0.00923215448072231	RA x eQTLGen_blood	locus_kb	1000	unrelated control
prostate	1678	640	109	62	1.49	3.17403910909239e-05	RA x eQTLGen_blood	locus_kb	1000	unrelated control
breast	1678	496	109	55	1.71	1.71973118731647e-06	RA x eQTLGen_blood	locus_kb	1000	unrelated control
lung	1678	155	109	24	2.38	2.35899969845959e-05	RA x eQTLGen_blood	locus_kb	1000	unrelated control
RA	1678	164	109	42	3.94	3.25522920094405e-17	RA x eQTLGen_blood	locus_kb	1000	own outcome
melanoma	666	16	2	0	0	1	HCC_low x Soskic_CD4	known_kb	100	unrelated control
HCC	666	8	2	1	41.62	0.0238975817923185	HCC_low x Soskic_CD4	known_kb	100	own outcome
colorectal	666	49	2	1	6.8	0.141836573415521	HCC_low x Soskic_CD4	known_kb	100	unrelated control
prostate	666	72	2	1	4.62	0.20467384677911	HCC_low x Soskic_CD4	known_kb	100	unrelated control
breast	666	49	2	1	6.8	0.141836573415521	HCC_low x Soskic_CD4	known_kb	100	unrelated control
lung	666	23	2	0	0	1	HCC_low x Soskic_CD4	known_kb	100	unrelated control
RA	666	16	2	0	0	1	HCC_low x Soskic_CD4	known_kb	100	unrelated control
melanoma	1146	106	2	0	0	1	HCC_low x Soskic_CD4	locus_kb	100	unrelated control
HCC	1146	85	2	2	13.48	0.00544136811541187	HCC_low x Soskic_CD4	locus_kb	100	own outcome
colorectal	1146	341	2	2	3.36	0.0883574536835928	HCC_low x Soskic_CD4	locus_kb	100	unrelated control
prostate	1146	453	2	2	2.53	0.156043805299618	HCC_low x Soskic_CD4	locus_kb	100	unrelated control
breast	1146	322	2	1	1.78	0.483182819299328	HCC_low x Soskic_CD4	locus_kb	100	unrelated control
lung	1146	130	2	0	0	1	HCC_low x Soskic_CD4	locus_kb	100	unrelated control
RA	1146	119	2	0	0	1	HCC_low x Soskic_CD4	locus_kb	100	unrelated control
melanoma	666	31	2	0	0	1	HCC_low x Soskic_CD4	known_kb	250	unrelated control
HCC	666	17	2	2	39.18	0.000614147982569035	HCC_low x Soskic_CD4	known_kb	250	own outcome
colorectal	666	86	2	1	3.87	0.241753031226715	HCC_low x Soskic_CD4	known_kb	250	unrelated control
prostate	666	133	2	1	2.5	0.35975975975976	HCC_low x Soskic_CD4	known_kb	250	unrelated control
breast	666	88	2	1	3.78	0.246977804872542	HCC_low x Soskic_CD4	known_kb	250	unrelated control
lung	666	34	2	0	0	1	HCC_low x Soskic_CD4	known_kb	250	unrelated control
RA	666	37	2	0	0	1	HCC_low x Soskic_CD4	known_kb	250	unrelated control
melanoma	962	94	2	0	0	1	HCC_low x Soskic_CD4	locus_kb	250	unrelated control
HCC	962	63	2	2	15.27	0.00422506874119777	HCC_low x Soskic_CD4	locus_kb	250	own outcome
colorectal	962	282	2	2	3.41	0.0857150274423948	HCC_low x Soskic_CD4	locus_kb	250	unrelated control
prostate	962	378	2	2	2.54	0.154146862783699	HCC_low x Soskic_CD4	locus_kb	250	unrelated control
breast	962	270	2	1	1.78	0.482767647179718	HCC_low x Soskic_CD4	locus_kb	250	unrelated control
lung	962	97	2	0	0	1	HCC_low x Soskic_CD4	locus_kb	250	unrelated control
RA	962	93	2	0	0	1	HCC_low x Soskic_CD4	locus_kb	250	unrelated control
melanoma	666	47	2	0	0	1	HCC_low x Soskic_CD4	known_kb	500	unrelated control
HCC	666	22	2	2	30.27	0.00104314841156947	HCC_low x Soskic_CD4	known_kb	500	own outcome
colorectal	666	139	2	1	2.4	0.374106437264332	HCC_low x Soskic_CD4	known_kb	500	unrelated control
prostate	666	186	2	1	1.79	0.480864322969586	HCC_low x Soskic_CD4	known_kb	500	unrelated control
breast	666	131	2	1	2.54	0.354941407572986	HCC_low x Soskic_CD4	known_kb	500	unrelated control
lung	666	49	2	0	0	1	HCC_low x Soskic_CD4	known_kb	500	unrelated control
RA	666	46	2	0	0	1	HCC_low x Soskic_CD4	known_kb	500	unrelated control
melanoma	815	78	2	0	0	1	HCC_low x Soskic_CD4	locus_kb	500	unrelated control
HCC	815	51	2	2	15.98	0.00384377684991182	HCC_low x Soskic_CD4	locus_kb	500	own outcome
colorectal	815	235	2	2	3.47	0.0828899172457455	HCC_low x Soskic_CD4	locus_kb	500	unrelated control
prostate	815	322	2	2	2.53	0.155804103043367	HCC_low x Soskic_CD4	locus_kb	500	unrelated control
breast	815	222	2	1	1.84	0.470831009481316	HCC_low x Soskic_CD4	locus_kb	500	unrelated control
lung	815	83	2	0	0	1	HCC_low x Soskic_CD4	locus_kb	500	unrelated control
RA	815	84	2	0	0	1	HCC_low x Soskic_CD4	locus_kb	500	unrelated control
melanoma	666	67	2	0	0	1	HCC_low x Soskic_CD4	known_kb	1000	unrelated control
HCC	666	43	2	2	15.49	0.00407776197249882	HCC_low x Soskic_CD4	known_kb	1000	own outcome
colorectal	666	208	2	2	3.2	0.0972160130054867	HCC_low x Soskic_CD4	known_kb	1000	unrelated control
prostate	666	269	2	2	2.48	0.162776310144731	HCC_low x Soskic_CD4	known_kb	1000	unrelated control
breast	666	192	2	1	1.73	0.493774977985504	HCC_low x Soskic_CD4	known_kb	1000	unrelated control
lung	666	69	2	0	0	1	HCC_low x Soskic_CD4	known_kb	1000	unrelated control
RA	666	67	2	0	0	1	HCC_low x Soskic_CD4	known_kb	1000	unrelated control
melanoma	666	67	2	0	0	1	HCC_low x Soskic_CD4	locus_kb	1000	unrelated control
HCC	666	43	2	2	15.49	0.00407776197249882	HCC_low x Soskic_CD4	locus_kb	1000	own outcome
colorectal	666	208	2	2	3.2	0.0972160130054867	HCC_low x Soskic_CD4	locus_kb	1000	unrelated control
prostate	666	269	2	2	2.48	0.162776310144731	HCC_low x Soskic_CD4	locus_kb	1000	unrelated control
breast	666	192	2	1	1.73	0.493774977985504	HCC_low x Soskic_CD4	locus_kb	1000	unrelated control
lung	666	69	2	0	0	1	HCC_low x Soskic_CD4	locus_kb	1000	unrelated control
RA	666	67	2	0	0	1	HCC_low x Soskic_CD4	locus_kb	1000	unrelated control
melanoma	1678	71	4	0	0	1	HCC_low x eQTLGen_blood	known_kb	100	unrelated control
HCC	1678	36	4	2	23.31	0.00261443077510187	HCC_low x eQTLGen_blood	known_kb	100	own outcome
colorectal	1678	184	4	1	2.28	0.371879414231204	HCC_low x eQTLGen_blood	known_kb	100	unrelated control
prostate	1678	300	4	1	1.4	0.545545461311555	HCC_low x eQTLGen_blood	known_kb	100	unrelated control
breast	1678	195	4	1	2.15	0.390193170630843	HCC_low x eQTLGen_blood	known_kb	100	unrelated control
lung	1678	66	4	0	0	1	HCC_low x eQTLGen_blood	known_kb	100	unrelated control
RA	1678	62	4	0	0	1	HCC_low x eQTLGen_blood	known_kb	100	unrelated control
melanoma	6123	573	6	0	0	1	HCC_low x eQTLGen_blood	locus_kb	100	unrelated control
HCC	6123	312	6	5	16.35	1.91546390548663e-06	HCC_low x eQTLGen_blood	locus_kb	100	own outcome
colorectal	6123	1663	6	5	3.07	0.00683470183135636	HCC_low x eQTLGen_blood	locus_kb	100	unrelated control
prostate	6123	2226	6	5	2.29	0.0264998258305845	HCC_low x eQTLGen_blood	locus_kb	100	unrelated control
breast	6123	1595	6	4	2.56	0.0433252851770015	HCC_low x eQTLGen_blood	locus_kb	100	unrelated control
lung	6123	511	6	0	0	1	HCC_low x eQTLGen_blood	locus_kb	100	unrelated control
RA	6123	544	6	0	0	1	HCC_low x eQTLGen_blood	locus_kb	100	unrelated control
melanoma	1678	99	4	0	0	1	HCC_low x eQTLGen_blood	known_kb	250	unrelated control
HCC	1678	43	4	2	19.51	0.00372626199821915	HCC_low x eQTLGen_blood	known_kb	250	own outcome
colorectal	1678	261	4	1	1.61	0.49181117802944	HCC_low x eQTLGen_blood	known_kb	250	unrelated control
prostate	1678	379	4	1	1.11	0.64123094523391	HCC_low x eQTLGen_blood	known_kb	250	unrelated control
breast	1678	266	4	1	1.58	0.498953570718529	HCC_low x eQTLGen_blood	known_kb	250	unrelated control
lung	1678	91	4	0	0	1	HCC_low x eQTLGen_blood	known_kb	250	unrelated control
RA	1678	85	4	0	0	1	HCC_low x eQTLGen_blood	known_kb	250	unrelated control
melanoma	3976	370	6	0	0	1	HCC_low x eQTLGen_blood	locus_kb	250	unrelated control
HCC	3976	194	6	5	17.08	1.51664233136497e-06	HCC_low x eQTLGen_blood	locus_kb	250	own outcome
colorectal	3976	1068	6	5	3.1	0.00647403331492067	HCC_low x eQTLGen_blood	locus_kb	250	unrelated control
prostate	3976	1415	6	5	2.34	0.024008170996692	HCC_low x eQTLGen_blood	locus_kb	250	unrelated control
breast	3976	1043	6	4	2.54	0.0443509135137768	HCC_low x eQTLGen_blood	locus_kb	250	unrelated control
lung	3976	329	6	0	0	1	HCC_low x eQTLGen_blood	locus_kb	250	unrelated control
RA	3976	348	6	0	0	1	HCC_low x eQTLGen_blood	locus_kb	250	unrelated control
melanoma	1678	128	4	0	0	1	HCC_low x eQTLGen_blood	known_kb	500	unrelated control
HCC	1678	58	4	2	14.47	0.00673885463402595	HCC_low x eQTLGen_blood	known_kb	500	own outcome
colorectal	1678	359	4	2	2.34	0.202408410839687	HCC_low x eQTLGen_blood	known_kb	500	unrelated control
prostate	1678	480	4	2	1.75	0.32372029531294	HCC_low x eQTLGen_blood	known_kb	500	unrelated control
breast	1678	358	4	2	2.34	0.201463021646093	HCC_low x eQTLGen_blood	known_kb	500	unrelated control
lung	1678	118	4	0	0	1	HCC_low x eQTLGen_blood	known_kb	500	unrelated control
RA	1678	110	4	0	0	1	HCC_low x eQTLGen_blood	known_kb	500	unrelated control
melanoma	2643	253	5	1	2.09	0.395592928649845	HCC_low x eQTLGen_blood	locus_kb	500	unrelated control
HCC	2643	136	5	4	15.55	3.22597644535219e-05	HCC_low x eQTLGen_blood	locus_kb	500	own outcome
colorectal	2643	744	5	4	2.84	0.024211963740984	HCC_low x eQTLGen_blood	locus_kb	500	unrelated control
prostate	2643	965	5	4	2.19	0.0627223134799903	HCC_low x eQTLGen_blood	locus_kb	500	unrelated control
breast	2643	712	5	3	2.23	0.124811222895431	HCC_low x eQTLGen_blood	locus_kb	500	unrelated control
lung	2643	230	5	0	0	1	HCC_low x eQTLGen_blood	locus_kb	500	unrelated control
RA	2643	239	5	0	0	1	HCC_low x eQTLGen_blood	locus_kb	500	unrelated control
melanoma	1678	180	4	1	2.33	0.36511867117564	HCC_low x eQTLGen_blood	known_kb	1000	unrelated control
HCC	1678	93	4	3	13.53	0.000633737339612804	HCC_low x eQTLGen_blood	known_kb	1000	own outcome
colorectal	1678	513	4	3	2.45	0.0878385027787144	HCC_low x eQTLGen_blood	known_kb	1000	unrelated control
prostate	1678	640	4	3	1.97	0.158173055126368	HCC_low x eQTLGen_blood	known_kb	1000	unrelated control
breast	1678	496	4	2	1.69	0.34046973643214	HCC_low x eQTLGen_blood	known_kb	1000	unrelated control
lung	1678	155	4	0	0	1	HCC_low x eQTLGen_blood	known_kb	1000	unrelated control
RA	1678	164	4	0	0	1	HCC_low x eQTLGen_blood	known_kb	1000	unrelated control
melanoma	1678	180	4	1	2.33	0.36511867117564	HCC_low x eQTLGen_blood	locus_kb	1000	unrelated control
HCC	1678	93	4	3	13.53	0.000633737339612804	HCC_low x eQTLGen_blood	locus_kb	1000	own outcome
colorectal	1678	513	4	3	2.45	0.0878385027787144	HCC_low x eQTLGen_blood	locus_kb	1000	unrelated control
prostate	1678	640	4	3	1.97	0.158173055126368	HCC_low x eQTLGen_blood	locus_kb	1000	unrelated control
breast	1678	496	4	2	1.69	0.34046973643214	HCC_low x eQTLGen_blood	locus_kb	1000	unrelated control
lung	1678	155	4	0	0	1	HCC_low x eQTLGen_blood	locus_kb	1000	unrelated control
RA	1678	164	4	0	0	1	HCC_low x eQTLGen_blood	locus_kb	1000	unrelated control
