gene_id	SYMBOL	exposure	cell_type	timepoint	category	near_locus	MR_OR	MR_pval	MR_FDR	nsnps	PP.H0	PP.H1	PP.H2	PP.H3	PP.H4	PP4_ratio
ENSG00000144231	POLR2D	ENSG00000144231|CD4_Naive_stim_16h	Naive	16h	潜在新位点	""	0.923446682593349	0.0397263860646602	0.445646616108374	893	0.0633063242923149	0.737604279406456	0.00417292479945202	0.0484737737517902	0.146442697749987	0.75131001819234
ENSG00000139625	MAP3K12	ENSG00000139625|CD4_Memory_stim_5d	Memory	5d	潜在新位点	""	0.963322301296911	0.0195654617908532	0.346143194668029	585	0.000231840047743939	0.843748787423879	2.97267482783716e-06	0.0106732829392851	0.145343116914264	0.931588711511713
ENSG00000099308	MAST3	ENSG00000099308|CD4_Memory_stim_5d	Memory	5d	潜在新位点	""	1.0394155569994	0.0154241063237394	0.319254153389817	845	1.49717097693129e-09	0.841289099155945	2.45842364712861e-11	0.0136693126006385	0.145041586721662	0.913872880444841
ENSG00000179344	HLA-DQB1	ENSG00000179344|CD4_Naive_stim_16h	Naive	16h	黑色素瘤已知位点	HLA-DQB2	0.956742549095998	0.0105410474400977	0.304696028641554	6513	0.0174590950358181	0.0887615395746902	0.123485623590195	0.627654737819956	0.14263900397934	0.185174818694691
ENSG00000144741	SLC25A26	ENSG00000144741|CD4_Naive_stim_40h	Naive	40h	潜在新位点	""	1.0522983664375	0.00510327953381484	0.224040271879575	673	9.0039678768602e-07	0.518593906991367	5.89172744295882e-07	0.339198626349129	0.142205977089973	0.295398041634976
ENSG00000133606	MKRN1	ENSG00000133606|CD4_Memory_stim_5d	Memory	5d	潜在新位点	""	0.915431383072054	0.0230706941710056	0.385161448225802	770	0.0081159858725012	0.824148930389491	0.000257223546091502	0.025978618969009	0.141499241222908	0.844883264335719
ENSG00000164548	TRA2A	ENSG00000164548|CD4_Naive_stim_16h	Naive	16h	潜在新位点	""	0.933736090172422	0.0126256176893785	0.319254153389817	766	0.0651005104271539	0.757302114721647	0.00294779523897878	0.0341506541484127	0.140498925463808	0.804461858859103
ENSG00000234745	HLA-B	ENSG00000234745|CD4_Naive_stim_5d	Naive	5d	潜在新位点	""	0.959521413824171	0.00398553967566995	0.220050778362388	6231	7.74347995654465e-07	0.51259788767158	5.2572333751635e-07	0.347875415977426	0.139525396279662	0.286264184980608
ENSG00000174749	FAM241A	ENSG00000174749|CD4_Naive_stim_40h	Naive	40h	潜在新位点	""	1.07773234654411	0.00491120229607123	0.221066270440877	798	0.0171107356314414	0.805875431399078	0.00081662258921828	0.0383231304935956	0.137874079886667	0.7824986535775
ENSG00000167768	KRT1	ENSG00000167768|CD4_Memory_stim_40h	Memory	40h	潜在新位点	""	1.04768131801181	0.0112781824975076	0.306146694359824	1588	4.63896968208279e-05	0.791298953699676	4.34644517507165e-06	0.0740054715029332	0.134644838655395	0.645313388478665
ENSG00000169032	MAP2K1	ENSG00000169032|CD4_Naive_uns_0h	Naive	0h	潜在新位点	""	0.945089905331596	0.00461621703337756	0.220050778362388	1062	8.82083748337497e-06	0.834924988027636	3.43981973885269e-07	0.0324265304865613	0.132639316666347	0.803553969244024
ENSG00000099308	MAST3	ENSG00000099308|CD4_Memory_stim_40h	Memory	40h	潜在新位点	""	1.08159071220723	0.00906770833245574	0.295823585598281	845	0.00506695299001194	0.850122340621009	8.32017000160299e-05	0.0138285010738479	0.130899003615115	0.904451464816124
ENSG00000167220	HDHD2	ENSG00000167220|CD4_Memory_stim_16h	Memory	16h	潜在新位点	""	0.957069502930093	0.0149377915861054	0.319254153389817	825	0.00877552112862938	0.847105876744283	0.000149864960037877	0.0143369151220407	0.129631822045009	0.900416469546403
ENSG00000167768	KRT1	ENSG00000167768|CD4_Memory_stim_16h	Memory	16h	潜在新位点	""	1.03784549830999	0.0112781824975076	0.306146694359824	1588	5.11568998938906e-13	0.797827791760091	4.79310441657368e-14	0.0746242826247582	0.127547925614593	0.630887532590975
ENSG00000167768	KRT1	ENSG00000167768|CD4_Naive_uns_0h	Naive	0h	潜在新位点	""	1.03067242216726	0.0112781824975076	0.306146694359824	1588	2.05491303281013e-17	0.798179788664483	1.9253341687371e-18	0.0746576480527421	0.127162563282777	0.630078436848794
ENSG00000167768	KRT1	ENSG00000167768|CD4_Memory_uns_0h	Memory	0h	潜在新位点	""	1.0287913423453	0.0112781824975076	0.306146694359824	1588	2.42022963798769e-39	0.798180027087311	2.26761461132767e-40	0.0746576706526003	0.127162302260092	0.630077887856534
ENSG00000166275	BORCS7	ENSG00000166275|CD4_Memory_stim_5d	Memory	5d	潜在新位点	""	1.04524685317373	0.00927165988825262	0.299727477842058	956	0.000311773667141941	0.825276511467506	1.79133825059065e-05	0.0472902873084028	0.127103514174444	0.728830457812721
ENSG00000161929	SCIMP	ENSG00000161929|CD4_Naive_uns_0h	Naive	0h	潜在新位点	""	1.03085597004208	0.0132643850613167	0.319254153389817	963	0.0123735026491116	0.834600616581957	0.000391984154059481	0.0263132596456509	0.12632063696922	0.827605399395358
ENSG00000187193	MT1X	ENSG00000187193|CD4_Memory_uns_0h	Memory	0h	潜在新位点	""	1.04310565950338	0.015364331249951	0.319254153389817	757	8.51467060954125e-07	0.857465940438684	1.80802987147434e-08	0.018083230703612	0.124449959310345	0.873129685080077
ENSG00000144741	SLC25A26	ENSG00000144741|CD4_Naive_stim_5d	Naive	5d	潜在新位点	""	1.04471138623919	0.0169760850764361	0.330892589184625	673	8.52967039680905e-05	0.529615912240715	5.5813718844361e-05	0.346429244546711	0.123813732789762	0.263297356381719
ENSG00000124588	NQO2	ENSG00000124588|CD4_Memory_stim_16h	Memory	16h	潜在新位点	""	0.966057090839081	0.0138577550278767	0.319254153389817	554	1.85958220790534e-14	0.781287956839799	2.30225449975838e-15	0.0966051960166308	0.122106847143549	0.558299604261483
ENSG00000124588	NQO2	ENSG00000124588|CD4_Naive_stim_40h	Naive	40h	潜在新位点	""	0.965837590324192	0.0138577550278767	0.319254153389817	554	2.23062580814236e-10	0.781290233349686	2.76162477907207e-11	0.0966054804209483	0.122104285978688	0.558293705803579
ENSG00000124588	NQO2	ENSG00000124588|CD4_Memory_stim_40h	Memory	40h	潜在新位点	""	0.942912896080434	0.0138577550278767	0.319254153389817	554	1.13184017614253e-09	0.781295570644599	1.40127396759009e-10	0.0966061472094915	0.12209828087394	0.55827987546444
ENSG00000124588	NQO2	ENSG00000124588|CD4_Naive_stim_16h	Naive	16h	潜在新位点	""	0.966143112306147	0.0138577550278767	0.319254153389817	554	3.00022948049559e-10	0.781328827533453	3.71443208717253e-11	0.096610301987107	0.122060870142271	0.558193697658753
ENSG00000124588	NQO2	ENSG00000124588|CD4_Memory_stim_5d	Memory	5d	潜在新位点	""	0.963446818912258	0.0138577550278767	0.319254153389817	554	1.29936541317504e-07	0.78133357944335	1.608678474442e-08	0.0966108957883886	0.122055378744936	0.558181086705873
ENSG00000124588	NQO2	ENSG00000124588|CD4_Naive_stim_5d	Naive	5d	潜在新位点	""	0.964805873214259	0.0138577550278767	0.319254153389817	554	2.6110599070098e-11	0.781491620674669	3.23262095888907e-12	0.0966306397115454	0.121877739584443	0.55777146843119
ENSG00000100100	PIK3IP1	ENSG00000100100|CD4_Naive_uns_0h	Naive	0h	潜在新位点	""	0.947513504844403	0.0163465831335987	0.324739942028363	670	0.00430162861304823	0.843763484598297	0.000161687276653605	0.0315947444815127	0.120178455030488	0.791829225560904
ENSG00000164597	COG5	ENSG00000164597|CD4_Naive_uns_0h	Naive	0h	潜在新位点	""	1.04276469386931	0.0156359052284937	0.319254153389817	578	3.04495219136443e-05	0.864219025067155	5.73378217487234e-07	0.0161540377248962	0.119595914307818	0.881001521672706
ENSG00000099308	MAST3	ENSG00000099308|CD4_Naive_stim_5d	Naive	5d	潜在新位点	""	1.051778426556	0.00906770833245574	0.295823585598281	845	0.0370799880109218	0.829488932183528	0.000608870468142124	0.0135012690747215	0.119320940262687	0.898350816914781
ENSG00000158525	CPA5	ENSG00000158525|CD4_Memory_uns_0h	Memory	0h	黑色素瘤已知位点	MKLN1	0.972603430550161	0.0234716019990511	0.386412114391785	605	3.58501115976335e-21	0.868284132050561	5.62331647045238e-23	0.0135013706118889	0.11821449733755	0.897496248386174
ENSG00000215845	TSTD1	ENSG00000215845|CD4_Naive_uns_0h	Naive	0h	潜在新位点	""	0.950874675933864	0.014416144872792	0.319254153389817	632	2.62799023253584e-06	0.868739057095569	4.48464148320532e-08	0.0147084033058078	0.116549866761977	0.887943035526736
ENSG00000257218	GATC	ENSG00000257218|CD4_Naive_stim_40h	Naive	40h	潜在新位点	""	1.04563504544827	0.0186769560536608	0.337133277801106	632	5.81835750529127e-06	0.837080158845003	3.33141084882374e-07	0.0478135106011401	0.115100179055267	0.706510172951204
ENSG00000198734	F5	ENSG00000198734|CD4_Naive_stim_40h	Naive	40h	潜在新位点	""	1.05248056841914	0.0105512093174763	0.304696028641554	1257	1.46833592139217e-13	0.812190365313783	1.33364334670202e-14	0.0736545419182826	0.114155092767776	0.607823410969288
ENSG00000158525	CPA5	ENSG00000158525|CD4_Memory_stim_16h	Memory	16h	黑色素瘤已知位点	MKLN1	0.970642555641459	0.0234716019990511	0.386412114391785	605	6.48349708623322e-12	0.872370548567868	1.01697747444535e-13	0.0135696233055836	0.114059828119963	0.893679529653863
ENSG00000198734	F5	ENSG00000198734|CD4_Memory_stim_40h	Memory	40h	潜在新位点	""	1.07485126160009	0.0105512093174763	0.304696028641554	1257	2.63823156674877e-08	0.812462636183136	2.39622277490684e-09	0.073679568751692	0.113857766286634	0.607120530231302
ENSG00000167272	POP5	ENSG00000167272|CD4_Memory_stim_40h	Memory	40h	潜在新位点	""	1.16151964013866	0.0186769560536608	0.337133277801106	774	0.00014108737429391	0.835577472859073	8.78149348327675e-06	0.0518952396300604	0.112377418643089	0.68409082694839
ENSG00000099308	MAST3	ENSG00000099308|CD4_Naive_uns_0h	Naive	0h	潜在新位点	""	1.03239360201286	0.0212842409542666	0.370028237238199	845	6.96594794932758e-12	0.874447884320139	1.1438407120605e-13	0.0142475321165815	0.111304583556198	0.88652097146882
ENSG00000083642	PDS5B	ENSG00000083642|CD4_Naive_stim_16h	Naive	16h	潜在新位点	""	1.05401286566881	0.0118661382241217	0.312562870555385	688	7.80700472179586e-11	0.85733592832953	2.99220724930901e-12	0.0327493811760117	0.109914690413398	0.770444087210233
ENSG00000175691	ZNF77	ENSG00000175691|CD4_Memory_stim_16h	Memory	16h	痣数目通路	MFSD12	0.929123908303816	0.00284578279819925	0.190143143679467	562	0.765033979185798	0.117474755478078	0.00720535439958003	0.000997129062630722	0.109288781873913	0.990958690424161
ENSG00000215845	TSTD1	ENSG00000215845|CD4_Memory_stim_40h	Memory	40h	潜在新位点	""	0.901991027977362	0.0375068106575509	0.443675856226323	632	0.0122499103052693	0.865669057161437	0.000209043607698438	0.0146653572706368	0.107206631654958	0.879665890415637
ENSG00000155542	SETD9	ENSG00000155542|CD4_Memory_stim_16h	Memory	16h	色素/发色通路	AC008940.1	0.962289330383751	0.0176001079065785	0.333303498252969	780	3.96932528469596e-14	0.862152520058639	1.48360773514811e-15	0.0321187945243104	0.105728685417009	0.766997593731978
ENSG00000010626	LRRC23	ENSG00000010626|CD4_Memory_stim_40h	Memory	40h	潜在新位点	""	0.946884800471887	0.019862893939098	0.349665598254617	537	5.12736362596038e-05	0.803900694056318	5.77453804499721e-06	0.0904312707493201	0.105610987020058	0.538715418919005
ENSG00000159063	ALG8	ENSG00000159063|CD4_Naive_stim_40h	Naive	40h	潜在新位点	""	1.03753612749168	0.00820183221801218	0.289996135831363	997	5.86019989566002e-21	0.865458319294168	1.9825427966001e-22	0.0291736358666997	0.105368044839136	0.78316284058852
ENSG00000159063	ALG8	ENSG00000159063|CD4_Memory_stim_40h	Memory	40h	潜在新位点	""	1.16810117666748	0.0135137694792613	0.319254153389817	997	7.3694245598694e-05	0.865721861400736	2.49312307368168e-06	0.0291829006575986	0.105019050572993	0.782544885599649
ENSG00000246174	KCTD21-AS1	ENSG00000246174|CD4_Memory_stim_5d	Memory	5d	潜在新位点	""	1.03285760486542	0.0135137694792613	0.319254153389817	981	3.01915539230538e-10	0.86537274284256	1.04465156220695e-11	0.0298377895070918	0.104789467337987	0.778367395976674
ENSG00000198734	F5	ENSG00000198734|CD4_Memory_stim_5d	Memory	5d	潜在新位点	""	1.05761283910581	0.0105512093174763	0.304696028641554	1257	7.65081271137273e-06	0.820788149431265	6.94899261179368e-07	0.0744448480505615	0.104758656806201	0.584579285376895
ENSG00000246174	KCTD21-AS1	ENSG00000246174|CD4_Memory_uns_0h	Memory	0h	潜在新位点	""	1.04098264542265	0.00953723737111012	0.30012757603246	981	4.79467890886159e-07	0.865517847086214	1.65899669330977e-08	0.0298429609997727	0.104638695856155	0.778088984791853
ENSG00000159063	ALG8	ENSG00000159063|CD4_Naive_stim_16h	Naive	16h	潜在新位点	""	1.05162963186964	0.00953723737111023	0.30012757603246	997	7.83045870404285e-06	0.866378824074829	2.6490938490463e-07	0.0292057378294272	0.104407342727654	0.781415579165918
ENSG00000121895	TMEM156	ENSG00000121895|CD4_Naive_stim_40h	Naive	40h	潜在新位点	""	1.05771084949407	0.0107963159754881	0.304696028641554	951	0.491133624199122	0.37291766486031	0.0181597005614896	0.0136845526292012	0.104104457749878	0.883821482282937
ENSG00000215845	TSTD1	ENSG00000215845|CD4_Memory_stim_5d	Memory	5d	潜在新位点	""	0.967419528555225	0.0375068106575506	0.443675856226323	632	4.61692681780644e-10	0.881867077794598	7.87874371666852e-12	0.0149457945272419	0.103187127208589	0.873483239831621
ENSG00000260349	""	ENSG00000260349|CD4_Memory_uns_0h	Memory	0h	潜在新位点	""	1.04405921534793	0.0157876117116703	0.319254153389817	853	0.00705990347287517	0.869115990207693	0.000167356864123627	0.0204994652927186	0.103157284162589	0.834222835526438
ENSG00000158525	CPA5	ENSG00000158525|CD4_Naive_stim_5d	Naive	5d	黑色素瘤已知位点	MKLN1	0.972450038843087	0.0271085460893433	0.398338801213656	605	4.16537661719207e-13	0.883182546435824	6.53365635231096e-15	0.0137502089055797	0.103067244658174	0.882293197753404
ENSG00000158525	CPA5	ENSG00000158525|CD4_Memory_stim_40h	Memory	40h	黑色素瘤已知位点	MKLN1	0.972738452657848	0.0271085460893433	0.398338801213656	605	2.08441337010598e-15	0.883195444226512	3.26953404410654e-17	0.0137504243287877	0.103054131444699	0.882278356030451
ENSG00000158525	CPA5	ENSG00000158525|CD4_Naive_stim_40h	Naive	40h	黑色素瘤已知位点	MKLN1	0.971523717290924	0.0271085460893433	0.398338801213656	605	2.73154656344808e-17	0.883196516196072	4.28460333748561e-19	0.0137504422331814	0.103053041570745	0.882277122347962
ENSG00000246174	KCTD21-AS1	ENSG00000246174|CD4_Naive_stim_5d	Naive	5d	潜在新位点	""	1.03751939457563	0.00953723737111012	0.30012757603246	981	3.77147851330977e-05	0.867259438230958	1.30496129175735e-06	0.0299050636435505	0.102796478379067	0.774644188848586
ENSG00000246174	KCTD21-AS1	ENSG00000246174|CD4_Naive_uns_0h	Naive	0h	潜在新位点	""	1.0386455234861	0.0396913806374014	0.445646616108374	981	8.22621373157565e-05	0.868958857927947	2.84633478874265e-06	0.0299656710203195	0.10099036257963	0.771177622011217
ENSG00000083642	PDS5B	ENSG00000083642|CD4_Naive_uns_0h	Naive	0h	潜在新位点	""	1.05087223144297	0.0147229829092803	0.319254153389817	688	0.00106350498392727	0.865525508022349	4.07611809648226e-05	0.0330728822798373	0.100297343532922	0.752021996826572
ENSG00000159063	ALG8	ENSG00000159063|CD4_Memory_stim_5d	Memory	5d	潜在新位点	""	1.10668148889594	0.0135137694792613	0.319254153389817	997	0.00441675377496779	0.866046674142857	0.000149421581803098	0.0291987198986682	0.100188430601704	0.774330605583712
ENSG00000246174	KCTD21-AS1	ENSG00000246174|CD4_Naive_stim_40h	Naive	40h	潜在新位点	""	1.03958749964485	0.0172310910033842	0.333009563087142	981	3.71786904514362e-05	0.869914569765886	1.28641199323115e-06	0.0299996824831191	0.10004728264855	0.769316550734227
ENSG00000158525	CPA5	ENSG00000158525|CD4_Naive_stim_16h	Naive	16h	黑色素瘤已知位点	MKLN1	0.971065116163739	0.0271085460893433	0.398338801213656	605	3.92458257336793e-13	0.886995373647635	6.15595568353186e-15	0.0138138920192983	0.0991907343326694	0.877758172693982
ENSG00000121895	TMEM156	ENSG00000121895|CD4_Naive_stim_16h	Naive	16h	潜在新位点	""	1.0539919227343	0.0107963159754881	0.304696028641554	951	0.509846372757415	0.359613017725582	0.0188516057656083	0.0131982260385289	0.0984907777128658	0.88183056885433
ENSG00000083642	PDS5B	ENSG00000083642|CD4_Naive_stim_40h	Naive	40h	潜在新位点	""	1.04937052135817	0.0360528715501519	0.439054832987466	688	0.000143779718309284	0.868217501401255	5.5106757426129e-06	0.033177900916975	0.0984553072877175	0.747951893223003
ENSG00000260349	""	ENSG00000260349|CD4_Memory_stim_5d	Memory	5d	潜在新位点	""	1.03349707063793	0.0157876117116703	0.319254153389817	853	3.09536534876009e-05	0.881052562109624	7.33764477199652e-07	0.0207874538489784	0.0981282966234333	0.82519175326736
ENSG00000168066	SF1	ENSG00000168066|CD4_Naive_uns_0h	Naive	0h	潜在新位点	""	1.05704025586689	0.0158197284566137	0.319254153389817	297	0.263525694940942	0.615554861406886	0.00690230269429255	0.0160247085411099	0.0979924324167703	0.859453513686774
ENSG00000260349	""	ENSG00000260349|CD4_Naive_uns_0h	Naive	0h	潜在新位点	""	1.04605467805644	0.0157876117116703	0.319254153389817	853	0.00685823235180719	0.875663474982443	0.00016257619728648	0.0206611778827373	0.0966545385857259	0.823883973054101
ENSG00000158525	CPA5	ENSG00000158525|CD4_Naive_uns_0h	Naive	0h	黑色素瘤已知位点	MKLN1	0.971852559663536	0.0271085460893433	0.398338801213656	605	4.77153111655762e-15	0.890490808967016	7.48444797554987e-17	0.0138722739476084	0.0956369170853677	0.87332319947984
ENSG00000099977	DDT	ENSG00000099977|CD4_Naive_stim_40h	Naive	40h	色素/发色通路	LINC02556	1.04266824729768	0.0225409621630637	0.381199258368462	577	0.0161545330911516	0.871884162179953	0.000301725089646394	0.016189081057979	0.0954704985812703	0.855013953032218
ENSG00000246174	KCTD21-AS1	ENSG00000246174|CD4_Memory_stim_40h	Memory	40h	潜在新位点	""	1.03705966499728	0.0396913806374014	0.445646616108374	981	5.11703861351768e-05	0.874364094101462	1.77053569190514e-06	0.0301582621119532	0.0954247028647585	0.75985387733483
ENSG00000158525	CPA5	ENSG00000158525|CD4_Memory_stim_5d	Memory	5d	黑色素瘤已知位点	MKLN1	0.975384841168411	0.0271085460893433	0.398338801213656	605	5.59776159001663e-25	0.891503253424926	8.78044266642787e-27	0.0138891841331388	0.0946075624419378	0.87198524774632
ENSG00000198832	SELENOM	ENSG00000198832|CD4_Naive_stim_40h	Naive	40h	潜在新位点	""	0.930987696491617	0.0178044061502546	0.333303498252969	602	0.0446079413320505	0.838950489298082	0.00114345911937421	0.0214113780041492	0.0938867322463447	0.814295499226905
ENSG00000198734	F5	ENSG00000198734|CD4_Memory_stim_16h	Memory	16h	潜在新位点	""	1.08102782744907	0.0105512093174763	0.304696028641554	1257	3.93251002161762e-09	0.831047608999058	3.57177519786945e-10	0.0753878766497642	0.0935645100614904	0.55379217709067
ENSG00000131507	NDFIP1	ENSG00000131507|CD4_Naive_stim_5d	Naive	5d	潜在新位点	""	1.06382895823586	0.0170284993871728	0.330892589184625	774	0.00624809431295914	0.838069003476097	0.000464265212193314	0.062179754106879	0.0930388828918716	0.599405359374599
ENSG00000128928	IVD	ENSG00000128928|CD4_Memory_stim_40h	Memory	40h	潜在新位点	""	0.922390032658826	0.0214358315160487	0.370028237238199	749	0.0341010229789879	0.796680188062592	0.00320048031416506	0.074679416816901	0.0913388918273545	0.550173607798136
ENSG00000141560	FN3KRP	ENSG00000141560|CD4_Naive_uns_0h	Naive	0h	潜在新位点	""	0.972486024237168	0.019450855935396	0.34583621853134	1135	4.78310844650472e-32	0.87964485404991	1.60517748507011e-33	0.0294293355504007	0.0909258103996877	0.755479208486813
ENSG00000099977	DDT	ENSG00000099977|CD4_Memory_stim_40h	Memory	40h	色素/发色通路	LINC02556	1.11597515543935	0.0225409621630637	0.381199258368462	577	0.0417622499091069	0.851063703971019	0.000780011314877446	0.0158050900529962	0.0905889447520003	0.851447592132731
ENSG00000168476	REEP4	ENSG00000168476|CD4_Memory_stim_5d	Memory	5d	痣数目通路	FAM160B2	1.0644139802585	0.0233354110563995	0.386412114391785	383	4.02646529513506e-06	0.90264594302883	3.1227350184475e-08	0.00691005276594513	0.0904399465125798	0.929018461046158
ENSG00000160194	NDUFV3	ENSG00000160194|CD4_Memory_stim_16h	Memory	16h	潜在新位点	""	1.02611564534768	0.0416275447568026	0.445646616108374	1065	2.0240139293257e-42	0.890045280076495	4.86552292844037e-44	0.0213071326235855	0.0886475872999215	0.806219026901179
ENSG00000160194	NDUFV3	ENSG00000160194|CD4_Memory_stim_40h	Memory	40h	潜在新位点	""	1.04462719103682	0.0416275447568026	0.445646616108374	1065	3.59772235455788e-41	0.890045280076495	8.64855738028223e-43	0.0213071326235855	0.0886475872999215	0.806219026901179
ENSG00000160194	NDUFV3	ENSG00000160194|CD4_Naive_stim_40h	Naive	40h	潜在新位点	""	1.02340659036365	0.0416275447568026	0.445646616108374	1065	7.71374498692133e-89	0.890045280076495	1.85430557340637e-90	0.0213071326235846	0.088647587299919	0.806219026901182
ENSG00000160194	NDUFV3	ENSG00000160194|CD4_Naive_stim_5d	Naive	5d	潜在新位点	""	1.02445686318365	0.0416275447568026	0.445646616108374	1065	1.32478890520289e-35	0.890045280077431	3.18465732879393e-37	0.0213071326236088	0.0886475872989553	0.806219026899305
ENSG00000197134	ZNF257	ENSG00000197134|CD4_Memory_stim_5d	Memory	5d	潜在新位点	""	1.03808506997203	0.00373807230640555	0.220050778362388	1239	1.69644229742212e-13	0.0767022305370806	1.84818177250651e-12	0.835541398859958	0.0877563706009451	0.0950466615468858
ENSG00000166839	ANKDD1A	ENSG00000166839|CD4_Memory_stim_5d	Memory	5d	潜在新位点	""	1.02286347701633	0.0164715951909279	0.325405513882998	359	4.31509349915899e-53	0.906205352111588	3.01601759602689e-55	0.00624633828663303	0.0875483096017808	0.933404107512998
ENSG00000141560	FN3KRP	ENSG00000141560|CD4_Memory_stim_40h	Memory	40h	潜在新位点	""	0.930432440634544	0.0260186718546876	0.395394859466963	1135	1.57747448981156e-14	0.883792524314444	5.29389321324786e-16	0.0295728195956635	0.0866346560898749	0.745517064016702
ENSG00000155542	SETD9	ENSG00000155542|CD4_Memory_uns_0h	Memory	0h	色素/发色通路	AC008940.1	0.974597029862699	0.0468286711902768	0.466450293424718	780	3.69754712123011e-13	0.881011074638891	1.3820256886686e-14	0.0328432504147355	0.0861456749459896	0.72398061151348
ENSG00000141560	FN3KRP	ENSG00000141560|CD4_Naive_stim_5d	Naive	5d	潜在新位点	""	0.967268090946914	0.0260186718546876	0.395394859466963	1135	9.86079767341082e-06	0.884278534505341	3.3092142039467e-07	0.0295896427802427	0.086121630995322	0.744280381550071
ENSG00000155542	SETD9	ENSG00000155542|CD4_Naive_stim_40h	Naive	40h	色素/发色通路	AC008940.1	0.974606544057731	0.0468286711902766	0.466450293424718	780	2.47960662610868e-33	0.881047840708189	9.26798210467428e-35	0.0328446627920922	0.0861074964997147	0.723883425171631
ENSG00000126005	MMP24OS	ENSG00000126005|CD4_Naive_stim_40h	Naive	40h	潜在新位点	""	1.05903208988785	0.00624151217278079	0.246609080960095	836	0.0161602366542699	0.163857744191453	0.065897630982725	0.668087210393233	0.0859971777783181	0.114041848800023
ENSG00000108557	RAI1	ENSG00000108557|CD4_Naive_stim_40h	Naive	40h	潜在新位点	""	1.03341057980842	0.0277731507060001	0.403999017657495	558	0.000165395135170773	0.884612166854397	5.54394307818495e-06	0.0295660041859884	0.0856508898813661	0.743388290186816
ENSG00000144741	SLC25A26	ENSG00000144741|CD4_Memory_stim_40h	Memory	40h	潜在新位点	""	1.20125731619515	0.0052497336244417	0.227659180103838	673	0.00879815989912987	0.544233366081075	0.00575705742558905	0.356032779819544	0.0851786367746626	0.19305628451814
ENSG00000139625	MAP3K12	ENSG00000139625|CD4_Naive_stim_40h	Naive	40h	潜在新位点	""	0.958935443012171	0.0180898692808839	0.333303498252969	585	0.00134289808024599	0.902028754622696	1.72187650854314e-05	0.0114807668979013	0.0851303616340711	0.881165171421201
ENSG00000257218	GATC	ENSG00000257218|CD4_Naive_stim_16h	Naive	16h	潜在新位点	""	1.05311832250113	0.0186769560536608	0.337133277801106	632	0.0218551274754923	0.844339651116111	0.00125135673956212	0.0482599728752836	0.0842938917935509	0.635921796804237
ENSG00000260349	""	ENSG00000260349|CD4_Naive_stim_5d	Naive	5d	潜在新位点	""	1.04003439407085	0.0157876117116703	0.319254153389817	853	0.104493934726335	0.790189143053747	0.00247705613864667	0.0186474485396051	0.0841924175416663	0.818674904488221
ENSG00000141560	FN3KRP	ENSG00000141560|CD4_Memory_uns_0h	Memory	0h	潜在新位点	""	0.970686633578414	0.0260186718546876	0.395394859466963	1135	7.21203892304851e-16	0.888146679310289	2.42030943479578e-17	0.0297234467508279	0.0821298739388795	0.734264065049228
ENSG00000159063	ALG8	ENSG00000159063|CD4_Memory_stim_16h	Memory	16h	潜在新位点	""	1.05083358365651	0.0268201633077911	0.398338801213656	997	7.46899577276165e-05	0.888362123206659	2.52680864659438e-06	0.0299722657317401	0.0815883942952257	0.7313366044581
ENSG00000198171	DDRGK1	ENSG00000198171|CD4_Memory_stim_16h	Memory	16h	潜在新位点	""	0.936001068463084	0.0417323743431071	0.445646616108374	914	0.0141581731656084	0.890675314125925	0.00021631415339863	0.0135266651850398	0.0814235333700282	0.857539369154717
ENSG00000164597	COG5	ENSG00000164597|CD4_Naive_stim_16h	Naive	16h	潜在新位点	""	1.05626855504893	0.0159446878055038	0.319254153389817	578	0.0273655023793624	0.87471632169413	0.000515304740068531	0.0163902898832269	0.0810125813032122	0.83172683018908
ENSG00000260349	""	ENSG00000260349|CD4_Memory_stim_16h	Memory	16h	潜在新位点	""	1.02872388700174	0.0279361706853196	0.403999017657495	853	4.84926444792275e-07	0.897936279981592	1.14953086034197e-08	0.0212049568407633	0.0808582667558918	0.792237045886739
ENSG00000160194	NDUFV3	ENSG00000160194|CD4_Naive_stim_16h	Naive	16h	潜在新位点	""	1.02824536823893	0.0416275447568026	0.445646616108374	1065	1.6085035424737e-18	0.897804133245702	3.86667836272776e-20	0.021501600856996	0.0806942658973026	0.789604007090712
ENSG00000107020	PLGRKT	ENSG00000107020|CD4_Naive_stim_40h	Naive	40h	潜在新位点	""	1.0423812887741	0.0381974719853113	0.443675856226323	931	0.00175813240264779	0.890821485689683	5.55261270549805e-05	0.0280550143557848	0.0793098414248304	0.73869462076947
ENSG00000089012	SIRPG	ENSG00000089012|CD4_Memory_stim_40h	Memory	40h	潜在新位点	""	1.06524433056774	0.0154410477823634	0.319254153389817	982	0.00204506368914111	0.899606186460249	4.51032437579589e-05	0.0197619930591513	0.0785416535477004	0.798969888287197
ENSG00000141560	FN3KRP	ENSG00000141560|CD4_Memory_stim_16h	Memory	16h	潜在新位点	""	0.962643345504595	0.0260186718546876	0.395394859466963	1135	5.7763003149007e-11	0.891634887576547	1.93848567645535e-12	0.0298441174408995	0.0785209949228523	0.724596627180886
ENSG00000166275	BORCS7	ENSG00000166275|CD4_Memory_uns_0h	Memory	0h	潜在新位点	""	1.04189665652669	0.0252755515617626	0.395394859466963	956	0.000134059376591811	0.8716530398369	7.70256485548266e-06	0.0500038163143653	0.078201381907288	0.609970445754361
