section	patient	gene	compartment	n_spots	rho	p
mel4_rep2	mel4	SPSB2	bcell	248	0.02976239412035109	0.6409047990327511
mel4_rep2	mel4	SPSB2	myeloid	248	0.04654619252920488	0.4655720028426133
mel4_rep2	mel4	SPSB2	stroma	248	-0.07593361626360452	0.2334638326533429
mel4_rep2	mel4	SPSB2	glycolysis	248	0.02206222618148293	0.7295508170812635
mel4_rep2	mel4	SPSB2	prolif	248	0.06460180020701822	0.3109315486634769
mel4_rep2	mel4	HLA-C	tumor	248	-0.24992850463964528	6.911025901768493e-05
mel4_rep2	mel4	HLA-C	lymphoid	248	0.07804036746368055	0.22071065728643788
mel4_rep2	mel4	HLA-C	bcell	248	0.0701152984994511	0.27135271054480087
mel4_rep2	mel4	HLA-C	myeloid	248	0.21048194756903632	0.0008518590136820048
mel4_rep2	mel4	HLA-C	stroma	248	0.21748160887574783	0.0005627189152993383
mel4_rep2	mel4	HLA-C	glycolysis	248	-0.08143587072695381	0.2012148023662148
mel4_rep2	mel4	HLA-C	prolif	248	-0.04667450688279232	0.46434171323200496
mel4_rep2	mel4	KIAA0040	tumor	248	-0.07701986735633143	0.22682483872990886
mel4_rep2	mel4	KIAA0040	lymphoid	248	-0.11881395358062273	0.061726645767413046
mel4_rep2	mel4	KIAA0040	bcell	248	0.037733307738711835	0.5542301024130906
mel4_rep2	mel4	KIAA0040	myeloid	248	-0.06526436473320092	0.3059847321675447
mel4_rep2	mel4	KIAA0040	stroma	248	0.1254480065639785	0.048452397680305764
mel4_rep2	mel4	KIAA0040	glycolysis	248	-0.03929696591160772	0.5379204160925004
mel4_rep2	mel4	KIAA0040	prolif	248	0.0750547776000181	0.2389344674280079
