gene	set1	set2	set3	set4	mean_lfc	n_pos	consistent
C22orf39	-0.04945844988899352	0.3122573755845104	0.170856963990228	-0.03540352909649941	0.09956309014731136	2	False
KDSR	0.0783209791602786	0.28814269114565133	-0.020162768674573946	0.051849318277398845	0.0995375549771887	3	False
SMPD4	0.019632066224176646	0.17483006710814364	0.04607879567900076	0.1574234327224819	0.09949109043345074	4	True
EMC3-AS1	0.11958547937130501	0.37777574402419833	-0.21887673890683632	0.11938390479184557	0.09946709732012815	3	False
SEC24A	0.20500634891514646	0.16587958631960675	0.06095773682183201	-0.03474442161407394	0.09927481261062783	3	False
CWC25	-0.03024700503661816	0.14235200778422097	0.22535867535212345	0.05948534179299717	0.09923725497318087	3	False
ANAPC5	0.009963948600764197	0.18512483284181694	0.040215777441967825	0.16074884355822947	0.0990133506106946	4	True
UBN1	-0.04386747908305493	0.031623573817811126	0.19991440233594246	0.20837178446488805	0.09901057038389668	3	False
LIPE	0.015315119824615041	0.22960187806538235	0.0077275047169621395	0.14332860017341975	0.09899327569509482	4	True
NETO2	0.13046845768454246	-0.01303611695408882	0.09664242349475087	0.1816717247407815	0.09893662224149649	3	False
DDX46	0.07954444010223827	0.060710139391125066	0.10135257694042599	0.15401186043166587	0.0989047542163638	4	True
PLAA	0.014640909469296054	0.22505196493952684	0.11615433638201533	0.03934353689438025	0.09879768692130463	4	True
KIAA0100	-0.03256593845006	0.21714455106596037	0.10217431172284529	0.10841586039785235	0.0987921961841495	3	False
UBE2A	0.03758081771132061	0.07657181787794436	0.16492327885492966	0.11593137094421886	0.09875182134710338	4	True
RARA	-0.0054336680225438635	0.1436366230792264	0.18893695840231003	0.06725362614052836	0.09859838489988024	3	False
HS3ST3B1	-0.06263810956103497	-0.03062804483587638	0.10387070265668884	0.38359736601299216	0.0985504785681924	2	False
PURB	-0.08045157836133185	0.0924520931711929	0.24057189822429775	0.14128085086455902	0.09846331597467944	3	False
DDX20	-0.04779975720385309	0.12338964262271422	0.13769460819928173	0.17981705007034018	0.09827538592212076	3	False
TPRA1	-0.08146028155887591	0.19631577196202077	0.13927914698788438	0.138401432130181	0.09813401738030256	3	False
SH3GL1	0.04870321902786715	0.14709853993716532	0.13444710498344367	0.06206507492529702	0.09807848471844328	4	True
CIAPIN1	-0.044767813343142636	0.17539116301976054	0.15131843780380985	0.10999953454736615	0.09798533050694848	3	False
TMSB4X	0.10037046913948558	0.029341936080751828	0.2044944253194842	0.057495935059419814	0.09792569139978535	4	True
NUDCD1	0.013887541389373533	0.13925921686649045	0.047501457592902294	0.19071307285294362	0.09784032217542749	4	True
MOB1A	0.09155635623211156	0.053728792324309806	0.18283117246499783	0.0628451895912529	0.09774037765316802	4	True
NRBP1	0.09471214269702018	0.09314313421446896	0.016277512308688773	0.18621071651182453	0.0975858764330006	4	True
POLR2A	0.12052019130032421	0.03673480010962293	0.08867406811209859	0.1443204158443169	0.09756236884159067	4	True
HEXIM1	0.04503096349516176	0.16092602356519548	0.03633979725030423	0.14723610909352622	0.09738322335104692	4	True
WWC2	0.2754980201983504	-0.0914909917347871	0.04441386474278415	0.16046038826123046	0.09722032036689449	3	False
RPUSD4	-0.07195374541843415	0.2914418526363522	0.01798035604468369	0.1508370065954161	0.09707636746450446	3	False
PAFAH1B2	0.09647384278851508	0.20479770262202657	0.06139679283154472	0.025602397094735066	0.09706768383420535	4	True
COPS8	-0.04056066240643976	0.2042847623894314	0.12986894612659508	0.09467487308658748	0.09706697979904355	3	False
NOCT	0.17055881065261103	0.0571328118798004	0.04592704278672676	0.11433699571907582	0.0969889152595535	4	True
ING5	-0.12510574151950482	0.29424958284099706	0.1305910698395363	0.0882132723228705	0.09698704587097477	3	False
CLIC4	0.3786008376277737	0.3159338464762979	-0.177097674315569	-0.13124391732402	0.09654827311612066	2	False
ELAVL1	0.09348144891522922	0.06324488676345581	0.09889480688193619	0.13029969158863494	0.09648020853731404	4	True
RANGAP1	0.08536164480739503	0.15063987892366046	0.04243736917602901	0.10737101351032786	0.09645247660435309	4	True
HLA-C	0.03798192115761222	0.10954965511812043	0.09017237578622861	0.14805588079050963	0.09643995821311772	4	True
MED24	0.002513148758624725	0.2670150448321707	0.0922880203426562	0.023927397975825066	0.09643590297731917	4	True
SLC38A2	0.1886052666434615	0.19916836218563486	-0.035811002428967356	0.033496295151752495	0.09636473038797039	3	False
ARFGAP1	-0.01275296947705352	0.2490968383385949	0.1305625888950171	0.018387238604022332	0.09632342409014522	3	False
GLUD1	0.05464251326138377	0.1521252440438847	0.08436891501970785	0.09390863368443401	0.09626132650235258	4	True
C1GALT1C1	-0.08102072717663403	0.15461227173673944	0.13650462133694846	0.17404545088922008	0.09603540419656849	3	False
CASP2	0.2597585312851161	0.10594427079965306	-0.04987792015313621	0.06829059792425261	0.0960288699639714	3	False
GORASP2	0.04667925813444525	0.13956541924713564	0.10359856476258814	0.09405195770684138	0.0959737999627526	4	True
PTPN22	0.26970912813531156	0.14662189626159972	-0.06862389761292267	0.03586971128286933	0.09589420951671448	3	False
SNRNP40	0.018433376682264767	0.13135276238293342	0.1781018823808602	0.05548451954865256	0.09584313524867774	4	True
COA8	-0.0019348511998553014	0.361853583014277	0.10808489147477947	-0.08481340470929102	0.09579755464497752	2	False
INPP4B	0.129763695690745	0.19248092892671786	-0.0013007053322861505	0.06215694817115745	0.09577521686408354	3	False
TTC1	0.11679098555556476	0.13465636728317482	0.0658929126816713	0.06571215491791309	0.095763105109581	4	True
KHDRBS1	0.008235665084001897	0.12429465592660852	0.14042810901292727	0.10998545703882497	0.09573597176559066	4	True
TPCN1	0.21835994169521236	0.22101043460420308	0.014602004875472453	-0.07134913538085927	0.09565581144850716	3	False
YARS1	0.06841209980449434	0.2574139261985801	0.021581373832534726	0.035189378376498597	0.09564919455302694	4	True
DHX15	0.07189969676789337	0.12807732879111378	0.02777080382572425	0.15463736550456622	0.0955962987223244	4	True
STX6	0.13484506846573172	0.169942657161001	0.03718428869952011	0.04026761182402507	0.09555990653756948	4	True
CNIH1	0.018991768353858043	0.218969936084195	0.06118200416678512	0.0830494593068737	0.09554829197792795	4	True
BLOC1S6	0.03285260900282106	0.19533404256785955	-0.0008764131842456376	0.15474041278316586	0.0955126627924002	3	False
FNIP2	0.21193016398987685	0.24372477797607134	-0.06824961447067703	-0.005766418649889784	0.09540972721134534	2	False
ANKRD40	-0.021057982048885603	0.22045457367429802	0.058523793367487115	0.12346027955649441	0.09534516613734849	3	False
CLK2	0.061144427130504976	0.1059045925090007	0.11602787783671349	0.09811326807936727	0.09529754138889661	4	True
HMGB2	0.284959967231517	0.09162178472738698	0.02782992475888961	-0.02365282670838985	0.09518971250235093	3	False
SPG21	0.02330968167530639	0.1591604994571144	0.12288823995332634	0.07499637074237682	0.095088697957031	4	True
PTS	0.04201955432534067	0.19643143365132046	0.10826249181000244	0.033003246072664014	0.0949291814648319	4	True
NAT9	0.0507737638936313	0.23745939706729452	0.12376607793902478	-0.03253994848539262	0.0948648226036395	3	False
TNFRSF10B	0.2565816487130269	0.14945843928702973	-0.04360032210862703	0.016555861044600474	0.09474890673400753	3	False
CEBPZOS	-0.07146417144946572	0.11456414002010439	0.13483633591944028	0.20100482143540213	0.09473528148137027	3	False
MAPK1IP1L	0.010047533383810361	0.15220929463079266	0.11799318580149859	0.09853701577361083	0.09469675739742811	4	True
AMMECR1L	0.08637210344274066	0.1400488661437559	0.03508950380185442	0.11717766092568815	0.09467203357850978	4	True
BICD2	-0.10060518454796748	0.04990171768264256	0.20175524523157698	0.22722332831073466	0.09456877666924668	3	False
TMEM167B	0.04748432139578296	0.24113967393492336	-0.018016724992630455	0.10747037259348441	0.09451941073289007	3	False
DNAJA4	0.019681990126699727	0.21838274039068722	0.10220700251994018	0.03776492038219851	0.09450916335488141	4	True
KDM1A	0.038649037394630686	0.2182400183183077	-0.021232157578855344	0.14184065303519774	0.0943743877923202	3	False
PCGF6	0.02920975476312058	0.23599642840795054	0.09502491109625269	0.016592758547311362	0.09420596320365879	4	True
TRIM11	0.21364253624747193	0.10786348667352129	-0.09009255665390886	0.14403942420610524	0.09386322261829741	3	False
ISCA1	0.17902778215935566	0.2073575554274155	0.09585650908151548	-0.10727804120284135	0.09374095136636133	3	False
EIF2AK1	0.006545573994130651	0.23219232700833675	0.008072728097384302	0.12719172665418826	0.09350058893850999	4	True
SLC35F2	0.04024013312359901	0.14736306063924767	0.05743665218684008	0.12858953137621745	0.09340734433147604	4	True
EHMT2	0.18968879055394228	0.06638704406003496	0.019320127593962646	0.0977501242141121	0.09328652160551298	4	True
TAF1C	-0.10453488223284285	0.05388018361938603	0.305530539855611	0.11812347132890837	0.09324982814276564	3	False
LZIC	-0.18405903274042765	0.16495050460806204	0.15913963333314868	0.23263891142367327	0.09316750415611408	3	False
ERI1	0.08162359771565926	0.16954805201513337	-0.05824842544211354	0.17950549787354267	0.09310718054055545	3	False
LARS1	0.07335872786971781	0.22578572193551447	0.0064047874531831936	0.06686665842871083	0.09310397392178156	4	True
HOOK1	-0.013319471246021659	0.26101932336917727	0.004326251850669407	0.12036330373818738	0.0930973519280031	3	False
MRPS31	0.07101320836659401	0.11216072539164015	0.08746484334823558	0.1014893696067088	0.09303203667829463	4	True
DIABLO	0.050816081858325375	0.14472109163651192	0.04941700192509996	0.12708340769240362	0.09300939577808522	4	True
CSNK2A1	-0.03307786794418021	0.17395694565749031	0.11799758759438489	0.11305032535458441	0.09298174766556985	3	False
SHMT1	0.014134277890556162	0.23186798607760528	0.033997623027503344	0.09174052505955492	0.09293510301380493	4	True
CDIP1	0.09630658011695255	0.14967247664891953	0.0035362894537797804	0.12185779598310299	0.09284328555068871	4	True
TAPBPL	-0.03755299386316545	0.20775138434356338	0.05464760843352695	0.14644622334118923	0.09282305556377853	3	False
RBM25	0.011868535729329364	0.2022026279878844	0.0897179232337573	0.06711049526559892	0.0927248955541425	4	True
ACAD9	0.03737409308374933	0.2759080170775064	-0.034226351185980074	0.09161650754339423	0.09266806662966748	3	False
CBX1	0.11009542051620319	0.07095408731751433	0.22414982744427625	-0.03475507723679548	0.09261106451029957	3	False
CDC5L	0.13773177018194824	-0.007298558008947283	0.0928934789549254	0.1470363750167732	0.09259076653617489	3	False
GYS1	0.17522388118861676	0.24608254189176942	-0.30778005411131254	0.2567905475337784	0.09257922912571301	3	False
GATC	-0.0754325450440494	0.19622811260504777	0.03073938587162231	0.21833547797134403	0.09246760785099117	3	False
SND1-IT1	0.15635889502818626	0.08901871064655999	0.18744167795405908	-0.06299790081499965	0.09245534570345143	3	False
MTDH	0.0012862997551454085	0.22219463351221302	0.052967675275559734	0.09330537852408204	0.09243849676675006	4	True
TMBIM6	-0.02456175040615512	0.3178985287758119	0.005818455054350446	0.070564608273265	0.09242996042431806	3	False
RTF2	0.06938760234797645	0.0009146787431636889	0.1524311586294973	0.14687109673813972	0.09240113411469428	4	True
RNF167	0.021204463947306882	0.11821359398936856	0.03381936903703931	0.1963275989202215	0.09239125647348406	4	True
EIF1AY	0.11795677516479616	0.18338581689797323	0.07711607128786743	-0.00982958789326721	0.0921572688643424	3	False
SELL	0.15257962861119378	0.12548507372170523	-0.0545008108418451	0.14475477344409501	0.09207966623378724	3	False
SPDL1	-0.05319576853353401	0.32350912167076756	-0.08881675625395904	0.18640204734733368	0.09197466105765204	2	False
SYAP1	-0.04075676965964183	0.14966263189005716	0.09725340538637978	0.1616738473145242	0.09195827873282983	3	False
RCN2	0.013034822047762448	0.20816603739041137	0.034824278236375066	0.11131888665094561	0.09183600608137363	4	True
MKKS	0.053135523393902234	0.10628625314699616	0.1131607389899908	0.0946551845467381	0.09180942501940682	4	True
RBMXL1	0.14699712470397713	-0.05266055247753849	0.20202645278055467	0.07087284675985553	0.0918089679417122	3	False
SPTY2D1	0.15112803735896624	-0.0285478666169962	0.1874521471607774	0.057154104539837755	0.0917966056106463	3	False
CHSY1	0.1347296141038988	0.17865792734724592	0.012731406640712609	0.040994222462077484	0.0917782926384837	4	True
LIG3	0.028447004440700863	0.16474089075136522	0.12635549356320036	0.04741390227931202	0.09173932275864462	4	True
OPA3	0.17539256382389115	0.009213024466125453	0.1612518565512171	0.021084383073604347	0.09173545697870951	4	True
CDK5RAP1	0.10751457759022685	0.08876002819184117	0.06580624812343128	0.10432894609914195	0.09160245000116031	4	True
COX19	-0.0033967318451917595	0.20119609091225485	0.09362617427277842	0.07425357907200382	0.09141977810296133	3	False
ZFP91	-0.07467848892682534	0.2444331296525331	0.07377909617779292	0.12192752589406729	0.091365315699392	3	False
SNW1	-0.04726125960016036	0.12845196890746588	0.11133932977977372	0.17257245290429293	0.09127562299784303	3	False
ELL2	0.07270545123997962	0.07960672369529549	0.16672279285377228	0.046049739023301985	0.09127117670308735	4	True
ACTN4	0.08770840675868173	-0.024092721903113047	0.22981583187969476	0.07152157970204001	0.09123827410932586	3	False
TRIT1	0.07635165572607462	0.18252446306541834	0.09852882601174928	0.007188527681334432	0.09114836812114417	4	True
ACTR6	0.20884324278346317	0.11362682252360122	-0.10306756669234396	0.1451256504448046	0.09113203726488125	3	False
LCP1	0.03982706179485784	0.041342956500790604	0.09361818944505258	0.18939140844735747	0.09104490404701462	4	True
SERPINE2	0.06499437557883812	0.6402296886613918	-0.1667227667004961	-0.1751655681613432	0.09083393234459766	2	False
TNPO1	0.07579039718235135	0.07140275828499601	0.07792014848461566	0.13815156353166094	0.09081621687090599	4	True
COPS2	-0.0026250267405318528	0.0956751177440219	0.12076474195491105	0.1493463061990006	0.09079028478935042	3	False
ZNF639	0.04428668114959692	0.11486213912516571	0.07087077187231608	0.1329153644177006	0.09073373914119483	4	True
UBFD1	-0.0670899200481345	0.27848121303888157	0.1350542292654378	0.016105797813761695	0.09063783001748664	3	False
SPTSSA	0.07219009789172422	0.1371357722569449	0.05776981616453265	0.09545400212963476	0.09063742211070913	4	True
CYBA	0.013762958140695919	0.05353680436453433	0.0852477609250718	0.2099517613296273	0.09062482118998233	4	True
CSNK1G2	0.00449528964208729	0.10190067618995496	0.07260162714663523	0.18342116524348584	0.09060468955554082	4	True
SLC25A44	0.17423813678992078	0.18827103130115874	-0.05355268605871302	0.05342956337122614	0.09059651135089815	3	False
SLC39A7	-0.04756222116376975	0.32644139035804715	0.014188592180855247	0.06918429749113154	0.09056301471656605	3	False
ZNF428	-0.13673352845719097	0.23152057128055697	0.29212370647655783	-0.025195987650591955	0.09042869041233298	2	False
DENND1C	0.1886275777445025	0.30535375669612935	-0.0935161124335704	-0.03883379154530091	0.09040785761544014	2	False
ILF3-DT	0.056363070317381525	0.11087218975053614	0.0461265524383176	0.14825744314659475	0.09040481391320751	4	True
SZRD1	0.031645423255259625	0.08257453300872376	0.19691904730826923	0.05015898993592084	0.09032449837704336	4	True
ZNF692	0.17997876381437955	0.2753258151859428	-0.10691484790225518	0.012691795382402789	0.09027038162011748	3	False
NCAPD3	-0.059944572946487286	0.22888489613269397	0.030090890338431736	0.16204803373513826	0.09026981181494417	3	False
AAR2	0.10642989767737826	0.10786942020479812	-0.046429794855047626	0.19314665841156045	0.0902540453596723	3	False
SOCS3	0.003463278131873573	0.3608099991136745	0.07954483163333712	-0.08317142293140922	0.09016167148686899	3	False
TM2D3	0.08655945599193371	0.12485431245884826	0.013098494186256271	0.1359531219202347	0.09011634613931824	4	True
SCCPDH	-0.020937725482749105	0.247537714291163	0.0359483386266071	0.09759094837663568	0.09003481895291417	3	False
CARNMT1	-0.012674039024549296	0.10971065329389929	0.1323826298960709	0.13035985610237924	0.08994477506695003	3	False
DNA2	-0.06258424204717616	0.106642001651638	0.10676118728889242	0.20885267047104292	0.08991790434109928	3	False
BPNT1	0.0912861652748939	-0.09659404760732306	0.19939375884398364	0.16448465790298764	0.08964263360363553	3	False
DCTD	-0.12166941227076392	0.18225417579010716	0.10547709005124387	0.19223119450820841	0.08957326201969888	3	False
RIF1	0.005651941945142616	0.11165332312323985	0.06094236264279183	0.1787591279584941	0.0892516889174171	4	True
ERCC3	0.062239644953038964	0.1197905617236315	0.04121913677091597	0.1337475976024118	0.08924923526249956	4	True
PPP2CA	0.07579350348997081	0.11729468873529829	0.05035376538878584	0.11326937882047106	0.0891778341086315	4	True
RPA3	0.11028909856588089	0.22710780621411716	0.06332873764798487	-0.0440175068656258	0.08917703389058929	3	False
ENTR1	0.027906955274713503	0.16962222285888992	0.08748030299343237	0.07138524316318455	0.0890986810725551	4	True
HARS1	-0.03693559675931304	0.10479179238452771	0.14165491671157482	0.14671343895934358	0.08905613782403327	3	False
PGM2	0.2702455544566056	0.05586761367977229	-0.08712771809474443	0.1168864986985203	0.08896798718503843	3	False
FARP2	-0.01850845822292575	0.10150953396603837	0.1809896528692417	0.09187474717826694	0.08896636894765532	3	False
DEGS1	0.13289167937372512	0.05909041063610719	0.10240597611082561	0.06135402848731012	0.08893552365199202	4	True
SPRTN	0.2043437675903147	0.019851938084180513	0.07382808904606143	0.05717503706711321	0.08879970794691745	4	True
PRKAR1B	-0.16395503819352525	0.338054834617338	0.12011066253864858	0.06082646571528444	0.08875923116943644	3	False
NUDT3	0.07474621526070024	0.02457080499774958	0.08667063439267234	0.1690442992228197	0.08875798846848545	4	True
PKD1P6-NPIPP1	0.042016949036965616	0.14108884341654546	0.08723978599267479	0.08393589937889404	0.08857036945626998	4	True
XPOT	0.005118063743321315	0.27664820665530504	0.011318739145575784	0.06091739682483875	0.08850060159226023	4	True
RN7SL1	-0.11689486272825333	0.32556407203793386	0.06357196677557743	0.08086891710566926	0.08827752329773181	3	False
SELENOT	0.023827846468780632	0.09651391082158253	0.07541638583681548	0.1564732597424534	0.08805785071740801	4	True
PVT1	0.047579944466898616	0.2220914475240514	0.05187521165249276	0.028586621262473026	0.08753330622647895	4	True
RBM7	0.020976243683521332	0.21480721442344927	0.12627438950145245	-0.01224493448100135	0.08745322828185544	3	False
POLR3E	0.01542402932928747	0.14440560332224858	0.0029971273520734694	0.18679372513229658	0.08740512128397653	4	True
SSR1	0.06064177913168481	0.15771262717083714	0.09271348262402854	0.037673558641268715	0.08718536189195479	4	True
TUT1	0.09641120973881351	0.1987975376856604	0.004002237150814383	0.04920462396358899	0.08710390213471932	4	True
ECD	0.0924213135108473	0.1701979574673871	0.04829645024918284	0.03695355138018028	0.08696731815189937	4	True
SEC11C	-0.0046444200061538125	0.1916959810171614	0.092541130018612	0.06794466674192257	0.08688433944288554	3	False
SH2B3	0.16873927011729292	0.2672648440435616	-0.01190853815452818	-0.07692813687592841	0.08679185978259947	2	False
HDAC7	0.3384957123903165	0.14100668701067015	-0.09585626763673344	-0.03682072246819595	0.08670635232401432	2	False
PEX3	0.21175270195604723	0.16930049934404462	-0.07838052984358079	0.044033722559361985	0.08667659850396826	3	False
PINX1	0.038700672462509016	0.18763283729072774	-0.01505055052304319	0.1352911416825111	0.08664352522817617	3	False
SEC62	0.028468644605925974	0.18849805095643699	0.0463733629463888	0.08300780827370846	0.08658696669561505	4	True
POLL	0.08778012918425056	0.1075752767751274	-0.04917579397800639	0.2001153555897859	0.08657374189278937	3	False
RAB14	0.040387548236732934	0.07927467603949492	0.11069438768077826	0.11542737190932889	0.08644599596658376	4	True
CAPZA1	0.14800408990927827	0.07372308737554704	0.05877378123443997	0.0650998608114188	0.08640020483267102	4	True
QARS1	0.05738875485570902	-0.08710429967384471	0.27195946988242814	0.10224710599653575	0.08612275776520704	3	False
NAF1	0.02281863553928745	0.1196174486703514	0.06778211118023728	0.1341694898400977	0.08609692130749345	4	True
SOCS4	0.10824140871617566	0.1335024418281231	0.01835303446068007	0.08373605406601917	0.0859582347677495	4	True
LCK	0.0718986073565229	0.10170768761609053	0.07334781005986589	0.09682549668068341	0.08594490042829069	4	True
PSMD1	-0.026764147759346928	0.1327307689540316	0.12302484596576432	0.11447703022046539	0.0858671243452286	3	False
HACD3	0.048510837307904585	0.14842818438602573	0.040052569703337024	0.10634279599220757	0.08583359684736873	4	True
ADSS2	0.12674224321073804	0.08130367720542857	0.04463033614900446	0.09053968039351652	0.0858039842396719	4	True
TAP1	-0.10858349656682781	0.21846608833210718	0.03354031363358783	0.19978930989083543	0.08580305382242566	3	False
POM121	-0.0003615345554427404	0.22948499505698713	0.018514218962777003	0.09514638294506782	0.0856960156023473	3	False
IFRD1	0.10454172129805092	0.16275634778462297	0.07506749914225086	-0.00023417351034547287	0.08553284867864482	3	False
ETV3	0.2516777987274344	0.057939006324364425	0.11816091623620818	-0.08628768653849771	0.08537250868737732	3	False
HSPA13	0.01126061378120643	0.35436741926730014	-0.028735266357847566	0.004145116101374751	0.08525947069800843	3	False
TFB2M	-0.021630719007831287	0.04277546879973121	0.21893568208790395	0.09999215551022055	0.08501814684750611	3	False
PIGM	-0.026048879280278554	0.019603476193659486	0.10051940482478368	0.24582134587340715	0.08497383690289294	3	False
POLG2	-0.006401628503289188	0.22801221265287203	0.08852899301954077	0.02917515065799124	0.08482868195677871	3	False
IGHMBP2	0.04123753605077997	0.10339919099095636	0.03245213440195882	0.16191831954563624	0.08475179524733284	4	True
EEF1AKMT1	0.03852791112754009	0.21816938218893325	-0.06635896045562618	0.14828553578358392	0.08465596716110776	3	False
PPP1R11	0.1085386609812754	0.16732133670523724	0.01878447948835714	0.04365990489393121	0.08457609551720026	4	True
ACAT1	0.06873219229176303	0.15174538417173472	0.009374804569164527	0.10756375654639302	0.08435403439476383	4	True
GOLGA8A	0.1661666004231795	0.014495021689337853	0.08161466557409162	0.07463367039161171	0.08422748951955518	4	True
COPZ1	0.023658427791695327	0.2043185557966249	0.13415389285985097	-0.025270215997322286	0.08421516511271224	3	False
SDF2	0.01599094566655701	0.18092333296852903	-0.055185036416287504	0.19507119235250253	0.08420010864282526	3	False
DPH7	-0.05611114617726311	0.17568405232826656	0.25615781724717446	-0.03949262655496569	0.08405952421080307	2	False
POLG	-0.0016622303045087626	0.11362682252360122	0.05021212972232747	0.17391125448699835	0.08402199410710456	3	False
DDX23	0.01917711483968759	0.10557740981793043	0.04044819131248647	0.17051378649219295	0.08392912561557436	4	True
SRP19	0.05750077600124695	0.19398163707317995	0.05054420660592848	0.03363478278808348	0.08391535061710971	4	True
GSK3A	-0.04642130732751635	0.18766603338394328	0.2248319109383731	-0.03042685656793359	0.08391244510671661	2	False
RUNDC1	0.04263372399932653	0.13078130909876465	-0.06446376290430245	0.2264010821363498	0.08383808808253462	3	False
NRBF2	0.18295614199898155	0.18266418996478628	0.0800045940493018	-0.11049587548460707	0.08378226263211566	3	False
TMEM214	-0.01923973434926566	0.11229235575175321	0.02910417875034286	0.21295577659580078	0.08377814418715779	3	False
KYAT1	0.10805083998407154	0.18740434100041178	0.021210740028183184	0.01802953545650275	0.08367386411729232	4	True
AP3S1	0.20575233777412394	0.11342652809785873	-0.030225192899995784	0.04514886457244567	0.08352563438610815	3	False
ZBTB7A	0.016905296524556974	0.06706659195476253	0.10811883512134511	0.14154197515980685	0.08340817469011785	4	True
JAML	0.14425005147682154	0.2809601894050199	-0.11270104066817382	0.020728714171764584	0.08330947859635805	3	False
TVP23B	0.003895107180524152	0.09577612727426751	0.16580615169259455	0.06691372342228553	0.08309777739241793	4	True
CHCHD6	-0.0018320156044037664	0.24134492163840382	0.02167742469824022	0.07113583909314004	0.08308154245634508	3	False
STK25	-0.049465962672210366	0.20694198387416282	0.19451783517916735	-0.02018447783255263	0.0829523446371418	2	False
EIF2B3	-0.0502164985526038	0.2272109620099517	0.1325894852335461	0.02207427381858773	0.08291455562737043	3	False
STAT6	0.05443962603658191	0.253853414006576	-0.01943092250036584	0.0427508431897741	0.08290324018314156	3	False
HAUS6	0.021416531363855573	0.11321947820983747	0.06486605508761487	0.13129107000814316	0.08269828366736276	4	True
MBIP	0.08774291803864749	0.05478524094653124	0.1823212395680562	0.0055528022592233415	0.08260055020311456	4	True
ZGRF1	-0.035813625222584126	0.3757887027787085	-0.09901075135819548	0.08911543293820366	0.08251993978403314	2	False
ARMH1	0.05832300683874986	0.18157081687180482	-0.04867383796662186	0.1385578415448486	0.08244445682219535	3	False
DDX10	-0.0773642734069734	0.18930800432456799	0.06695287309115705	0.15067049241379826	0.08239177410563747	3	False
FASTKD2	0.014329335428453214	0.16802099845308593	0.10265065952718555	0.04450384609606841	0.08237620987619827	4	True
ANXA11	0.21037088112011915	0.1175173981091481	0.10104107652288281	-0.09959104567281545	0.08233457751983364	3	False
PPIL3	0.16316925824284237	0.17117916487506465	0.005843242685636067	-0.011554803093794029	0.08215921567743727	3	False
PPME1	0.23811481481644553	0.15621734683329672	-0.024114893639857277	-0.04169286175282583	0.08213110156426479	2	False
IVD	0.04455554527068288	0.1724826483517988	0.05425011392196528	0.05671581708314958	0.08200103115689913	4	True
UBE2J2	-0.13037418417379973	0.20274987150019053	0.15950439969949853	0.09532788091529744	0.0818019919852967	3	False
ZNF202	0.17725770622471396	-0.05053245021509786	0.07763936493154654	0.12202669929987249	0.08159783006025878	3	False
CYTOR	0.005184705932423415	0.20031769747864928	0.03797888429022003	0.08159910954501844	0.08127009931157779	4	True
CCDC25	0.10207057208414567	0.040612232374581676	0.08177543688878144	0.1006028170691668	0.0812652646041689	4	True
RNF19A	0.22663381857296125	0.14732625477386505	-0.05511362135733257	0.005800493461504666	0.0811617363627496	3	False
GNAI3	0.12939009266058676	0.004730452059260086	0.017554565236716575	0.17289063197785257	0.081141435483604	4	True
RABGGTB	0.1036003263284271	0.20063875533168046	0.007075755096477535	0.013023812106143508	0.08108466221568214	4	True
SPRED2	0.1753240588285419	0.20865834793163507	-0.07523690353227125	0.015192787383433572	0.08098457265283482	3	False
ZNRF3	-0.06966853293799424	0.3036200585850583	0.07722949293867411	0.011063001606612506	0.08056100504808766	3	False
EHD4	0.1557662937871133	-0.029862525555289985	0.07671239123758862	0.11960144352433505	0.08055440074843674	3	False
DEDD	0.15730235534843448	0.20651362210404742	0.12336150672003829	-0.16516675050592192	0.08050268341664957	3	False
GPATCH1	0.10740026024302159	0.08220282185939165	0.1590884739394348	-0.026883377137657243	0.08045204472604768	3	False
TSPYL1	0.13739606282045816	0.03259869774709977	0.13470042060174575	0.015198586325709706	0.07997344187375334	4	True
TWF1	0.14175345010164203	-0.1639594436324166	0.18777927530906766	0.15361349319678344	0.07979669374376913	3	False
PSMA1	0.09297866762725267	0.08033754395957413	0.05494025089975025	0.09079204689641278	0.07976212734574746	4	True
TGIF1	-0.08041348561880537	0.22623376253072175	0.0814348830454701	0.0916720158320861	0.07973179394736815	3	False
LAT	-0.0735731316030716	0.2700667719634561	-0.02143439997213526	0.14378381562131148	0.07971076400239017	2	False
ARHGEF2	0.09006905433991676	-0.021862944506640707	0.13944901848800684	0.11112358784724231	0.0796946790421313	3	False
TMEM177	-0.06353654572537068	-0.048029352292715655	0.2967671298039403	0.13339889143773706	0.07965003080589776	2	False
MAN2B1	0.048319182641385496	0.1927066864137332	0.10360128223432125	-0.026086287128538752	0.07963521604022529	3	False
C16orf70	0.07500779880379582	0.05739618921960981	-0.004137458668037631	0.18956931102219965	0.0794589600943919	3	False
UBE2V2	0.12800966603785763	0.08782073774373435	0.0319388288752289	0.07002458945647282	0.07944845552832341	4	True
LMAN1	0.07076880840796901	0.1819518922423289	-0.0016531945166085387	0.0661623164918011	0.07930745565637262	3	False
RAD18	0.13548218433616813	0.07162096627839577	0.07123001756698048	0.0388693160279846	0.07930062105238225	4	True
TESC	0.06891138597753992	0.014902309163531387	0.025711720725007367	0.20760114795577544	0.07928164095546353	4	True
RTCB	0.08705952892148147	0.11656632130470014	0.07418875469988634	0.0388693160279846	0.07917098023851314	4	True
EIF3H	0.01730460925140331	0.15884868953217485	0.06292116539786742	0.07712167894890082	0.0790490357825866	4	True
SNHG30	0.13788858315588118	0.19590689797744398	-0.12200676308177663	0.10385643391156016	0.07891128799077717	3	False
