gene	fraction_expressed	percent_expressed
ZFYVE19	0.10981308411215	10.981308411215
SMC2	0.100467289719626	10.0467289719626
SPSB2	0.0502336448598131	5.02336448598131
TPI1	0.606308411214953	60.6308411214953
HLA-C	0.998831775700935	99.8831775700935
KIAA0040	0.203271028037383	20.3271028037383
