phenocode	phenotype	category	num_cases	num_controls	path_bucket	path_https
H7_RETINASEPAR	Separation of retinal layers (serosa)	VII Diseases of the eye and adnexa (H7_)	1581	451733	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_RETINASEPAR.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_RETINASEPAR.gz
H7_RETINAVASC	Retinal vascular disorders	VII Diseases of the eye and adnexa (H7_)	5054	451733	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_RETINAVASC.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_RETINAVASC.gz
H7_RETINOCHISISCYST	Retinoschisis and retinal cysts	VII Diseases of the eye and adnexa (H7_)	841	451733	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_RETINOCHISISCYST.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_RETINOCHISISCYST.gz
H7_RETINODISINOTH	Other retinal disorders in diseases classified elsewhere	VII Diseases of the eye and adnexa (H7_)	75	451733	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_RETINODISINOTH.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_RETINODISINOTH.gz
H7_RETIVASCOCCLUSION	Retinal vascular occlusion	VII Diseases of the eye and adnexa (H7_)	4922	451733	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_RETIVASCOCCLUSION.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_RETIVASCOCCLUSION.gz
H7_RETROBULBNEURINOTH	Retrobulbar neuritis in diseases classified elsewhere	VII Diseases of the eye and adnexa (H7_)	129	496274	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_RETROBULBNEURINOTH.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_RETROBULBNEURINOTH.gz
H7_SCLERACORNEA	Disorders of sclera, cornea, iris and ciliary body	VII Diseases of the eye and adnexa (H7_)	28867	471319	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_SCLERACORNEA.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_SCLERACORNEA.gz
H7_SCLERITIS	Scleritis	VII Diseases of the eye and adnexa (H7_)	474	471319	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_SCLERITIS.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_SCLERITIS.gz
H7_SEVVISIMPBINOC	Severe visual impairment, binocular	VII Diseases of the eye and adnexa (H7_)	187	473513	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_SEVVISIMPBINOC.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_SEVVISIMPBINOC.gz
H7_SEVVISIMPMONOC	Severe visual impairment, monocular	VII Diseases of the eye and adnexa (H7_)	335	473513	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_SEVVISIMPMONOC.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_SEVVISIMPMONOC.gz
H7_STENOLACRI	Stenosis and insufficiency of lacrimal passages	VII Diseases of the eye and adnexa (H7_)	3871	450224	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_STENOLACRI.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_STENOLACRI.gz
H7_STRABMECH	Mechanical strabismus	VII Diseases of the eye and adnexa (H7_)	88	475520	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_STRABMECH.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_STRABMECH.gz
H7_STRABNAS	Other specified and unspecified strabismus	VII Diseases of the eye and adnexa (H7_)	436	475520	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_STRABNAS.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_STRABNAS.gz
H7_STRABOTH	Other strabismus	VII Diseases of the eye and adnexa (H7_)	10322	475520	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_STRABOTH.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_STRABOTH.gz
H7_VASCCILIARY	Hyphaema and other vascular disorders of iris and ciliary body	VII Diseases of the eye and adnexa (H7_)	730	471319	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_VASCCILIARY.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_VASCCILIARY.gz
H7_VERTISTRAB	Vertical strabismus	VII Diseases of the eye and adnexa (H7_)	1278	475520	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_VERTISTRAB.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_VERTISTRAB.gz
H7_VISDISTNAS	Other and unspecified visual disturbances	VII Diseases of the eye and adnexa (H7_)	4192	473513	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_VISDISTNAS.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_VISDISTNAS.gz
H7_VISFIELDDEF	Visual field defects	VII Diseases of the eye and adnexa (H7_)	3412	473513	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_VISFIELDDEF.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_VISFIELDDEF.gz
H7_VISIMPBILATERAL	Blindness or visual impairment, binocular	VII Diseases of the eye and adnexa (H7_)	166	473513	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_VISIMPBILATERAL.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_VISIMPBILATERAL.gz
H7_VISUALPATHNAS	Disorder of visual pathways, unspecified	VII Diseases of the eye and adnexa (H7_)	61	496274	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_VISUALPATHNAS.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_VISUALPATHNAS.gz
H7_VISUDISTURB	Visual disturbances	VII Diseases of the eye and adnexa (H7_)	24510	473513	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_VISUDISTURB.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_VISUDISTURB.gz
H7_VISUDISTURBSUB	Subjective visual disturbances	VII Diseases of the eye and adnexa (H7_)	11644	473513	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_VISUDISTURBSUB.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_VISUDISTURBSUB.gz
H7_VITRBODYGLOBE	Disorders of vitreous body	VII Diseases of the eye and adnexa (H7_)	23565	475835	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_VITRBODYGLOBE.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_VITRBODYGLOBE.gz
H7_VITRCRYSTAL	Crystalline deposits in vitreous body	VII Diseases of the eye and adnexa (H7_)	308	475835	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_VITRCRYSTAL.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_VITRCRYSTAL.gz
H7_VITROPACIT	Other vitreous opacities	VII Diseases of the eye and adnexa (H7_)	1474	475835	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_VITROPACIT.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_VITROPACIT.gz
H7_VITROTH	Other and unspecified disorders of vitreous body	VII Diseases of the eye and adnexa (H7_)	18978	475835	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_VITROTH.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_VITROTH.gz
H7_VITRPROLAPSE	Vitreous prolapse	VII Diseases of the eye and adnexa (H7_)	91	475835	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_VITRPROLAPSE.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_VITRPROLAPSE.gz
H7_XANTHELASMA	Xanthelasma of eyelid	VII Diseases of the eye and adnexa (H7_)	308	450224	gs://finngen-public-data-r13/summary_stats/finngen_R13_H7_XANTHELASMA.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H7_XANTHELASMA.gz
H8_ABNAUDPER	Other abnormal auditory perceptions	VIII Diseases of the ear and mastoid process (H8_)	406	432132	gs://finngen-public-data-r13/summary_stats/finngen_R13_H8_ABNAUDPER.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H8_ABNAUDPER.gz
H8_ACOUSNERVDIS	Disorders of acoustic nerve	VIII Diseases of the ear and mastoid process (H8_)	990	432132	gs://finngen-public-data-r13/summary_stats/finngen_R13_H8_ACOUSNERVDIS.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H8_ACOUSNERVDIS.gz
H8_BPV	Benign paroxysmal vertigo	VIII Diseases of the ear and mastoid process (H8_)	13129	473015	gs://finngen-public-data-r13/summary_stats/finngen_R13_H8_BPV.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H8_BPV.gz
H8_CERUMEN	Impacted cerumen	VIII Diseases of the ear and mastoid process (H8_)	3996	484002	gs://finngen-public-data-r13/summary_stats/finngen_R13_H8_CERUMEN.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H8_CERUMEN.gz
H8_CHOLEASTOMA	Cholesteatoma of middle ear	VIII Diseases of the ear and mastoid process (H8_)	1944	464237	gs://finngen-public-data-r13/summary_stats/finngen_R13_H8_CHOLEASTOMA.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H8_CHOLEASTOMA.gz
H8_CHRON_SUPOTITIS	Chronic suppurative otitis media	VIII Diseases of the ear and mastoid process (H8_)	2767	464237	gs://finngen-public-data-r13/summary_stats/finngen_R13_H8_CHRON_SUPOTITIS.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H8_CHRON_SUPOTITIS.gz
H8_DEGVASCEAR	Degenerative and vascular disorders of ear	VIII Diseases of the ear and mastoid process (H8_)	50	432132	gs://finngen-public-data-r13/summary_stats/finngen_R13_H8_DEGVASCEAR.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H8_DEGVASCEAR.gz
H8_DISCON	Discontinuity and dislocation of ear ossicles	VIII Diseases of the ear and mastoid process (H8_)	190	464237	gs://finngen-public-data-r13/summary_stats/finngen_R13_H8_DISCON.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H8_DISCON.gz
H8_EARNAS	Other specified/unspecified disorders of ear	VIII Diseases of the ear and mastoid process (H8_)	106	432132	gs://finngen-public-data-r13/summary_stats/finngen_R13_H8_EARNAS.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H8_EARNAS.gz
H8_EUSTNAS	Other disorders of Eustachian tube	VIII Diseases of the ear and mastoid process (H8_)	1095	464237	gs://finngen-public-data-r13/summary_stats/finngen_R13_H8_EUSTNAS.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H8_EUSTNAS.gz
H8_EUSTSALP	Eustachian salpingitis and obstruction	VIII Diseases of the ear and mastoid process (H8_)	3432	464237	gs://finngen-public-data-r13/summary_stats/finngen_R13_H8_EUSTSALP.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H8_EUSTSALP.gz
H8_EXCESSIVE_EARWAX	Excessive earwax	VIII Diseases of the ear and mastoid process (H8_)	27448	472738	gs://finngen-public-data-r13/summary_stats/finngen_R13_H8_EXCESSIVE_EARWAX.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H8_EXCESSIVE_EARWAX.gz
H8_EXTDISINOTH	Disorder of external ear, unspecified	VIII Diseases of the ear and mastoid process (H8_)	1233	484002	gs://finngen-public-data-r13/summary_stats/finngen_R13_H8_EXTDISINOTH.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H8_EXTDISINOTH.gz
H8_EXTDISNAS	Other specified disorders of external ear	VIII Diseases of the ear and mastoid process (H8_)	1341	484002	gs://finngen-public-data-r13/summary_stats/finngen_R13_H8_EXTDISNAS.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H8_EXTDISNAS.gz
H8_EXTERNAL	Diseases of external ear	VIII Diseases of the ear and mastoid process (H8_)	16184	484002	gs://finngen-public-data-r13/summary_stats/finngen_R13_H8_EXTERNAL.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H8_EXTERNAL.gz
H8_EXTOTITIS	Otitis externa	VIII Diseases of the ear and mastoid process (H8_)	10117	484002	gs://finngen-public-data-r13/summary_stats/finngen_R13_H8_EXTOTITIS.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H8_EXTOTITIS.gz
H8_EXT_ABSC	Abscess of external ear	VIII Diseases of the ear and mastoid process (H8_)	514	484002	gs://finngen-public-data-r13/summary_stats/finngen_R13_H8_EXT_ABSC.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H8_EXT_ABSC.gz
H8_EXT_CELLUL	Cellulitis of external ear	VIII Diseases of the ear and mastoid process (H8_)	438	484002	gs://finngen-public-data-r13/summary_stats/finngen_R13_H8_EXT_CELLUL.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H8_EXT_CELLUL.gz
H8_EXT_CHOL	Cholesteatoma of external ear	VIII Diseases of the ear and mastoid process (H8_)	260	484002	gs://finngen-public-data-r13/summary_stats/finngen_R13_H8_EXT_CHOL.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H8_EXT_CHOL.gz
H8_EXT_INFNAS	Other infective otitis externa	VIII Diseases of the ear and mastoid process (H8_)	2341	484002	gs://finngen-public-data-r13/summary_stats/finngen_R13_H8_EXT_INFNAS.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H8_EXT_INFNAS.gz
H8_EXT_MALIGN	Malignant otitis externa	VIII Diseases of the ear and mastoid process (H8_)	63	484002	gs://finngen-public-data-r13/summary_stats/finngen_R13_H8_EXT_MALIGN.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H8_EXT_MALIGN.gz
H8_EXT_NAS	Otitis externa, unspecified	VIII Diseases of the ear and mastoid process (H8_)	4712	484002	gs://finngen-public-data-r13/summary_stats/finngen_R13_H8_EXT_NAS.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H8_EXT_NAS.gz
H8_EXT_NONINF	Acute otitis externa, noninfective	VIII Diseases of the ear and mastoid process (H8_)	613	484002	gs://finngen-public-data-r13/summary_stats/finngen_R13_H8_EXT_NONINF.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H8_EXT_NONINF.gz
H8_EXT_OTH	Other otitis externa (chronic)	VIII Diseases of the ear and mastoid process (H8_)	2566	484002	gs://finngen-public-data-r13/summary_stats/finngen_R13_H8_EXT_OTH.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H8_EXT_OTH.gz
H8_HL_CON_NAS	Conductive hearing loss, unspecified	VIII Diseases of the ear and mastoid process (H8_)	3392	432132	gs://finngen-public-data-r13/summary_stats/finngen_R13_H8_HL_CON_NAS.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H8_HL_CON_NAS.gz
H8_HL_DEAFMUT	Deaf mutism, not elsewhere classified	VIII Diseases of the ear and mastoid process (H8_)	184	432132	gs://finngen-public-data-r13/summary_stats/finngen_R13_H8_HL_DEAFMUT.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H8_HL_DEAFMUT.gz
H8_HL_IDIOP	Sudden idiopathic hearing loss	VIII Diseases of the ear and mastoid process (H8_)	4082	432132	gs://finngen-public-data-r13/summary_stats/finngen_R13_H8_HL_IDIOP.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H8_HL_IDIOP.gz
H8_HL_MIX_NAS	Mixed conductive and sensorineural hearing loss	VIII Diseases of the ear and mastoid process (H8_)	5044	432132	gs://finngen-public-data-r13/summary_stats/finngen_R13_H8_HL_MIX_NAS.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H8_HL_MIX_NAS.gz
H8_HL_NAS	Other specified/unspecified hearing loss	VIII Diseases of the ear and mastoid process (H8_)	3500	432132	gs://finngen-public-data-r13/summary_stats/finngen_R13_H8_HL_NAS.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H8_HL_NAS.gz
H8_HL_OTOTOX	Ototoxic hearing loss	VIII Diseases of the ear and mastoid process (H8_)	66	432132	gs://finngen-public-data-r13/summary_stats/finngen_R13_H8_HL_OTOTOX.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H8_HL_OTOTOX.gz
H8_HL_PRESBY	Presbycusis	VIII Diseases of the ear and mastoid process (H8_)	6361	432132	gs://finngen-public-data-r13/summary_stats/finngen_R13_H8_HL_PRESBY.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H8_HL_PRESBY.gz
H8_HL_SEN_NAS	Sensorineural hearing loss	VIII Diseases of the ear and mastoid process (H8_)	48388	432132	gs://finngen-public-data-r13/summary_stats/finngen_R13_H8_HL_SEN_NAS.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H8_HL_SEN_NAS.gz
H8_INNERNAS	Other specified/unspecified diseases of inner ear	VIII Diseases of the ear and mastoid process (H8_)	178	473015	gs://finngen-public-data-r13/summary_stats/finngen_R13_H8_INNERNAS.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H8_INNERNAS.gz
H8_LABYRFISTU	Labyrinthine fistula	VIII Diseases of the ear and mastoid process (H8_)	104	473015	gs://finngen-public-data-r13/summary_stats/finngen_R13_H8_LABYRFISTU.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H8_LABYRFISTU.gz
H8_LABYRINTHITIS	Labyrinthitis	VIII Diseases of the ear and mastoid process (H8_)	115	473015	gs://finngen-public-data-r13/summary_stats/finngen_R13_H8_LABYRINTHITIS.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H8_LABYRINTHITIS.gz
H8_MASTACU	Acute mastoiditis	VIII Diseases of the ear and mastoid process (H8_)	328	464237	gs://finngen-public-data-r13/summary_stats/finngen_R13_H8_MASTACU.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H8_MASTACU.gz
H8_MASTCHRON	Chronic mastoiditis	VIII Diseases of the ear and mastoid process (H8_)	944	464237	gs://finngen-public-data-r13/summary_stats/finngen_R13_H8_MASTCHRON.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H8_MASTCHRON.gz
H8_MASTNAS	Other/unspecified mastoiditis and related conditions	VIII Diseases of the ear and mastoid process (H8_)	176	464237	gs://finngen-public-data-r13/summary_stats/finngen_R13_H8_MASTNAS.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H8_MASTNAS.gz
H8_MED_SUPP	Suppurative and unspecified otitis media	VIII Diseases of the ear and mastoid process (H8_)	20877	464237	gs://finngen-public-data-r13/summary_stats/finngen_R13_H8_MED_SUPP.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H8_MED_SUPP.gz
H8_MENIERE	Ménière disease	VIII Diseases of the ear and mastoid process (H8_)	3779	473015	gs://finngen-public-data-r13/summary_stats/finngen_R13_H8_MENIERE.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H8_MENIERE.gz
H8_MIDDLEADDH	Adhesive middle ear disease	VIII Diseases of the ear and mastoid process (H8_)	605	464237	gs://finngen-public-data-r13/summary_stats/finngen_R13_H8_MIDDLEADDH.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H8_MIDDLEADDH.gz
H8_MIDDLEMASTOID	Diseases of middle ear and mastoid	VIII Diseases of the ear and mastoid process (H8_)	35949	464237	gs://finngen-public-data-r13/summary_stats/finngen_R13_H8_MIDDLEMASTOID.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H8_MIDDLEMASTOID.gz
H8_MIDDMASTNAS	Other specified/unspecified disorders of middle ear and mastoid	VIII Diseases of the ear and mastoid process (H8_)	88	464237	gs://finngen-public-data-r13/summary_stats/finngen_R13_H8_MIDDMASTNAS.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H8_MIDDMASTNAS.gz
H8_MYRINGACU	Acute myringitis	VIII Diseases of the ear and mastoid process (H8_)	259	464237	gs://finngen-public-data-r13/summary_stats/finngen_R13_H8_MYRINGACU.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_H8_MYRINGACU.gz
