source	target	ligand	receptor	prob	pval	interaction_name	interaction_name_2	pathway_name	annotation	evidence
NK	CD8T	HLA-C	CD8B	0.272444470379676	0	HLA-C_CD8B	HLA-C - CD8B	MHC-I	Cell-Cell Contact	KEGG: hsa04514
pDC	CD8T	HLA-C	CD8B	0.262823269563171	0	HLA-C_CD8B	HLA-C - CD8B	MHC-I	Cell-Cell Contact	KEGG: hsa04514
Plasma	CD8T	HLA-C	CD8B	0.222498647524246	0	HLA-C_CD8B	HLA-C - CD8B	MHC-I	Cell-Cell Contact	KEGG: hsa04514
Tprolif	CD8T	HLA-C	CD8B	0.27196151156897	0	HLA-C_CD8B	HLA-C - CD8B	MHC-I	Cell-Cell Contact	KEGG: hsa04514
CD4_Glyco_hi	CD4_Glyco_hi	HLA-E	CD8B	0.109489049417461	0.04	HLA-E_CD8B	HLA-E - CD8B	MHC-I	Cell-Cell Contact	KEGG: hsa04514
CD4_Glyco_lo	CD4_Glyco_hi	HLA-E	CD8B	0.11009727754625	0.01	HLA-E_CD8B	HLA-E - CD8B	MHC-I	Cell-Cell Contact	KEGG: hsa04514
CD8T	CD4_Glyco_hi	HLA-E	CD8B	0.109205319198328	0.02	HLA-E_CD8B	HLA-E - CD8B	MHC-I	Cell-Cell Contact	KEGG: hsa04514
NK	CD4_Glyco_hi	HLA-E	CD8B	0.112785929787119	0	HLA-E_CD8B	HLA-E - CD8B	MHC-I	Cell-Cell Contact	KEGG: hsa04514
B	CD4_Glyco_lo	HLA-E	CD8B	0.113419559288557	0	HLA-E_CD8B	HLA-E - CD8B	MHC-I	Cell-Cell Contact	KEGG: hsa04514
CD4_Glyco_hi	CD4_Glyco_lo	HLA-E	CD8B	0.116191549649221	0	HLA-E_CD8B	HLA-E - CD8B	MHC-I	Cell-Cell Contact	KEGG: hsa04514
CD4_Glyco_lo	CD4_Glyco_lo	HLA-E	CD8B	0.116832126274457	0	HLA-E_CD8B	HLA-E - CD8B	MHC-I	Cell-Cell Contact	KEGG: hsa04514
CD8T	CD4_Glyco_lo	HLA-E	CD8B	0.11589271097004	0	HLA-E_CD8B	HLA-E - CD8B	MHC-I	Cell-Cell Contact	KEGG: hsa04514
NK	CD4_Glyco_lo	HLA-E	CD8B	0.119663132359772	0	HLA-E_CD8B	HLA-E - CD8B	MHC-I	Cell-Cell Contact	KEGG: hsa04514
pDC	CD4_Glyco_lo	HLA-E	CD8B	0.109803760992754	0.01	HLA-E_CD8B	HLA-E - CD8B	MHC-I	Cell-Cell Contact	KEGG: hsa04514
Tprolif	CD4_Glyco_lo	HLA-E	CD8B	0.113776395372766	0	HLA-E_CD8B	HLA-E - CD8B	MHC-I	Cell-Cell Contact	KEGG: hsa04514
B	CD8T	HLA-E	CD8B	0.25398412894069	0	HLA-E_CD8B	HLA-E - CD8B	MHC-I	Cell-Cell Contact	KEGG: hsa04514
CD4_Glyco_hi	CD8T	HLA-E	CD8B	0.259187210828386	0	HLA-E_CD8B	HLA-E - CD8B	MHC-I	Cell-Cell Contact	KEGG: hsa04514
CD4_Glyco_lo	CD8T	HLA-E	CD8B	0.260383877562048	0	HLA-E_CD8B	HLA-E - CD8B	MHC-I	Cell-Cell Contact	KEGG: hsa04514
CD8T	CD8T	HLA-E	CD8B	0.258628217127762	0	HLA-E_CD8B	HLA-E - CD8B	MHC-I	Cell-Cell Contact	KEGG: hsa04514
MonoMacro	CD8T	HLA-E	CD8B	0.239217744989624	0	HLA-E_CD8B	HLA-E - CD8B	MHC-I	Cell-Cell Contact	KEGG: hsa04514
NK	CD8T	HLA-E	CD8B	0.265647061635697	0	HLA-E_CD8B	HLA-E - CD8B	MHC-I	Cell-Cell Contact	KEGG: hsa04514
pDC	CD8T	HLA-E	CD8B	0.247136291741951	0	HLA-E_CD8B	HLA-E - CD8B	MHC-I	Cell-Cell Contact	KEGG: hsa04514
Plasma	CD8T	HLA-E	CD8B	0.182440536981678	0	HLA-E_CD8B	HLA-E - CD8B	MHC-I	Cell-Cell Contact	KEGG: hsa04514
Tprolif	CD8T	HLA-E	CD8B	0.254656177619368	0	HLA-E_CD8B	HLA-E - CD8B	MHC-I	Cell-Cell Contact	KEGG: hsa04514
CD4_Glyco_hi	CD4_Glyco_hi	HLA-F	CD8B	0.0905949067272549	0	HLA-F_CD8B	HLA-F - CD8B	MHC-I	Cell-Cell Contact	KEGG: hsa04514
CD4_Glyco_lo	CD4_Glyco_hi	HLA-F	CD8B	0.0871120892948275	0.04	HLA-F_CD8B	HLA-F - CD8B	MHC-I	Cell-Cell Contact	KEGG: hsa04514
CD8T	CD4_Glyco_hi	HLA-F	CD8B	0.0884143014065649	0	HLA-F_CD8B	HLA-F - CD8B	MHC-I	Cell-Cell Contact	KEGG: hsa04514
NK	CD4_Glyco_hi	HLA-F	CD8B	0.0874472990486976	0.04	HLA-F_CD8B	HLA-F - CD8B	MHC-I	Cell-Cell Contact	KEGG: hsa04514
Tprolif	CD4_Glyco_hi	HLA-F	CD8B	0.0916720800055995	0	HLA-F_CD8B	HLA-F - CD8B	MHC-I	Cell-Cell Contact	KEGG: hsa04514
CD4_Glyco_hi	CD4_Glyco_lo	HLA-F	CD8B	0.0962658133486168	0	HLA-F_CD8B	HLA-F - CD8B	MHC-I	Cell-Cell Contact	KEGG: hsa04514
CD4_Glyco_lo	CD4_Glyco_lo	HLA-F	CD8B	0.0925871803130674	0	HLA-F_CD8B	HLA-F - CD8B	MHC-I	Cell-Cell Contact	KEGG: hsa04514
CD8T	CD4_Glyco_lo	HLA-F	CD8B	0.0939628136062789	0	HLA-F_CD8B	HLA-F - CD8B	MHC-I	Cell-Cell Contact	KEGG: hsa04514
NK	CD4_Glyco_lo	HLA-F	CD8B	0.0929413134017144	0	HLA-F_CD8B	HLA-F - CD8B	MHC-I	Cell-Cell Contact	KEGG: hsa04514
pDC	CD4_Glyco_lo	HLA-F	CD8B	0.0902192079746963	0	HLA-F_CD8B	HLA-F - CD8B	MHC-I	Cell-Cell Contact	KEGG: hsa04514
Tprolif	CD4_Glyco_lo	HLA-F	CD8B	0.0974031918194403	0	HLA-F_CD8B	HLA-F - CD8B	MHC-I	Cell-Cell Contact	KEGG: hsa04514
B	CD8T	HLA-F	CD8B	0.186726522461188	0	HLA-F_CD8B	HLA-F - CD8B	MHC-I	Cell-Cell Contact	KEGG: hsa04514
CD4_Glyco_hi	CD8T	HLA-F	CD8B	0.220867333988194	0	HLA-F_CD8B	HLA-F - CD8B	MHC-I	Cell-Cell Contact	KEGG: hsa04514
CD4_Glyco_lo	CD8T	HLA-F	CD8B	0.213552394207719	0	HLA-F_CD8B	HLA-F - CD8B	MHC-I	Cell-Cell Contact	KEGG: hsa04514
CD8T	CD8T	HLA-F	CD8B	0.216296885232737	0	HLA-F_CD8B	HLA-F - CD8B	MHC-I	Cell-Cell Contact	KEGG: hsa04514
MonoMacro	CD8T	HLA-F	CD8B	0.195906096328706	0	HLA-F_CD8B	HLA-F - CD8B	MHC-I	Cell-Cell Contact	KEGG: hsa04514
NK	CD8T	HLA-F	CD8B	0.214259954731393	0	HLA-F_CD8B	HLA-F - CD8B	MHC-I	Cell-Cell Contact	KEGG: hsa04514
pDC	CD8T	HLA-F	CD8B	0.208802561424054	0	HLA-F_CD8B	HLA-F - CD8B	MHC-I	Cell-Cell Contact	KEGG: hsa04514
Plasma	CD8T	HLA-F	CD8B	0.126794742552663	0	HLA-F_CD8B	HLA-F - CD8B	MHC-I	Cell-Cell Contact	KEGG: hsa04514
Tprolif	CD8T	HLA-F	CD8B	0.223113429543948	0	HLA-F_CD8B	HLA-F - CD8B	MHC-I	Cell-Cell Contact	KEGG: hsa04514
CD4_Glyco_hi	CD4_Glyco_hi	HLA-G	CD8B	0.0440506033329715	0	HLA-G_CD8B	HLA-G - CD8B	MHC-I	Cell-Cell Contact	KEGG: hsa04514
CD4_Glyco_lo	CD4_Glyco_hi	HLA-G	CD8B	0.043300967392579	0	HLA-G_CD8B	HLA-G - CD8B	MHC-I	Cell-Cell Contact	KEGG: hsa04514
CD8T	CD4_Glyco_hi	HLA-G	CD8B	0.0420307228524882	0.03	HLA-G_CD8B	HLA-G - CD8B	MHC-I	Cell-Cell Contact	KEGG: hsa04514
NK	CD4_Glyco_hi	HLA-G	CD8B	0.043014432516745	0.01	HLA-G_CD8B	HLA-G - CD8B	MHC-I	Cell-Cell Contact	KEGG: hsa04514
Tprolif	CD4_Glyco_hi	HLA-G	CD8B	0.0477069029885412	0	HLA-G_CD8B	HLA-G - CD8B	MHC-I	Cell-Cell Contact	KEGG: hsa04514
CD4_Glyco_hi	CD4_Glyco_lo	HLA-G	CD8B	0.0469584513136484	0	HLA-G_CD8B	HLA-G - CD8B	MHC-I	Cell-Cell Contact	KEGG: hsa04514
CD4_Glyco_lo	CD4_Glyco_lo	HLA-G	CD8B	0.0461617203100956	0	HLA-G_CD8B	HLA-G - CD8B	MHC-I	Cell-Cell Contact	KEGG: hsa04514
CD8T	CD4_Glyco_lo	HLA-G	CD8B	0.0448114857072842	0	HLA-G_CD8B	HLA-G - CD8B	MHC-I	Cell-Cell Contact	KEGG: hsa04514
NK	CD4_Glyco_lo	HLA-G	CD8B	0.0458571624006758	0	HLA-G_CD8B	HLA-G - CD8B	MHC-I	Cell-Cell Contact	KEGG: hsa04514
pDC	CD4_Glyco_lo	HLA-G	CD8B	0.0426840340748917	0.02	HLA-G_CD8B	HLA-G - CD8B	MHC-I	Cell-Cell Contact	KEGG: hsa04514
Tprolif	CD4_Glyco_lo	HLA-G	CD8B	0.0508432720235192	0	HLA-G_CD8B	HLA-G - CD8B	MHC-I	Cell-Cell Contact	KEGG: hsa04514
B	CD8T	HLA-G	CD8B	0.0993114119519804	0	HLA-G_CD8B	HLA-G - CD8B	MHC-I	Cell-Cell Contact	KEGG: hsa04514
CD4_Glyco_hi	CD8T	HLA-G	CD8B	0.115925622699178	0	HLA-G_CD8B	HLA-G - CD8B	MHC-I	Cell-Cell Contact	KEGG: hsa04514
CD4_Glyco_lo	CD8T	HLA-G	CD8B	0.114098835691827	0	HLA-G_CD8B	HLA-G - CD8B	MHC-I	Cell-Cell Contact	KEGG: hsa04514
CD8T	CD8T	HLA-G	CD8B	0.110992669335033	0	HLA-G_CD8B	HLA-G - CD8B	MHC-I	Cell-Cell Contact	KEGG: hsa04514
MonoMacro	CD8T	HLA-G	CD8B	0.0916260520650637	0	HLA-G_CD8B	HLA-G - CD8B	MHC-I	Cell-Cell Contact	KEGG: hsa04514
NK	CD8T	HLA-G	CD8B	0.113399342060387	0	HLA-G_CD8B	HLA-G - CD8B	MHC-I	Cell-Cell Contact	KEGG: hsa04514
pDC	CD8T	HLA-G	CD8B	0.106072140072983	0	HLA-G_CD8B	HLA-G - CD8B	MHC-I	Cell-Cell Contact	KEGG: hsa04514
Plasma	CD8T	HLA-G	CD8B	0.0531635649075838	0	HLA-G_CD8B	HLA-G - CD8B	MHC-I	Cell-Cell Contact	KEGG: hsa04514
Tprolif	CD8T	HLA-G	CD8B	0.12476906569465	0	HLA-G_CD8B	HLA-G - CD8B	MHC-I	Cell-Cell Contact	KEGG: hsa04514
B	B	HLA-G	LILRB1	0.0112340100775398	0	HLA-G_LILRB1	HLA-G - LILRB1	MHC-I	Cell-Cell Contact	PMID: 28484462
CD4_Glyco_hi	B	HLA-G	LILRB1	0.0133314900928768	0	HLA-G_LILRB1	HLA-G - LILRB1	MHC-I	Cell-Cell Contact	PMID: 28484462
CD4_Glyco_lo	B	HLA-G	LILRB1	0.0130974575958948	0	HLA-G_LILRB1	HLA-G - LILRB1	MHC-I	Cell-Cell Contact	PMID: 28484462
CD8T	B	HLA-G	LILRB1	0.0127014772370265	0	HLA-G_LILRB1	HLA-G - LILRB1	MHC-I	Cell-Cell Contact	PMID: 28484462
MonoMacro	B	HLA-G	LILRB1	0.0102868038327917	0	HLA-G_LILRB1	HLA-G - LILRB1	MHC-I	Cell-Cell Contact	PMID: 28484462
NK	B	HLA-G	LILRB1	0.0130080704428352	0	HLA-G_LILRB1	HLA-G - LILRB1	MHC-I	Cell-Cell Contact	PMID: 28484462
pDC	B	HLA-G	LILRB1	0.0120791892483366	0	HLA-G_LILRB1	HLA-G - LILRB1	MHC-I	Cell-Cell Contact	PMID: 28484462
Plasma	B	HLA-G	LILRB1	0.00575241843921262	0	HLA-G_LILRB1	HLA-G - LILRB1	MHC-I	Cell-Cell Contact	PMID: 28484462
Tprolif	B	HLA-G	LILRB1	0.0144766467403753	0	HLA-G_LILRB1	HLA-G - LILRB1	MHC-I	Cell-Cell Contact	PMID: 28484462
B	MonoMacro	HLA-G	LILRB1	0.0823133907995365	0	HLA-G_LILRB1	HLA-G - LILRB1	MHC-I	Cell-Cell Contact	PMID: 28484462
CD4_Glyco_hi	MonoMacro	HLA-G	LILRB1	0.0963882518391703	0	HLA-G_LILRB1	HLA-G - LILRB1	MHC-I	Cell-Cell Contact	PMID: 28484462
CD4_Glyco_lo	MonoMacro	HLA-G	LILRB1	0.0948363136131833	0	HLA-G_LILRB1	HLA-G - LILRB1	MHC-I	Cell-Cell Contact	PMID: 28484462
CD8T	MonoMacro	HLA-G	LILRB1	0.0921999639162557	0	HLA-G_LILRB1	HLA-G - LILRB1	MHC-I	Cell-Cell Contact	PMID: 28484462
MonoMacro	MonoMacro	HLA-G	LILRB1	0.0758326974258758	0	HLA-G_LILRB1	HLA-G - LILRB1	MHC-I	Cell-Cell Contact	PMID: 28484462
NK	MonoMacro	HLA-G	LILRB1	0.0942423481698983	0	HLA-G_LILRB1	HLA-G - LILRB1	MHC-I	Cell-Cell Contact	PMID: 28484462
pDC	MonoMacro	HLA-G	LILRB1	0.0880300573307275	0	HLA-G_LILRB1	HLA-G - LILRB1	MHC-I	Cell-Cell Contact	PMID: 28484462
Plasma	MonoMacro	HLA-G	LILRB1	0.0436810910872526	0	HLA-G_LILRB1	HLA-G - LILRB1	MHC-I	Cell-Cell Contact	PMID: 28484462
Tprolif	MonoMacro	HLA-G	LILRB1	0.103916464619283	0	HLA-G_LILRB1	HLA-G - LILRB1	MHC-I	Cell-Cell Contact	PMID: 28484462
B	pDC	HLA-G	LILRB1	0.04905533891154	0	HLA-G_LILRB1	HLA-G - LILRB1	MHC-I	Cell-Cell Contact	PMID: 28484462
CD4_Glyco_hi	pDC	HLA-G	LILRB1	0.0578015592979391	0	HLA-G_LILRB1	HLA-G - LILRB1	MHC-I	Cell-Cell Contact	PMID: 28484462
CD4_Glyco_lo	pDC	HLA-G	LILRB1	0.056831826920957	0	HLA-G_LILRB1	HLA-G - LILRB1	MHC-I	Cell-Cell Contact	PMID: 28484462
CD8T	pDC	HLA-G	LILRB1	0.0551875484065941	0	HLA-G_LILRB1	HLA-G - LILRB1	MHC-I	Cell-Cell Contact	PMID: 28484462
MonoMacro	pDC	HLA-G	LILRB1	0.0450645322629319	0	HLA-G_LILRB1	HLA-G - LILRB1	MHC-I	Cell-Cell Contact	PMID: 28484462
NK	pDC	HLA-G	LILRB1	0.0564610386753835	0	HLA-G_LILRB1	HLA-G - LILRB1	MHC-I	Cell-Cell Contact	PMID: 28484462
pDC	pDC	HLA-G	LILRB1	0.0525946111815981	0	HLA-G_LILRB1	HLA-G - LILRB1	MHC-I	Cell-Cell Contact	PMID: 28484462
Plasma	pDC	HLA-G	LILRB1	0.0255967253153899	0	HLA-G_LILRB1	HLA-G - LILRB1	MHC-I	Cell-Cell Contact	PMID: 28484462
Tprolif	pDC	HLA-G	LILRB1	0.0625245678716301	0	HLA-G_LILRB1	HLA-G - LILRB1	MHC-I	Cell-Cell Contact	PMID: 28484462
B	Plasma	HLA-G	LILRB1	0.00445316991706965	0	HLA-G_LILRB1	HLA-G - LILRB1	MHC-I	Cell-Cell Contact	PMID: 28484462
CD4_Glyco_hi	Plasma	HLA-G	LILRB1	0.00529138775645433	0	HLA-G_LILRB1	HLA-G - LILRB1	MHC-I	Cell-Cell Contact	PMID: 28484462
CD4_Glyco_lo	Plasma	HLA-G	LILRB1	0.00519775462476935	0	HLA-G_LILRB1	HLA-G - LILRB1	MHC-I	Cell-Cell Contact	PMID: 28484462
CD8T	Plasma	HLA-G	LILRB1	0.00503938940128767	0	HLA-G_LILRB1	HLA-G - LILRB1	MHC-I	Cell-Cell Contact	PMID: 28484462
MonoMacro	Plasma	HLA-G	LILRB1	0.00407534018081866	0	HLA-G_LILRB1	HLA-G - LILRB1	MHC-I	Cell-Cell Contact	PMID: 28484462
NK	Plasma	HLA-G	LILRB1	0.00516199914231399	0	HLA-G_LILRB1	HLA-G - LILRB1	MHC-I	Cell-Cell Contact	PMID: 28484462
pDC	Plasma	HLA-G	LILRB1	0.00479067129255804	0	HLA-G_LILRB1	HLA-G - LILRB1	MHC-I	Cell-Cell Contact	PMID: 28484462
Plasma	Plasma	HLA-G	LILRB1	0.00227265798817998	0	HLA-G_LILRB1	HLA-G - LILRB1	MHC-I	Cell-Cell Contact	PMID: 28484462
Tprolif	Plasma	HLA-G	LILRB1	0.00574993543617045	0	HLA-G_LILRB1	HLA-G - LILRB1	MHC-I	Cell-Cell Contact	PMID: 28484462
B	MonoMacro	HLA-G	LILRB2	0.0942940881073737	0	HLA-G_LILRB2	HLA-G - LILRB2	MHC-I	Cell-Cell Contact	PMID: 28484462
CD4_Glyco_hi	MonoMacro	HLA-G	LILRB2	0.110171601282422	0	HLA-G_LILRB2	HLA-G - LILRB2	MHC-I	Cell-Cell Contact	PMID: 28484462
CD4_Glyco_lo	MonoMacro	HLA-G	LILRB2	0.10842436734605	0	HLA-G_LILRB2	HLA-G - LILRB2	MHC-I	Cell-Cell Contact	PMID: 28484462
CD8T	MonoMacro	HLA-G	LILRB2	0.10545429115687	0	HLA-G_LILRB2	HLA-G - LILRB2	MHC-I	Cell-Cell Contact	PMID: 28484462
MonoMacro	MonoMacro	HLA-G	LILRB2	0.0869595143070732	0	HLA-G_LILRB2	HLA-G - LILRB2	MHC-I	Cell-Cell Contact	PMID: 28484462
NK	MonoMacro	HLA-G	LILRB2	0.107755430199863	0	HLA-G_LILRB2	HLA-G - LILRB2	MHC-I	Cell-Cell Contact	PMID: 28484462
pDC	MonoMacro	HLA-G	LILRB2	0.100751463684804	0	HLA-G_LILRB2	HLA-G - LILRB2	MHC-I	Cell-Cell Contact	PMID: 28484462
Plasma	MonoMacro	HLA-G	LILRB2	0.0503473574078619	0	HLA-G_LILRB2	HLA-G - LILRB2	MHC-I	Cell-Cell Contact	PMID: 28484462
Tprolif	MonoMacro	HLA-G	LILRB2	0.118634998935489	0	HLA-G_LILRB2	HLA-G - LILRB2	MHC-I	Cell-Cell Contact	PMID: 28484462
B	pDC	HLA-G	LILRB2	0.013600766482824	0	HLA-G_LILRB2	HLA-G - LILRB2	MHC-I	Cell-Cell Contact	PMID: 28484462
CD4_Glyco_hi	pDC	HLA-G	LILRB2	0.0161329289334349	0	HLA-G_LILRB2	HLA-G - LILRB2	MHC-I	Cell-Cell Contact	PMID: 28484462
CD4_Glyco_lo	pDC	HLA-G	LILRB2	0.0158505076009183	0	HLA-G_LILRB2	HLA-G - LILRB2	MHC-I	Cell-Cell Contact	PMID: 28484462
CD8T	pDC	HLA-G	LILRB2	0.0153725897493301	0	HLA-G_LILRB2	HLA-G - LILRB2	MHC-I	Cell-Cell Contact	PMID: 28484462
MonoMacro	pDC	HLA-G	LILRB2	0.0124565189276276	0	HLA-G_LILRB2	HLA-G - LILRB2	MHC-I	Cell-Cell Contact	PMID: 28484462
NK	pDC	HLA-G	LILRB2	0.0157426312238996	0	HLA-G_LILRB2	HLA-G - LILRB2	MHC-I	Cell-Cell Contact	PMID: 28484462
pDC	pDC	HLA-G	LILRB2	0.0146213730640624	0	HLA-G_LILRB2	HLA-G - LILRB2	MHC-I	Cell-Cell Contact	PMID: 28484462
Plasma	pDC	HLA-G	LILRB2	0.0069724688763267	0	HLA-G_LILRB2	HLA-G - LILRB2	MHC-I	Cell-Cell Contact	PMID: 28484462
Tprolif	pDC	HLA-G	LILRB2	0.0175144537003586	0	HLA-G_LILRB2	HLA-G - LILRB2	MHC-I	Cell-Cell Contact	PMID: 28484462
B	NK	HLA-E	KLRC1	0.087496745426112	0	HLA-E_KLRC1	HLA-E - KLRC1	MHC-I	Cell-Cell Contact	PMID: 24223577
CD4_Glyco_hi	NK	HLA-E	KLRC1	0.0896992782877174	0	HLA-E_KLRC1	HLA-E - KLRC1	MHC-I	Cell-Cell Contact	PMID: 24223577
CD4_Glyco_lo	NK	HLA-E	KLRC1	0.0902087076876098	0	HLA-E_KLRC1	HLA-E - KLRC1	MHC-I	Cell-Cell Contact	PMID: 24223577
CD8T	NK	HLA-E	KLRC1	0.0894616793634573	0	HLA-E_KLRC1	HLA-E - KLRC1	MHC-I	Cell-Cell Contact	PMID: 24223577
MonoMacro	NK	HLA-E	KLRC1	0.0813542168130013	0	HLA-E_KLRC1	HLA-E - KLRC1	MHC-I	Cell-Cell Contact	PMID: 24223577
NK	NK	HLA-E	KLRC1	0.0924621313440107	0	HLA-E_KLRC1	HLA-E - KLRC1	MHC-I	Cell-Cell Contact	PMID: 24223577
pDC	NK	HLA-E	KLRC1	0.0846284770691419	0	HLA-E_KLRC1	HLA-E - KLRC1	MHC-I	Cell-Cell Contact	PMID: 24223577
Plasma	NK	HLA-E	KLRC1	0.0591329078386218	0	HLA-E_KLRC1	HLA-E - KLRC1	MHC-I	Cell-Cell Contact	PMID: 24223577
Tprolif	NK	HLA-E	KLRC1	0.0877800991586035	0	HLA-E_KLRC1	HLA-E - KLRC1	MHC-I	Cell-Cell Contact	PMID: 24223577
B	NK	HLA-E	KLRC2	0.0374563908466462	0	HLA-E_KLRC2	HLA-E - KLRC2	MHC-I	Cell-Cell Contact	PMID: 26697006
CD4_Glyco_hi	NK	HLA-E	KLRC2	0.0384523518836001	0	HLA-E_KLRC2	HLA-E - KLRC2	MHC-I	Cell-Cell Contact	PMID: 26697006
CD4_Glyco_lo	NK	HLA-E	KLRC2	0.038683102444115	0	HLA-E_KLRC2	HLA-E - KLRC2	MHC-I	Cell-Cell Contact	PMID: 26697006
CD8T	NK	HLA-E	KLRC2	0.038344779796566	0	HLA-E_KLRC2	HLA-E - KLRC2	MHC-I	Cell-Cell Contact	PMID: 26697006
MonoMacro	NK	HLA-E	KLRC2	0.0346932790223593	0	HLA-E_KLRC2	HLA-E - KLRC2	MHC-I	Cell-Cell Contact	PMID: 26697006
NK	NK	HLA-E	KLRC2	0.0397055836492516	0	HLA-E_KLRC2	HLA-E - KLRC2	MHC-I	Cell-Cell Contact	PMID: 26697006
pDC	NK	HLA-E	KLRC2	0.0361635061964285	0	HLA-E_KLRC2	HLA-E - KLRC2	MHC-I	Cell-Cell Contact	PMID: 26697006
Plasma	NK	HLA-E	KLRC2	0.0248719950408624	0	HLA-E_KLRC2	HLA-E - KLRC2	MHC-I	Cell-Cell Contact	PMID: 26697006
Tprolif	NK	HLA-E	KLRC2	0.0375843661281569	0	HLA-E_KLRC2	HLA-E - KLRC2	MHC-I	Cell-Cell Contact	PMID: 26697006
B	B	HLA-F	LILRB1	0.0231116589007977	0	HLA-F_LILRB1	HLA-F - LILRB1	MHC-I	Cell-Cell Contact	PMID: 28484462
CD4_Glyco_hi	B	HLA-F	LILRB1	0.0283813285335486	0	HLA-F_LILRB1	HLA-F - LILRB1	MHC-I	Cell-Cell Contact	PMID: 28484462
CD4_Glyco_lo	B	HLA-F	LILRB1	0.0272186559661244	0	HLA-F_LILRB1	HLA-F - LILRB1	MHC-I	Cell-Cell Contact	PMID: 28484462
CD8T	B	HLA-F	LILRB1	0.0276526601377541	0	HLA-F_LILRB1	HLA-F - LILRB1	MHC-I	Cell-Cell Contact	PMID: 28484462
MonoMacro	B	HLA-F	LILRB1	0.0244900503327991	0	HLA-F_LILRB1	HLA-F - LILRB1	MHC-I	Cell-Cell Contact	PMID: 28484462
NK	B	HLA-F	LILRB1	0.0273302940383673	0	HLA-F_LILRB1	HLA-F - LILRB1	MHC-I	Cell-Cell Contact	PMID: 28484462
pDC	B	HLA-F	LILRB1	0.0264737467502857	0	HLA-F_LILRB1	HLA-F - LILRB1	MHC-I	Cell-Cell Contact	PMID: 28484462
Plasma	B	HLA-F	LILRB1	0.0147418414880484	0	HLA-F_LILRB1	HLA-F - LILRB1	MHC-I	Cell-Cell Contact	PMID: 28484462
Tprolif	B	HLA-F	LILRB1	0.0287421616448659	0	HLA-F_LILRB1	HLA-F - LILRB1	MHC-I	Cell-Cell Contact	PMID: 28484462
B	MonoMacro	HLA-F	LILRB1	0.157380984240633	0	HLA-F_LILRB1	HLA-F - LILRB1	MHC-I	Cell-Cell Contact	PMID: 28484462
CD4_Glyco_hi	MonoMacro	HLA-F	LILRB1	0.187392604688281	0	HLA-F_LILRB1	HLA-F - LILRB1	MHC-I	Cell-Cell Contact	PMID: 28484462
CD4_Glyco_lo	MonoMacro	HLA-F	LILRB1	0.18092886976204	0	HLA-F_LILRB1	HLA-F - LILRB1	MHC-I	Cell-Cell Contact	PMID: 28484462
CD8T	MonoMacro	HLA-F	LILRB1	0.183351843202657	0	HLA-F_LILRB1	HLA-F - LILRB1	MHC-I	Cell-Cell Contact	PMID: 28484462
MonoMacro	MonoMacro	HLA-F	LILRB1	0.165411334378069	0	HLA-F_LILRB1	HLA-F - LILRB1	MHC-I	Cell-Cell Contact	PMID: 28484462
NK	MonoMacro	HLA-F	LILRB1	0.181553292254685	0	HLA-F_LILRB1	HLA-F - LILRB1	MHC-I	Cell-Cell Contact	PMID: 28484462
pDC	MonoMacro	HLA-F	LILRB1	0.176741579617743	0	HLA-F_LILRB1	HLA-F - LILRB1	MHC-I	Cell-Cell Contact	PMID: 28484462
Plasma	MonoMacro	HLA-F	LILRB1	0.105644455588491	0	HLA-F_LILRB1	HLA-F - LILRB1	MHC-I	Cell-Cell Contact	PMID: 28484462
Tprolif	MonoMacro	HLA-F	LILRB1	0.189381025675376	0	HLA-F_LILRB1	HLA-F - LILRB1	MHC-I	Cell-Cell Contact	PMID: 28484462
B	pDC	HLA-F	LILRB1	0.0969983775515544	0	HLA-F_LILRB1	HLA-F - LILRB1	MHC-I	Cell-Cell Contact	PMID: 28484462
CD4_Glyco_hi	pDC	HLA-F	LILRB1	0.117095533471209	0	HLA-F_LILRB1	HLA-F - LILRB1	MHC-I	Cell-Cell Contact	PMID: 28484462
CD4_Glyco_lo	pDC	HLA-F	LILRB1	0.112720207729135	0	HLA-F_LILRB1	HLA-F - LILRB1	MHC-I	Cell-Cell Contact	PMID: 28484462
CD8T	pDC	HLA-F	LILRB1	0.114357273537439	0	HLA-F_LILRB1	HLA-F - LILRB1	MHC-I	Cell-Cell Contact	PMID: 28484462
MonoMacro	pDC	HLA-F	LILRB1	0.10232184824566	0	HLA-F_LILRB1	HLA-F - LILRB1	MHC-I	Cell-Cell Contact	PMID: 28484462
NK	pDC	HLA-F	LILRB1	0.113141745267929	0	HLA-F_LILRB1	HLA-F - LILRB1	MHC-I	Cell-Cell Contact	PMID: 28484462
pDC	pDC	HLA-F	LILRB1	0.10989968412286	0	HLA-F_LILRB1	HLA-F - LILRB1	MHC-I	Cell-Cell Contact	PMID: 28484462
Plasma	pDC	HLA-F	LILRB1	0.0636131292366298	0	HLA-F_LILRB1	HLA-F - LILRB1	MHC-I	Cell-Cell Contact	PMID: 28484462
Tprolif	pDC	HLA-F	LILRB1	0.118446759495708	0	HLA-F_LILRB1	HLA-F - LILRB1	MHC-I	Cell-Cell Contact	PMID: 28484462
B	Plasma	HLA-F	LILRB1	0.00922839189254239	0	HLA-F_LILRB1	HLA-F - LILRB1	MHC-I	Cell-Cell Contact	PMID: 28484462
