old_cluster	hi	lo	diff	hi_pct	lo_pct	diff_pct
1	0.327054794520548	0.309931506849315	0.0171232876712328	32.7	31	1.7
12	0.125	0.125	0	12.5	12.5	0
15	0.0753424657534247	0.0856164383561644	-0.0102739726027397	7.5	8.6	-1
5	0.279109589041096	0.284246575342466	-0.00513698630136988	27.9	28.4	-0.5
6	0.193493150684932	0.195205479452055	-0.00171232876712329	19.3	19.5	-0.2
