cell	cell_group
C11_P1_MMD6_L001	CD8T
C11_P2_MMD6_L001	CD8T
C12_P1_MMD6_L001	CD8T
C12_P2_MMD6_L001	CD8T
C12_P4_MMD6_L001	MonoMacro
C1_P1_MMD6_L001	CD8T
C1_P2_MMD6_L001	CD8T
C1_P4_MMD6_L001	CD8T
C2_P1_MMD6_L001	CD4_Glyco_hi
C2_P2_MMD6_L001	CD8T
C3_P1_MMD6_L001	CD4_Glyco_lo
C3_P2_MMD6_L001	Plasma
C3_P4_MMD6_L001	CD8T
C4_P1_MMD6_L001	CD8T
C4_P2_MMD6_L001	CD8T
C4_P4_MMD6_L001	CD8T
C5_P1_MMD6_L001	CD8T
C5_P4_MMD6_L001	CD4_Glyco_lo
C6_P2_MMD6_L001	CD8T
C6_P4_MMD6_L001	NK
C7_P1_MMD6_L001	CD8T
C7_P2_MMD6_L001	CD8T
C7_P4_MMD6_L001	CD8T
C8_P1_MMD6_L001	CD8T
C8_P2_MMD6_L001	CD8T
C8_P4_MMD6_L001	Tprolif
C9_P1_MMD6_L001	CD8T
C9_P4_MMD6_L001	NK
D10_P2_MMD6_L001	NK
D10_P4_MMD6_L001	CD8T
D11_P1_MMD6_L001	Tprolif
D11_P2_MMD6_L001	CD8T
D11_P4_MMD6_L001	NK
D12_P1_MMD6_L001	NK
D12_P4_MMD6_L001	CD8T
D1_P1_MMD6_L001	B
D1_P2_MMD6_L001	CD8T
D1_P4_MMD6_L001	CD8T
D2_P1_MMD6_L001	CD8T
D2_P2_MMD6_L001	CD8T
D2_P4_MMD6_L001	MonoMacro
D3_P4_MMD6_L001	CD8T
D4_P4_MMD6_L001	CD8T
D5_P1_MMD6_L001	CD8T
D5_P2_MMD6_L001	CD8T
D5_P4_MMD6_L001	CD8T
D6_P1_MMD6_L001	CD4_Glyco_hi
D6_P4_MMD6_L001	CD8T
D7_P1_MMD6_L001	CD8T
D7_P2_MMD6_L001	NK
D7_P4_MMD6_L001	CD8T
D8_P1_MMD6_L001	CD8T
D8_P2_MMD6_L001	NK
D9_P1_MMD6_L001	CD8T
D9_P2_MMD6_L001	CD8T
D9_P4_MMD6_L001	CD8T
E10_P1_MMD6_L001	NK
E10_P4_MMD6_L001	CD8T
E11_P1_MMD6_L001	CD8T
E11_P2_MMD6_L001	pDC
E11_P4_MMD6_L001	NK
E1_P1_MMD6_L001	MonoMacro
E1_P2_MMD6_L001	CD8T
E1_P4_MMD6_L001	CD8T
E2_P2_MMD6_L001	CD8T
E2_P4_MMD6_L001	CD8T
E3_P1_MMD6_L001	CD8T
E3_P4_MMD6_L001	CD8T
E4_P1_MMD6_L001	CD8T
E4_P4_MMD6_L001	CD8T
E5_P2_MMD6_L001	CD8T
E5_P4_MMD6_L001	CD8T
E6_P1_MMD6_L001	CD8T
E6_P2_MMD6_L001	CD8T
E6_P4_MMD6_L001	MonoMacro
E7_P2_MMD6_L001	NK
E7_P4_MMD6_L001	CD8T
E8_P1_MMD6_L001	NK
E8_P2_MMD6_L001	CD8T
E9_P2_MMD6_L001	NK
E9_P4_MMD6_L001	CD8T
F10_P1_MMD6_L001	CD8T
F10_P2_MMD6_L001	Plasma
F10_P4_MMD6_L001	CD4_Glyco_hi
F11_P4_MMD6_L001	CD4_Glyco_lo
F12_P1_MMD6_L001	CD8T
F12_P2_MMD6_L001	CD8T
F12_P4_MMD6_L001	CD8T
F1_P2_MMD6_L001	CD8T
F1_P4_MMD6_L001	CD8T
F2_P1_MMD6_L001	CD8T
F2_P2_MMD6_L001	CD4_Glyco_lo
F2_P4_MMD6_L001	CD8T
F3_P1_MMD6_L001	CD8T
F3_P2_MMD6_L001	CD8T
F3_P4_MMD6_L001	CD8T
F4_P2_MMD6_L001	CD8T
F4_P4_MMD6_L001	CD8T
F5_P1_MMD6_L001	CD8T
F5_P2_MMD6_L001	NK
F5_P4_MMD6_L001	CD8T
F6_P1_MMD6_L001	CD4_Glyco_lo
F6_P2_MMD6_L001	CD8T
F6_P4_MMD6_L001	MonoMacro
F7_P4_MMD6_L001	CD8T
F8_P2_MMD6_L001	CD8T
F9_P2_MMD6_L001	CD8T
F9_P4_MMD6_L001	CD8T
G10_P1_MMD6_L001	MonoMacro
G10_P2_MMD6_L001	CD8T
G10_P4_MMD6_L001	CD8T
G11_P2_MMD6_L001	CD8T
G12_P2_MMD6_L001	CD8T
G1_P1_MMD6_L001	NK
G1_P2_MMD6_L001	CD8T
G1_P4_MMD6_L001	CD8T
G2_P1_MMD6_L001	CD8T
G2_P2_MMD6_L001	CD8T
G2_P4_MMD6_L001	CD8T
G3_P1_MMD6_L001	CD8T
G3_P4_MMD6_L001	CD8T
G4_P1_MMD6_L001	CD8T
G4_P2_MMD6_L001	CD8T
G5_P1_MMD6_L001	MonoMacro
G5_P2_MMD6_L001	CD8T
G5_P4_MMD6_L001	CD8T
G6_P1_MMD6_L001	CD8T
G6_P2_MMD6_L001	CD8T
G7_P1_MMD6_L001	CD8T
G7_P2_MMD6_L001	CD8T
G7_P4_MMD6_L001	NK
G8_P1_MMD6_L001	CD8T
G9_P2_MMD6_L001	CD8T
H10_P2_MMD6_L001	NK
H10_P4_MMD6_L001	CD8T
H11_P1_MMD6_L001	CD8T
H11_P2_MMD6_L001	CD8T
H11_P4_MMD6_L001	CD8T
H12_P1_MMD6_L001	CD4_Glyco_lo
H12_P2_MMD6_L001	CD8T
H1_P1_MMD6_L001	CD8T
H1_P2_MMD6_L001	MonoMacro
H1_P4_MMD6_L001	MonoMacro
H2_P1_MMD6_L001	MonoMacro
H2_P2_MMD6_L001	CD8T
H3_P1_MMD6_L001	CD8T
H3_P2_MMD6_L001	CD8T
H3_P4_MMD6_L001	CD8T
H4_P1_MMD6_L001	CD8T
H4_P2_MMD6_L001	CD8T
H4_P4_MMD6_L001	CD8T
H5_P2_MMD6_L001	Tprolif
H5_P4_MMD6_L001	CD8T
H6_P1_MMD6_L001	MonoMacro
H6_P2_MMD6_L001	CD8T
H6_P4_MMD6_L001	MonoMacro
H7_P1_MMD6_L001	CD8T
H7_P2_MMD6_L001	CD8T
H8_P1_MMD6_L001	CD8T
H8_P2_MMD6_L001	CD8T
H9_P1_MMD6_L001	CD8T
H9_P2_MMD6_L001	CD8T
H9_P4_MMD6_L001	CD8T
A10_P1_M83_L001	MonoMacro
A10_P2_M83_L001	Tprolif
A10_P5_M83_L001	CD8T
A10_P6_M83_L001	NK
A11_P2_M83_L001	MonoMacro
A11_P5_M83_L001	CD8T
A11_P6_M83_L001	CD8T
A12_P1_M83_L001	CD8T
A12_P2_M83_L001	CD8T
A12_P5_M83_L001	CD4_Glyco_lo
A12_P6_M83_L001	NK
A2_P1_M83_L001	Plasma
A2_P2_M83_L001	CD8T
A2_P5_M83_L001	CD8T
A2_P6_M83_L001	CD8T
A3_P1_M83_L001	Tprolif
A3_P5_M83_L001	CD8T
A4_P1_M83_L001	CD4_Glyco_lo
A4_P2_M83_L001	MonoMacro
A4_P5_M83_L001	CD8T
A5_P1_M83_L001	CD8T
A5_P5_M83_L001	CD8T
A6_P1_M83_L001	Tprolif
A6_P2_M83_L001	CD4_Glyco_lo
A6_P5_M83_L001	CD4_Glyco_hi
A6_P6_M83_L001	MonoMacro
A7_P1_M83_L001	CD8T
A7_P6_M83_L001	CD8T
A8_P2_M83_L001	CD8T
A8_P5_M83_L001	Tprolif
A8_P6_M83_L001	NK
A9_P1_M83_L001	CD8T
A9_P2_M83_L001	CD8T
A9_P5_M83_L001	CD8T
A9_P6_M83_L001	pDC
B10_P1_M83_L001	Tprolif
B10_P5_M83_L001	CD4_Glyco_lo
B11_P1_M83_L001	CD8T
B11_P2_M83_L001	B
B11_P5_M83_L001	CD8T
B11_P6_M83_L001	Tprolif
B12_P1_M83_L001	NK
B12_P5_M83_L001	Tprolif
B12_P6_M83_L001	CD4_Glyco_hi
B1_P1_M83_L001	CD4_Glyco_lo
B1_P2_M83_L001	MonoMacro
B1_P6_M83_L001	CD8T
B2_P1_M83_L001	CD4_Glyco_hi
B2_P5_M83_L001	MonoMacro
B2_P6_M83_L001	CD4_Glyco_lo
B3_P2_M83_L001	CD8T
B3_P5_M83_L001	Tprolif
B3_P6_M83_L001	NK
B4_P1_M83_L001	MonoMacro
B4_P2_M83_L001	MonoMacro
B4_P5_M83_L001	CD4_Glyco_lo
B4_P6_M83_L001	CD8T
B5_P1_M83_L001	MonoMacro
B6_P2_M83_L001	CD8T
B6_P5_M83_L001	CD8T
B7_P1_M83_L001	CD8T
B7_P2_M83_L001	Tprolif
B7_P6_M83_L001	CD4_Glyco_lo
B8_P1_M83_L001	CD8T
B8_P2_M83_L001	CD4_Glyco_lo
B8_P5_M83_L001	CD8T
B8_P6_M83_L001	CD8T
B9_P1_M83_L001	CD8T
B9_P2_M83_L001	NK
B9_P5_M83_L001	CD8T
B9_P6_M83_L001	CD8T
C10_P1_M83_L001	CD4_Glyco_lo
C10_P2_M83_L001	CD4_Glyco_hi
C10_P5_M83_L001	Tprolif
C10_P6_M83_L001	CD8T
C11_P1_M83_L001	Tprolif
C11_P2_M83_L001	CD8T
C11_P6_M83_L001	MonoMacro
C12_P2_M83_L001	CD8T
C12_P6_M83_L001	MonoMacro
C1_P5_M83_L001	MonoMacro
C2_P2_M83_L001	CD8T
C2_P6_M83_L001	CD8T
C3_P1_M83_L001	CD4_Glyco_hi
C3_P2_M83_L001	NK
C3_P5_M83_L001	MonoMacro
C3_P6_M83_L001	CD8T
C4_P2_M83_L001	B
C4_P5_M83_L001	Tprolif
C5_P5_M83_L001	Tprolif
C5_P6_M83_L001	Tprolif
C6_P6_M83_L001	Tprolif
C7_P2_M83_L001	CD8T
C8_P1_M83_L001	Tprolif
C8_P2_M83_L001	CD8T
C8_P5_M83_L001	CD8T
C8_P6_M83_L001	CD4_Glyco_hi
C9_P2_M83_L001	CD8T
C9_P5_M83_L001	Tprolif
D10_P2_M83_L001	CD8T
D10_P5_M83_L001	CD4_Glyco_lo
D10_P6_M83_L001	CD4_Glyco_lo
D11_P2_M83_L001	CD8T
D11_P5_M83_L001	MonoMacro
D11_P6_M83_L001	CD8T
D12_P1_M83_L001	CD8T
D12_P6_M83_L001	MonoMacro
D1_P2_M83_L001	NK
D1_P5_M83_L001	MonoMacro
D2_P1_M83_L001	CD8T
D2_P2_M83_L001	MonoMacro
D2_P5_M83_L001	CD8T
D3_P6_M83_L001	pDC
D4_P1_M83_L001	CD8T
D4_P5_M83_L001	MonoMacro
D5_P2_M83_L001	CD8T
D5_P5_M83_L001	Plasma
D6_P5_M83_L001	CD8T
D7_P2_M83_L001	CD8T
D7_P5_M83_L001	CD8T
D7_P6_M83_L001	Tprolif
D8_P1_M83_L001	CD8T
D8_P2_M83_L001	CD8T
D8_P6_M83_L001	CD8T
D9_P1_M83_L001	CD4_Glyco_hi
D9_P2_M83_L001	CD8T
D9_P6_M83_L001	Tprolif
E10_P2_M83_L001	CD8T
E11_P1_M83_L001	CD8T
E11_P5_M83_L001	CD8T
E11_P6_M83_L001	CD8T
E12_P1_M83_L001	MonoMacro
E12_P2_M83_L001	NK
E1_P2_M83_L001	CD4_Glyco_hi
E1_P6_M83_L001	MonoMacro
E2_P1_M83_L001	CD8T
E2_P2_M83_L001	MonoMacro
E3_P1_M83_L001	CD8T
E3_P5_M83_L001	MonoMacro
E4_P1_M83_L001	CD8T
E4_P2_M83_L001	CD4_Glyco_lo
E4_P6_M83_L001	CD8T
E5_P1_M83_L001	CD8T
E5_P2_M83_L001	CD4_Glyco_lo
E5_P5_M83_L001	CD4_Glyco_lo
E6_P1_M83_L001	CD4_Glyco_hi
E6_P2_M83_L001	B
E6_P5_M83_L001	CD4_Glyco_hi
E6_P6_M83_L001	CD8T
E7_P1_M83_L001	CD4_Glyco_hi
E7_P5_M83_L001	CD4_Glyco_hi
E7_P6_M83_L001	CD4_Glyco_hi
E8_P1_M83_L001	CD4_Glyco_hi
E8_P5_M83_L001	CD8T
E8_P6_M83_L001	Tprolif
E9_P1_M83_L001	CD8T
E9_P6_M83_L001	CD4_Glyco_hi
F10_P1_M83_L001	Tprolif
F10_P2_M83_L001	NK
F11_P2_M83_L001	MonoMacro
F11_P5_M83_L001	NK
F11_P6_M83_L001	CD8T
F12_P2_M83_L001	CD8T
F12_P5_M83_L001	Tprolif
F12_P6_M83_L001	Tprolif
F1_P1_M83_L001	CD8T
F1_P5_M83_L001	CD8T
F1_P6_M83_L001	CD4_Glyco_lo
F2_P1_M83_L001	CD4_Glyco_lo
F2_P2_M83_L001	CD4_Glyco_hi
F2_P5_M83_L001	NK
F2_P6_M83_L001	CD8T
F3_P1_M83_L001	NK
F3_P5_M83_L001	CD8T
F4_P1_M83_L001	CD8T
F4_P2_M83_L001	CD8T
F4_P5_M83_L001	Tprolif
F4_P6_M83_L001	MonoMacro
F5_P1_M83_L001	NK
F5_P2_M83_L001	CD8T
F5_P5_M83_L001	CD4_Glyco_hi
F5_P6_M83_L001	MonoMacro
F6_P1_M83_L001	Tprolif
F6_P2_M83_L001	CD8T
F6_P5_M83_L001	NK
F6_P6_M83_L001	CD4_Glyco_hi
F7_P2_M83_L001	NK
F7_P5_M83_L001	Tprolif
F7_P6_M83_L001	Tprolif
F8_P1_M83_L001	CD8T
F8_P2_M83_L001	CD4_Glyco_lo
F8_P6_M83_L001	Tprolif
F9_P2_M83_L001	CD8T
F9_P5_M83_L001	CD8T
F9_P6_M83_L001	CD8T
G10_P1_M83_L001	Tprolif
G10_P5_M83_L001	CD8T
G10_P6_M83_L001	CD4_Glyco_hi
G11_P1_M83_L001	MonoMacro
G11_P5_M83_L001	MonoMacro
G11_P6_M83_L001	CD4_Glyco_lo
G12_P2_M83_L001	CD8T
G12_P5_M83_L001	Tprolif
G12_P6_M83_L001	MonoMacro
G1_P1_M83_L001	Tprolif
G1_P2_M83_L001	MonoMacro
G1_P6_M83_L001	CD8T
G2_P1_M83_L001	CD8T
G2_P2_M83_L001	B
G2_P5_M83_L001	CD4_Glyco_lo
G2_P6_M83_L001	CD8T
G3_P1_M83_L001	B
G3_P2_M83_L001	Tprolif
G3_P5_M83_L001	CD8T
G4_P1_M83_L001	CD8T
G4_P2_M83_L001	Tprolif
G4_P5_M83_L001	CD4_Glyco_hi
G5_P2_M83_L001	B
G5_P5_M83_L001	CD4_Glyco_lo
G6_P1_M83_L001	NK
G6_P2_M83_L001	CD8T
G6_P5_M83_L001	CD8T
G6_P6_M83_L001	CD4_Glyco_lo
G7_P1_M83_L001	CD8T
G7_P2_M83_L001	MonoMacro
G7_P5_M83_L001	CD8T
G8_P1_M83_L001	CD8T
G8_P6_M83_L001	MonoMacro
G9_P1_M83_L001	CD8T
G9_P2_M83_L001	Tprolif
G9_P5_M83_L001	CD4_Glyco_hi
G9_P6_M83_L001	CD8T
H10_P1_M83_L001	Tprolif
H10_P5_M83_L001	Tprolif
H11_P1_M83_L001	Tprolif
H11_P5_M83_L001	CD4_Glyco_hi
H11_P6_M83_L001	NK
H12_P1_M83_L001	CD8T
H12_P2_M83_L001	CD4_Glyco_lo
H12_P6_M83_L001	CD4_Glyco_hi
H1_P1_M83_L001	CD8T
H1_P2_M83_L001	CD4_Glyco_lo
H1_P5_M83_L001	pDC
H1_P6_M83_L001	CD4_Glyco_lo
H2_P5_M83_L001	CD8T
H2_P6_M83_L001	CD4_Glyco_hi
H3_P1_M83_L001	NK
H3_P2_M83_L001	CD4_Glyco_lo
H3_P6_M83_L001	MonoMacro
H4_P5_M83_L001	Tprolif
H4_P6_M83_L001	NK
H5_P1_M83_L001	Tprolif
H5_P2_M83_L001	Tprolif
H5_P5_M83_L001	MonoMacro
H6_P1_M83_L001	CD8T
H6_P2_M83_L001	MonoMacro
H6_P6_M83_L001	Tprolif
H7_P1_M83_L001	NK
H7_P2_M83_L001	MonoMacro
H8_P1_M83_L001	NK
H8_P2_M83_L001	CD4_Glyco_hi
H8_P5_M83_L001	pDC
H8_P6_M83_L001	NK
H9_P2_M83_L001	CD4_Glyco_hi
H9_P5_M83_L001	Tprolif
A10_P1_M68_L001	CD4_Glyco_hi
A10_P5_M68_L001	CD8T
A11_P3_M68_L001	CD8T
A11_P6_M68_L001	CD8T
A12_P3_M68_L001	CD8T
A12_P5_M68_L001	NK
A1_P1_M68_L001	CD8T
A1_P5_M68_L001	CD8T
A2_P3_M68_L001	CD8T
A2_P5_M68_L001	CD8T
A2_P6_M68_L001	CD4_Glyco_hi
A3_P1_M68_L001	CD8T
A3_P3_M68_L001	CD4_Glyco_hi
A3_P5_M68_L001	CD8T
A3_P6_M68_L001	CD8T
A4_P1_M68_L001	CD8T
A4_P5_M68_L001	CD8T
A5_P1_M68_L001	CD8T
A5_P3_M68_L001	CD8T
A5_P6_M68_L001	CD8T
A6_P3_M68_L001	CD4_Glyco_lo
A6_P5_M68_L001	CD8T
A7_P1_M68_L001	CD8T
A8_P1_M68_L001	CD8T
A8_P3_M68_L001	CD4_Glyco_hi
A9_P1_M68_L001	CD8T
B10_P3_M68_L001	CD8T
B10_P6_M68_L001	CD4_Glyco_lo
B11_P1_M68_L001	CD8T
B11_P6_M68_L001	CD4_Glyco_hi
B12_P3_M68_L001	Plasma
B12_P5_M68_L001	CD4_Glyco_hi
B12_P6_M68_L001	CD4_Glyco_hi
B1_P3_M68_L001	CD8T
B1_P5_M68_L001	CD8T
B2_P1_M68_L001	CD8T
B2_P3_M68_L001	CD8T
B2_P5_M68_L001	B
B2_P6_M68_L001	CD8T
B3_P5_M68_L001	CD8T
B3_P6_M68_L001	CD8T
B4_P3_M68_L001	CD8T
B4_P5_M68_L001	CD4_Glyco_lo
B4_P6_M68_L001	CD8T
B5_P1_M68_L001	Plasma
B5_P3_M68_L001	Tprolif
B6_P1_M68_L001	CD8T
B6_P5_M68_L001	CD4_Glyco_lo
B7_P3_M68_L001	CD8T
B7_P5_M68_L001	CD8T
B8_P3_M68_L001	CD8T
B8_P5_M68_L001	CD8T
B9_P6_M68_L001	CD8T
C10_P1_M68_L001	Tprolif
C10_P5_M68_L001	CD4_Glyco_hi
C10_P6_M68_L001	NK
C11_P1_M68_L001	CD8T
C11_P6_M68_L001	CD8T
C12_P1_M68_L001	CD8T
C12_P6_M68_L001	CD8T
C1_P1_M68_L001	Tprolif
C1_P3_M68_L001	CD4_Glyco_lo
C1_P5_M68_L001	CD8T
C2_P1_M68_L001	CD8T
C2_P3_M68_L001	CD8T
C2_P6_M68_L001	CD4_Glyco_lo
C3_P3_M68_L001	CD8T
C3_P6_M68_L001	CD8T
C4_P3_M68_L001	NK
C4_P5_M68_L001	CD8T
C5_P1_M68_L001	MonoMacro
C5_P3_M68_L001	CD8T
C5_P5_M68_L001	CD8T
C6_P1_M68_L001	CD8T
C6_P6_M68_L001	CD4_Glyco_hi
C7_P3_M68_L001	CD8T
C8_P1_M68_L001	CD4_Glyco_hi
C8_P3_M68_L001	CD8T
C8_P5_M68_L001	CD8T
C9_P1_M68_L001	CD4_Glyco_lo
C9_P3_M68_L001	CD8T
C9_P6_M68_L001	CD8T
D10_P5_M68_L001	CD8T
D10_P6_M68_L001	Tprolif
D11_P1_M68_L001	CD4_Glyco_lo
D11_P3_M68_L001	NK
D12_P1_M68_L001	CD8T
D1_P3_M68_L001	CD4_Glyco_lo
D1_P6_M68_L001	CD8T
D2_P1_M68_L001	NK
D2_P3_M68_L001	NK
D2_P5_M68_L001	CD8T
D2_P6_M68_L001	CD8T
D3_P1_M68_L001	NK
D3_P5_M68_L001	NK
D3_P6_M68_L001	CD8T
D4_P3_M68_L001	Plasma
D4_P5_M68_L001	CD8T
D4_P6_M68_L001	CD4_Glyco_lo
D5_P1_M68_L001	CD8T
D5_P3_M68_L001	CD8T
D5_P5_M68_L001	CD8T
D5_P6_M68_L001	Tprolif
D6_P1_M68_L001	CD8T
D6_P3_M68_L001	CD4_Glyco_hi
D6_P5_M68_L001	Plasma
D6_P6_M68_L001	CD8T
D7_P1_M68_L001	CD8T
D7_P3_M68_L001	CD4_Glyco_hi
D7_P5_M68_L001	CD8T
D7_P6_M68_L001	CD4_Glyco_hi
D8_P5_M68_L001	CD4_Glyco_lo
D9_P1_M68_L001	CD8T
D9_P3_M68_L001	CD8T
D9_P5_M68_L001	B
E10_P1_M68_L001	CD8T
E10_P3_M68_L001	CD8T
E11_P5_M68_L001	CD8T
E11_P6_M68_L001	CD4_Glyco_lo
E12_P3_M68_L001	CD8T
E12_P5_M68_L001	CD8T
E12_P6_M68_L001	CD4_Glyco_lo
E1_P1_M68_L001	CD8T
E1_P5_M68_L001	CD8T
E1_P6_M68_L001	CD4_Glyco_hi
E2_P1_M68_L001	CD4_Glyco_lo
E2_P3_M68_L001	CD8T
E2_P5_M68_L001	CD8T
E2_P6_M68_L001	CD8T
E3_P3_M68_L001	CD4_Glyco_hi
E3_P6_M68_L001	CD8T
E4_P3_M68_L001	CD8T
E4_P5_M68_L001	CD8T
E5_P1_M68_L001	CD8T
E6_P1_M68_L001	CD4_Glyco_hi
E6_P3_M68_L001	CD8T
E6_P5_M68_L001	pDC
E6_P6_M68_L001	CD8T
E7_P3_M68_L001	NK
E7_P5_M68_L001	CD8T
E8_P1_M68_L001	CD8T
E8_P5_M68_L001	CD8T
E9_P1_M68_L001	CD8T
E9_P3_M68_L001	CD8T
E9_P5_M68_L001	CD8T
F10_P1_M68_L001	CD8T
F10_P3_M68_L001	CD8T
F10_P5_M68_L001	CD8T
F10_P6_M68_L001	CD4_Glyco_lo
F11_P1_M68_L001	CD8T
F12_P1_M68_L001	B
F12_P3_M68_L001	CD8T
F12_P5_M68_L001	CD8T
F12_P6_M68_L001	CD8T
F1_P1_M68_L001	CD8T
F1_P5_M68_L001	Plasma
F1_P6_M68_L001	Plasma
F2_P1_M68_L001	CD8T
F2_P3_M68_L001	CD4_Glyco_hi
F2_P5_M68_L001	NK
F2_P6_M68_L001	MonoMacro
F3_P1_M68_L001	CD8T
F3_P3_M68_L001	NK
F3_P5_M68_L001	B
F4_P1_M68_L001	CD8T
F4_P5_M68_L001	CD4_Glyco_hi
F4_P6_M68_L001	CD8T
F5_P1_M68_L001	Tprolif
F5_P3_M68_L001	MonoMacro
F5_P5_M68_L001	CD8T
F6_P1_M68_L001	CD8T
F6_P5_M68_L001	CD8T
F7_P1_M68_L001	CD8T
F7_P3_M68_L001	CD8T
F7_P5_M68_L001	Tprolif
F7_P6_M68_L001	CD8T
F8_P1_M68_L001	CD8T
F8_P3_M68_L001	pDC
F8_P5_M68_L001	CD8T
F8_P6_M68_L001	CD4_Glyco_lo
F9_P6_M68_L001	Tprolif
G10_P3_M68_L001	CD4_Glyco_hi
G11_P1_M68_L001	CD8T
G11_P3_M68_L001	CD8T
G11_P5_M68_L001	CD4_Glyco_lo
G11_P6_M68_L001	CD8T
G12_P1_M68_L001	CD8T
G12_P3_M68_L001	CD8T
G12_P6_M68_L001	CD8T
G1_P1_M68_L001	CD8T
G1_P3_M68_L001	NK
G1_P5_M68_L001	CD8T
G2_P1_M68_L001	CD4_Glyco_lo
G2_P3_M68_L001	pDC
G3_P3_M68_L001	B
G3_P5_M68_L001	CD8T
G3_P6_M68_L001	CD4_Glyco_hi
G4_P3_M68_L001	B
G4_P6_M68_L001	CD8T
G5_P1_M68_L001	CD4_Glyco_lo
G5_P3_M68_L001	NK
G5_P5_M68_L001	CD8T
G5_P6_M68_L001	Tprolif
G6_P3_M68_L001	CD8T
G6_P5_M68_L001	CD8T
G6_P6_M68_L001	CD8T
G7_P1_M68_L001	CD4_Glyco_hi
G7_P3_M68_L001	CD8T
G7_P5_M68_L001	CD8T
G7_P6_M68_L001	CD8T
G8_P3_M68_L001	CD4_Glyco_hi
G8_P5_M68_L001	CD8T
G9_P3_M68_L001	CD8T
G9_P6_M68_L001	CD8T
H10_P1_M68_L001	MonoMacro
H10_P3_M68_L001	CD8T
H10_P5_M68_L001	CD8T
H11_P6_M68_L001	CD4_Glyco_lo
H12_P1_M68_L001	CD8T
H12_P3_M68_L001	Tprolif
H12_P5_M68_L001	Tprolif
H12_P6_M68_L001	CD4_Glyco_lo
H1_P1_M68_L001	CD8T
H1_P3_M68_L001	Plasma
H1_P6_M68_L001	Tprolif
H2_P1_M68_L001	Plasma
H3_P1_M68_L001	CD8T
H3_P3_M68_L001	CD8T
H3_P6_M68_L001	CD8T
H4_P5_M68_L001	B
H4_P6_M68_L001	CD8T
H5_P3_M68_L001	CD4_Glyco_lo
H5_P5_M68_L001	CD4_Glyco_lo
H6_P6_M68_L001	NK
H7_P1_M68_L001	Tprolif
H7_P3_M68_L001	NK
H7_P5_M68_L001	CD4_Glyco_hi
H7_P6_M68_L001	CD8T
H8_P1_M68_L001	CD8T
H8_P3_M68_L001	CD4_Glyco_hi
H8_P5_M68_L001	CD8T
H8_P6_M68_L001	CD8T
H9_P5_M68_L001	CD4_Glyco_lo
A10_P1_M89_L001	CD8T
A10_P4_M89_L001	CD8T
A10_P5_M89_L001	MonoMacro
A11_P1_M89_L001	MonoMacro
A11_P3_M89_L001	MonoMacro
A11_P4_M89_L001	MonoMacro
A12_P3_M89_L001	MonoMacro
A12_P4_M89_L001	CD4_Glyco_hi
A2_P1_M89_L001	CD8T
A2_P5_M89_L001	CD8T
A3_P1_M89_L001	CD8T
A3_P4_M89_L001	CD4_Glyco_lo
A3_P5_M89_L001	MonoMacro
A4_P1_M89_L001	MonoMacro
A4_P3_M89_L001	CD8T
A4_P4_M89_L001	MonoMacro
A4_P5_M89_L001	CD8T
A5_P1_M89_L001	MonoMacro
A5_P3_M89_L001	CD8T
A5_P4_M89_L001	CD8T
A6_P1_M89_L001	CD8T
A6_P4_M89_L001	Tprolif
A6_P5_M89_L001	MonoMacro
A7_P4_M89_L001	CD8T
A7_P5_M89_L001	MonoMacro
A8_P1_M89_L001	MonoMacro
A8_P3_M89_L001	CD4_Glyco_lo
A8_P5_M89_L001	MonoMacro
A9_P4_M89_L001	MonoMacro
A9_P5_M89_L001	CD8T
B10_P3_M89_L001	MonoMacro
B10_P4_M89_L001	CD8T
B11_P1_M89_L001	CD8T
B11_P3_M89_L001	MonoMacro
B11_P4_M89_L001	pDC
B12_P1_M89_L001	CD8T
B12_P3_M89_L001	CD8T
B12_P4_M89_L001	CD4_Glyco_lo
B1_P4_M89_L001	MonoMacro
B2_P1_M89_L001	NK
B2_P3_M89_L001	CD8T
B2_P4_M89_L001	CD8T
B3_P1_M89_L001	CD4_Glyco_lo
B3_P5_M89_L001	CD4_Glyco_hi
B4_P4_M89_L001	CD8T
B5_P1_M89_L001	Tprolif
B5_P4_M89_L001	CD8T
B5_P5_M89_L001	CD4_Glyco_lo
B6_P1_M89_L001	CD8T
B6_P4_M89_L001	CD4_Glyco_hi
B6_P5_M89_L001	CD4_Glyco_lo
B7_P3_M89_L001	MonoMacro
B8_P1_M89_L001	MonoMacro
B8_P3_M89_L001	MonoMacro
B9_P3_M89_L001	CD4_Glyco_lo
B9_P4_M89_L001	pDC
B9_P5_M89_L001	CD4_Glyco_hi
C10_P1_M89_L001	CD8T
C10_P3_M89_L001	CD4_Glyco_hi
C10_P4_M89_L001	MonoMacro
C10_P5_M89_L001	MonoMacro
C11_P1_M89_L001	MonoMacro
C11_P4_M89_L001	MonoMacro
C11_P5_M89_L001	MonoMacro
C12_P1_M89_L001	CD8T
C12_P4_M89_L001	CD8T
C12_P5_M89_L001	CD8T
C1_P1_M89_L001	MonoMacro
C1_P3_M89_L001	MonoMacro
C1_P4_M89_L001	CD8T
C2_P1_M89_L001	CD8T
C2_P3_M89_L001	CD8T
C2_P5_M89_L001	Tprolif
C3_P1_M89_L001	Tprolif
C3_P3_M89_L001	MonoMacro
C3_P5_M89_L001	CD8T
C4_P1_M89_L001	CD4_Glyco_lo
C4_P3_M89_L001	CD8T
C4_P4_M89_L001	CD8T
