gene	set1	set2	set3	set4	mean_lfc	n_pos	consistent	detect
RHOT2	0.09005445384561259	0.32811646862396676	0.11504497906792527	0.2710258760221841	0.20106044438992218	4	True	0.07161447401561581
PRPS2	0.24977298859268737	0.3505635295473595	0.05968751239809891	0.1439409097278199	0.2009912350664914	4	True	0.1100606309731785
CKAP4	0.16646201404739835	0.4156234216189291	-0.029087221474812835	0.2506438655279361	0.2009105199298627	3	False	0.08981605179323811
AKAP1	-6.488324152617865e-05	0.41370503830092764	0.16376073946857514	0.22521605385644974	0.20065423709610658	3	False	0.17747405199876684
NKAPD1	0.036949693045649594	0.3230019601717896	0.2912419967257354	0.15025053624848017	0.2003610465479137	4	True	0.09554193602552262
SMARCA5	0.1575263327060769	0.1961682515841489	0.1588582428316932	0.2883736543586743	0.20023162037014836	4	True	0.3838274401654683
SLC19A1	0.11115091387214547	0.5727903513410302	0.05597885591801796	0.06089643113374614	0.20020413806623494	4	True	0.09927037303463158
SUV39H2	0.03775207940648855	0.4954801563937667	0.13598345168417664	0.13132368853236978	0.20013484400420042	4	True	0.08878840818004316
HSF1	0.1785485271801342	0.2059488185964806	0.33295016621917956	0.08248578165522819	0.19998332341275565	4	True	0.12430939226519337
GALNT6	0.2996693652738886	0.3372843699390659	0.28219159554749607	-0.1194889999276334	0.1999140827082043	3	False	0.06372260935269919
NOM1	0.04089273593730508	0.2560543643797597	0.19463759014172427	0.3077987254898975	0.19984585398717164	4	True	0.22525948001233173
DDRGK1	0.0005472890308511149	0.3329432111418157	0.24673067616844035	0.2190497087458336	0.1998177212717352	4	True	0.09855102250539513
SLC35B1	0.04750735835629597	0.39086094558407436	0.18349045018307084	0.17657034792289622	0.19960727551158436	4	True	0.08345227100999077
DDX3X	0.08797092159842328	0.1924583538038178	0.24859718254857655	0.2693168541908011	0.19958582803540467	4	True	0.3568403427558357
ITPRIP	0.3938662498913735	0.23990794090264375	0.14300126062811555	0.020625485668803487	0.19935023427273407	4	True	0.07203425405087734
EBPL	0.10957478986070307	0.3271068668510204	0.12866423805326221	0.2317554284447911	0.1992753308024442	4	True	0.14683905633448074
MED10	-0.0054630826044617135	0.18014630886236302	0.3795938656874819	0.2423192457283201	0.19914908441842583	3	False	0.12719335068424145
CARM1	0.10396264808933804	0.3170438665404595	0.15877686510318556	0.21635926463635521	0.1990356610923346	4	True	0.1349173033330535
RRP15	0.012893627158606029	0.31822704595181645	0.20938811346851874	0.2543844521882237	0.19872330969179122	4	True	0.3055159096633364
MTRES1	0.11340477888320571	0.3118531720932401	0.07311432609359425	0.29632071304958396	0.198673247529906	4	True	0.07346150617076652
IDH3A	0.048989817837264166	0.38666103391386614	0.05273494437953663	0.30574065788778704	0.19853161350461349	4	True	0.16321047770968014
AFG3L2	0.07209386901054626	0.3026992952464904	0.21222174148335796	0.205374690496693	0.1980973990592719	4	True	0.2493844183985029
RAE1	0.07758574734741332	0.2962430880266288	0.24435618444340887	0.17340340517007155	0.19789710624688064	4	True	0.12341999794471277
ADAT2	0.18371628714868968	0.33990361678351066	0.10122016947521437	0.1666941286336049	0.1978835505102549	4	True	0.18990853971842564
LRRC58	0.14243694444886973	0.31755259867849733	0.17911599592662486	0.15241683541747023	0.19788059361786553	4	True	0.21366803794811517
C2orf69	0.1445668178936658	0.059732125362064334	0.18046063368922136	0.4064323268589082	0.1977979759509649	4	True	0.060466543891958255
CSK	0.0930196032924578	0.15978398762092966	0.24758348584507262	0.29046869066650616	0.19771394185624155	4	True	0.18948870791705147
CLECL1	0.4051773096208243	0.2894881884795979	0.021258463800477776	0.07291671611527091	0.19721016950404274	4	True	0.08084963479136932
MCUR1	0.14943831442221814	0.1304799101442646	0.22587871889617941	0.28234855548245663	0.1970363747362797	4	True	0.10679204097053144
IFITM1	0.05103360280931858	0.29006701024650744	0.05183247645322527	0.39399890416988914	0.1967329984197351	4	True	0.18797749979010997
PUS1	0.07412672210926159	0.3456760725744992	0.15612113604902728	0.21088676521153	0.19670267398607955	4	True	0.17034673830912603
PTPA	0.06759446576869607	0.3324911936421384	0.2787936408388067	0.10779442212406308	0.19666843059342606	4	True	0.05389975652757955
TOMM70	0.09858159517639546	0.21823061452511783	0.18406389715214336	0.2853737442654995	0.19656246277978906	4	True	0.29163793952526346
CCDC58	0.2602261986814432	0.41540114825092567	-0.02420877945765109	0.13378195252017938	0.19630012999872426	3	False	0.1355889513894719
KCNK6	0.15823203678698758	0.29967677246351787	0.11804622043576815	0.20882835587116383	0.19619584638935939	4	True	0.07043908991688355
NOL11	0.04950680743923516	0.3182269403300616	0.16512501997001608	0.25183650304507427	0.19617381769609676	4	True	0.26944815537971434
GNL1	0.16867304911917727	0.30925586645512504	0.17582020357293485	0.1306414280997064	0.19609763681173586	4	True	0.14474015615817312
TXLNA	0.0579736131560372	0.30029526301264703	0.22973824517209115	0.19609752204634315	0.19602616084677962	4	True	0.2222003348763912
GLRX3	0.10718199001311446	0.22964785851185548	0.23489109423597251	0.2122347868301508	0.19598893239777332	4	True	0.24162538829653263
MVD	0.1302145088416806	0.3360043260023379	0.03309558943415548	0.2838717007994747	0.19579653126941216	4	True	0.12393381975131025
ACLY	0.13258220447230853	0.25107656130443523	0.08879704508908438	0.31007852325396695	0.19563358352994875	4	True	0.24519576610831365
NSUN2	0.10025167113873355	0.2652957429069153	0.12368310068680032	0.293234889463937	0.19561635104909655	4	True	0.29644866090168753
UTP6	0.01908947145818189	0.30960058316215167	0.1735037206359568	0.28019301427276055	0.19559669738226274	4	True	0.275202959613606
TIMM21	0.09339887836153556	0.3634761986438934	0.12611275465057198	0.19938039142636868	0.19559205577059238	4	True	0.08169766724899805
TNPO2	-0.07964019525216351	0.3806197663165298	0.17376771447843328	0.3075784869426757	0.19558144312136883	3	False	0.24683999588942554
AIMP2	0.017227300173535905	0.30726761633667204	0.25875863826609663	0.1987867722667873	0.19551008176077297	4	True	0.16103175418764773
LARP1	0.0291300802645052	0.39521202220478746	0.14278713452919026	0.2147655751388833	0.19547370303434156	4	True	0.5318055698283836
ARL5A	0.0714227547109702	0.2585758063770157	0.28980470583640283	0.16152754896818572	0.19533270397314362	4	True	0.19670892452354966
SELENOS	0.014510557144727316	0.21625030198499987	0.21444462979442142	0.33576208679407016	0.19524189392955468	4	True	0.21467551003274285
SLC25A38	0.26717318115514704	0.16630161630627321	0.21434272563156434	0.1330518081170646	0.1952173328025123	4	True	0.08138937416503957
FURIN	0.12280602548365445	0.19739847276132017	0.2625666747982968	0.19715207864630266	0.19498081292239353	4	True	0.08731424733439677
MSMO1	0.002763627152723533	0.387737058223315	0.1600103750828281	0.22908717302188245	0.19489955837018727	4	True	0.29863323399445074
ARF6	0.09979208732354394	0.300853577583095	0.1605216741430113	0.21816985672876066	0.19483429894460272	4	True	0.25144824112165226
MPV17	0.06036001791290418	0.4797576942894057	0.0286835908752321	0.21014861132710233	0.19473747860116108	4	True	0.10276215263202082
ARMCX3	0.23681998067304788	0.04886064260421772	0.21087779448880886	0.2821768187730112	0.1946838091347714	4	True	0.1313911510368567
COPB2	0.08687647248244572	0.2484470908861407	0.22507021183423184	0.21817200735882245	0.1946414456404102	4	True	0.23121484342204685
DIS3	0.17404963855438998	0.17659995381143573	0.197967768235999	0.22886675544380178	0.19437102901140663	4	True	0.31322577330181894
XYLB	0.29312679634961103	0.2766986437565685	0.026369480348660816	0.18072773298852562	0.1942306633608415	4	True	0.06905765080670023
SSU72	0.007200982888594252	0.34390107402164694	0.35638473539242604	0.06886089874785317	0.19408692276263012	4	True	0.17210981445722442
DNAJA3	0.07946809370674227	0.3206323877137773	0.1575280964974534	0.2181603857209661	0.19394724090973475	4	True	0.20141046091847872
ERCC1	0.07659519707846497	0.26685728027695194	0.24343621879524321	0.18873117670469494	0.19390496821383876	4	True	0.09084039963059357
SEC13	0.0770624315767611	0.195101433569397	0.24339417536547664	0.25977276445604397	0.19383270124191965	4	True	0.1776509109226765
NUDT5	0.1352232204251781	0.24017030836977268	0.19157471833442064	0.20810134528879015	0.1937673981045404	4	True	0.21669045420199815
SNTB1	0.10653361568812628	0.5085913630666129	0.013505064762326208	0.1456550920216516	0.19357128388467923	4	True	0.25253619619816803
STX4	0.08016390304465802	0.15639069166407993	0.40606394620711883	0.13165363329264013	0.19356804355212423	4	True	0.051297120308958104
BOD1	0.04690094091883228	0.43198316763805766	0.1558352771479038	0.13923699094825534	0.19348909416326227	4	True	0.05220131980695361
NKRF	-0.001521710129651454	0.3553603241851277	0.11377225498992288	0.306153384614444	0.19344106341496078	3	False	0.14232864042749974
RMDN3	-0.032267782428744285	0.37069286974730614	0.20791744376266172	0.22725312207890136	0.19339891329003123	3	False	0.13647107183228857
WBP11	0.1908973737014781	0.25448545622746743	0.20621176901511099	0.12173901275765862	0.19333340292542878	4	True	0.24540129483095263
PPIE	0.26025569813561145	0.12070381190396351	0.11223574512423484	0.27942990251780114	0.19315628942040275	4	True	0.07111073797330199
TTF1	0.09278455702405818	0.2557643291804603	0.14680668368297356	0.2772482244775999	0.193150948591273	4	True	0.191839476114516
TAF7	0.21970965507318943	0.14639673484126087	0.29175008479718795	0.11371336625408845	0.19289246024143167	4	True	0.18753077908007484
GNPNAT1	0.25753565664946737	0.03387901710995956	0.17885253475528792	0.3011461523778495	0.19285334022314107	4	True	0.10108303249097472
PHAX	0.0782421311248685	0.3013187403123792	0.23172788896558336	0.15953639758461866	0.19270628949686244	4	True	0.1893947179118282
BEND3	-0.037658178511144676	0.21472405808249304	0.25843303364798553	0.33505069312312286	0.19263740158561418	3	False	0.055944055944055944
PLAGL2	0.12244099038809023	0.3433549936519981	0.12170606044304418	0.1808220679544748	0.19208102810940186	4	True	0.21673003802281368
DIMT1	0.046383794869260836	0.3027386405962209	0.20431177277330922	0.2148013996766549	0.19205890197886147	4	True	0.18411552346570398
FANCB	0.12672924213185247	0.4336170899954121	-0.01623889750244016	0.22395319445787784	0.19201515727067558	3	False	0.06093926626246018
AIMP1	0.07238144824870665	0.3787972354467623	0.20209614009099303	0.1146381207975135	0.19197823614599388	4	True	0.27756653992395436
GPATCH11	-0.01716619716612349	0.19114735202738775	0.21951938794001621	0.3742557543722386	0.19193907429337975	3	False	0.07270590210729577
SLC31A1	0.21670083803372175	0.39337581475352873	0.03419855310041519	0.12123626573355041	0.19137786790530403	4	True	0.08336831500293845
KCNAB2	0.20587490929133914	0.30046832333105966	0.06722310491248115	0.19143901415601844	0.19125133792272458	4	True	0.34816565615044703
PSMB7	0.14355256562389068	0.19974441503669377	0.19982655772818686	0.22184588379078193	0.19124235554488833	4	True	0.35864762100503544
FBXO41	-0.054679447104328274	0.4036945148268093	0.14935877798090236	0.266475005515444	0.19121221280470685	3	False	0.08488336244990237
PLS1	0.23159153113710818	0.5428686859720786	0.05512116826837563	-0.06494544601034177	0.19115898484180516	3	False	0.05020569221727814
CHID1	0.12645552123369339	0.2887049548748137	0.10807807600737032	0.24131530775617818	0.19113846496801387	4	True	0.11427396978727777
TBL2	0.2589717555828133	0.4070943377969749	0.07331753393989382	0.02513047010938788	0.19112852435726746	4	True	0.07244887473024356
PPIH	0.09517494222851398	0.2581207831753294	0.10480985541981949	0.30603741656008526	0.19103574934593703	4	True	0.13431302024457917
LRR1	0.31410878469867637	0.03944893594986709	0.2549709448405126	0.15508264181002945	0.1909028268247714	4	True	0.06103601712702544
EXOSC9	0.13505172657543493	0.25006885069603496	0.20581668764112437	0.17262887492456938	0.1908915349592909	4	True	0.15682982117370498
GART	0.08593296185286693	0.3216449753367428	0.1577481376412606	0.1973755659149356	0.1906754101864515	4	True	0.3473435412598911
ISCU	0.2365480327042961	0.24365205215366018	0.15890593257687213	0.1235099228513159	0.19065398507153608	4	True	0.06473008143732684
METTL2A	0.12064204916169165	0.2969650975990484	0.17467402325087134	0.17014066784607032	0.1906054594644204	4	True	0.1264377466207707
HIF1A-AS2	0.04688747313871151	0.40507881890595254	0.1506285042530524	0.1589707930778968	0.1903913973439033	4	True	0.08210872469427602
AKR1A1	0.12547074599032773	0.26907955718256765	0.1408429338801095	0.2258770304882112	0.19031756688530402	4	True	0.18621442364201157
RRP8	0.09462937881167743	0.1589831772306258	0.21834729020548715	0.2889218149543556	0.19022041530053652	4	True	0.08798589539081521
SLC39A6	0.17358100107268618	0.2817415644235084	0.1132373176208298	0.19090582185435512	0.18986642624284486	4	True	0.15949028876785531
MLEC	-0.025201175598283554	0.4559057653568228	0.07768582549876987	0.2510210748603657	0.18985287252941868	3	False	0.2897954989209742
ABHD17A	0.17525536657156102	0.2774797933539066	0.0863767024698987	0.2200938867011438	0.18980143727412754	4	True	0.07220216606498195
SMC3	0.14235793485084774	0.23509529916339156	0.20870888249175185	0.17252584804678428	0.18967199113819386	4	True	0.3436319368650827
PPP6R1	0.1144819260005371	0.3756572582447358	0.15022395486285647	0.11740547879468693	0.18944215447570406	4	True	0.17437662664763665
GABARAPL2	0.11218553081506488	0.13093683806333278	0.2925149491565575	0.22208093926533404	0.1894295643250723	4	True	0.06288304928217614
CORO1C	0.3022376416664059	0.12910688171643936	0.12221322466969793	0.20413138409444445	0.1894222830367469	4	True	0.10754764503400219
SMDT1	-0.1115170326509724	0.3427683972797474	0.22780597105078085	0.2983121314906696	0.18934236679255637	3	False	0.09512215599026111
HSPA1A	0.22550004009992947	0.11916125174901965	0.23489976753855557	0.17713199896664714	0.18917326458853795	4	True	0.05627174135461428
SLC39A14	-0.01755732216234048	0.36559947082300626	0.15177928328629903	0.2567033043903509	0.18913118408432894	3	False	0.21518857260302127
NUDT19	0.13208358374238122	0.34009554256428565	0.17045470188686737	0.1138367740521969	0.1891176505614328	4	True	0.09453446394089497
CERS2	0.06358033391189759	0.33590048212808593	0.014759831575628544	0.3420855228208648	0.18908154260911922	4	True	0.08580303920745529
CAMTA2	0.14368299429405645	0.32853433254296416	0.07772954968408721	0.20636424734699874	0.18907778096702665	4	True	0.1078834690622114
PEX10	0.0705035744221013	0.511196251683727	0.058808466234833	0.11576144797505336	0.18906743507892868	4	True	0.06813277155482479
CDC23	0.15721078809602346	0.2390966428035443	0.19245162794974127	0.1673634802831892	0.18903063478312454	4	True	0.08889117254136265
NDUFB1	0.2172770810230717	0.2440215212845528	0.12130052531900543	0.17342593530738593	0.18900626573350396	4	True	0.11821005792964487
NAA50	0.06490533793738168	0.27003476269435817	0.12615936941083084	0.2946205702205122	0.1889300100657707	4	True	0.4367485356078512
WDR43	0.06592570125012479	0.3432974611193737	0.14661980309087352	0.19958846974411001	0.18885785880112052	4	True	0.5690062686260405
PSMD12	0.15957628158004952	0.3000283544949155	0.10949824157396813	0.18529369314782834	0.18859914269919037	4	True	0.3939985612989415
RPAIN	0.24299244655104946	0.2332247131741654	0.10027091107543697	0.17771314411129907	0.1885503037279877	4	True	0.16598102594240619
ITPA	0.04303833233897519	0.25923314671306674	0.277310522810841	0.17426057980630338	0.1884606454172966	4	True	0.1631265217026278
FMNL2	0.27737902916594437	0.2977022507442246	-0.015901410664077582	0.1931743178599349	0.18808854677650658	3	False	0.0628385698808234
SMIM10L1	0.031850524330823804	0.23923505442565926	0.23015079876087874	0.2509084000270577	0.1880361943861049	4	True	0.08168919486189237
SLC25A33	0.14828671270993007	0.2509192708820028	0.1250916568969039	0.22772609568414048	0.1880059340432443	4	True	0.2105616656871799
GRPEL2	0.33822785155369417	0.27936875186369503	0.11749172022212728	0.015965218410688136	0.18776338551255115	4	True	0.08488336244990237
HSPA14	0.046880780040501946	0.2780296530402114	0.11302767073684548	0.3130539667768753	0.18774801764860855	4	True	0.19368650826966669
HIGD1A	0.09090381531058322	0.17087974600382866	0.3058813598973549	0.1822419491401145	0.18747671758797033	4	True	0.09176391570816891
SLC50A1	0.1699550437311237	0.18906385787333319	0.16627772365330648	0.22447860843947162	0.18744380842430874	4	True	0.07606414238938797
CENPN	0.11397512929610987	0.17218026951114662	0.24321317607761497	0.22032111438764665	0.18742242231812953	4	True	0.05025177268523276
ZFAS1	0.14414122444052924	0.283900202190902	0.17445065629379314	0.1468446499471222	0.18733418321808665	4	True	0.38783269961977185
DDIT3	0.5881700380903755	0.32831969565815533	-0.0017242754462857251	-0.1664301658600962	0.18708382311053723	2	False	0.06875996977583747
KCNJ14	0.1747997101855409	0.2531972607695348	0.1191648678886702	0.2009877402105758	0.18703739476358044	4	True	0.059692721014188564
ARL1	0.037609278494285144	0.21021787249377263	0.24608582874144042	0.2536115819738123	0.18688114042582762	4	True	0.12701675059089507
MAPKAPK3	0.09656976210322302	0.24386210958735677	0.23253618043365362	0.17433241677526456	0.1868251172248745	4	True	0.13751993955167494
DDB1	0.11662215014267024	0.25445796926001096	0.20913167155951362	0.16650775050988115	0.186679885368019	4	True	0.24070187221895728
POLR1B	0.11158561853151011	0.3315114799474586	0.11511210850210399	0.18819527301903324	0.1866011200000265	4	True	0.2697564484636728
SNHG7	0.1171874246031112	0.36768771538122685	0.09835590369862712	0.1631629425819932	0.1865984965662396	4	True	0.12236545938203397
DUSP12	0.14091999821638354	0.1357304771640057	0.2428787914721151	0.22641519509433242	0.18648611548670918	4	True	0.06278902476621108
PEF1	0.17563956055552193	0.3583419234186063	0.015399224013167944	0.19632695726768182	0.1864269163137445	4	True	0.060364369070607
SCAMP3	0.011852707964907158	0.3702131432629117	0.19352918584850987	0.17003416499689739	0.18640730051830653	4	True	0.19597163703627582
DBF4	0.03894587755538565	0.26421039563376914	0.1956098035441582	0.24674186870541873	0.18637698635968292	4	True	0.18512299555033163
GADD45A	0.15036828331206006	0.15512087336963865	0.33472736238661943	0.1050333189106739	0.18631245949474803	4	True	0.05683821677441021
STOM	0.21455273387458584	0.1652010800585765	0.1524061735589853	0.21304080499716258	0.18630019812232756	4	True	0.10007556040634707
DDOST	0.06838963750533633	0.40115926476988323	0.08172864554497712	0.19364793719433257	0.18623137125363232	4	True	0.1906278902476621
PLIN2	0.3913648029837811	-0.004628727767706212	0.07296966662935031	0.2852068880975651	0.1862281574857476	3	False	0.058517336915456304
GOT2	0.10409946959070393	0.3372505274843652	0.17802104720230333	0.12491699715958367	0.18607201035923904	4	True	0.14695303668687698
QPCTL	0.24028487274315333	0.377962131418425	-0.049716523342646556	0.175380864970097	0.18597783644725718	3	False	0.08462765510872303
FCF1	0.10171713346050998	0.12233342773887791	0.20463575264042844	0.3150603196135158	0.18593665836333303	4	True	0.12929225086054907
MBOAT7	0.06974127076289838	0.3261822733710397	0.18184152250271285	0.16538854960712035	0.18578840406094282	4	True	0.11274810722324534
DPY30	0.15852414328810366	0.19884062935880123	0.09681776872880549	0.28892720144831097	0.18577743570600536	4	True	0.10041138443455629
TIMM9	0.07809291416832581	0.2289883326765455	0.25377124135528245	0.18160135991476242	0.18561346202872905	4	True	0.179162119049618
CNPY2	-0.0731057504710445	0.3985019036997197	0.1480477800634106	0.26798001764107837	0.18535598773329104	3	False	0.2504367485356079
MAPKAPK2	0.09411724154330325	0.24983374801827066	0.20300334281122534	0.19399586932026233	0.1852375504232654	4	True	0.11401225757702964
C9orf16	0.12562877836816508	0.32466229082972176	0.18852601277642922	0.10175422811437093	0.18514282752217176	4	True	0.09940391234992864
ZNF330	0.2680161361147527	0.13887128640211632	0.0819164116645024	0.25156974904550394	0.18509339580671885	4	True	0.15455759942451958
TXNL1	0.14195838825034923	0.1200544949413907	0.2817243283254397	0.19662723459456496	0.18509111152793617	4	True	0.26185878599613804
ACOT7	0.12263858402313088	0.2575582897978821	0.1736222630593253	0.18625938192971983	0.1850196297025145	4	True	0.12828477877592143
ENSA	0.06576350635448304	0.37855319642362467	0.18743688239990555	0.1082445119770165	0.18499952428875743	4	True	0.17907816304256569
HEATR1	0.0708945333049486	0.2557954781244991	0.1240982468028213	0.28912220510812386	0.1849776158350982	4	True	0.4056109341280444
CLN8	0.02395058720830516	0.2758890686090417	0.14803638856140477	0.29193765689609974	0.18495342531871284	4	True	0.0750566703047603
CCDC167	0.020257522548223095	0.3000683316484122	0.15299518052056413	0.26635270265823113	0.18491843434385763	4	True	0.07085886995214508
TLN1	0.20672035892649568	0.10307229023316371	0.1460992913571872	0.2836662319207675	0.18488954310940353	4	True	0.22377622377622378
SEC61A1	0.17383983732005803	0.23021063727560484	0.08431300453302215	0.25105993542771404	0.1848558536390998	4	True	0.2548598322078985
VBP1	0.027878522122318138	0.27828666976783983	0.18675490187799393	0.24593082926001988	0.18471273075704295	4	True	0.14507598018638235
ARL8A	0.08265334275578443	0.1859402645257045	0.17626751542545416	0.29391603379507253	0.1846942891255039	4	True	0.05818151288724708
RASSF1	0.12346074293661187	0.26871563507277224	0.2183708096122767	0.12754024042007772	0.18452185701043464	4	True	0.09226765175048275
TMED7	0.17234793563083697	0.4288551403196306	0.0774756740068498	0.05885089570420401	0.18438241141538037	4	True	0.1617511047168842
PFAS	-0.003199926753865252	0.4267725907313248	0.1026312063667891	0.21097165327900824	0.18429388090581422	3	False	0.13164114685027234
JUND	0.12516464848520178	0.19669710359235684	0.18889970095319947	0.225488951948592	0.1840626012448375	4	True	0.10814405565786782
RHOA	0.10005706717812285	0.1789738879695791	0.16471872509839025	0.29185045126003467	0.18390003287653173	4	True	0.40114180169591135
SLC25A37	0.05967683291633622	0.3512019820587579	0.1704744252880696	0.1538930111926626	0.1838115628639566	4	True	0.1889836604665502
DOT1L	0.11349850697515235	0.22871144053799247	0.2792913352646076	0.11334794782818548	0.18371230765148447	4	True	0.1517085047435144
NEU1	-0.06391081658643889	0.4102692119683137	0.2026147627882166	0.18486239718758218	0.1834588888394184	3	False	0.06170766518344387
NLN	0.05245422582707228	0.37921160848383295	0.2168758962130523	0.08505868100775299	0.18340010288292763	4	True	0.1757270578563354
CRELD2	0.042414181230170156	0.21893314360859134	0.20494871425284755	0.26692389376494424	0.18330498321413832	4	True	0.0826225465008735
TMEM222	0.0144764954909569	0.24459811847849058	0.22888399810941298	0.24504670220633823	0.18325132857129967	4	True	0.06292203806015961
TOR1A	0.05593173184625149	0.28028521475570206	0.13297838608116005	0.2637611643144697	0.18323912424939584	4	True	0.1011201315383825
EDC4	0.10473056083980051	0.05115370970066268	0.19259290319996397	0.3844568221942994	0.18323349898368163	4	True	0.05020569221727814
CEP85	0.105427981756119	0.25666980599640365	0.19008633714515744	0.18063700102027905	0.18320528147948978	4	True	0.09478633196205188
CD99	0.1416588776350506	0.3526461893378839	0.11114854872853745	0.12649380747478112	0.18298685579406326	4	True	0.25177268523276125
NADK	-0.028268901118179462	0.3055874549670937	0.13406928267661772	0.32045979589174234	0.18296190810431856	3	False	0.1005792964486609
DNAAF5	0.07184817650901526	0.31683259437244754	0.10843754743308395	0.23388562909291186	0.18275098685186467	4	True	0.1278649987406599
TGS1	0.04505797893488736	0.143106556404358	0.20884721716814164	0.333973267337899	0.1827462549613215	4	True	0.36388860343232965
CHMP2B	0.1690977174643009	0.13009446597577343	0.1647374882784898	0.26696979914819036	0.1827248677166886	4	True	0.15657795315254808
TRIM65	-0.003013472780703638	0.33924170071995735	0.10744614970796812	0.28719412382417125	0.1827171253678483	3	False	0.0639744773738561
PER2	0.23334003930772593	0.16724147245352752	0.22298000346874508	0.10717506752348427	0.18268414568837069	4	True	0.07524869496700483
ARPC2	0.12783400714446555	0.14922688457724986	0.2937230349123322	0.15957209827739993	0.1825890062278619	4	True	0.4774578121064562
CYP51A1	-0.01032616735032169	0.3893675467397293	0.09247981850413226	0.25859037165671667	0.18252789238756412	3	False	0.43212413934847393
RINL	0.24001241946043841	0.1922966927745407	0.0797677915828077	0.21797670585215592	0.18251340241748568	4	True	0.08200596033295653
XRCC3	0.013679899596059536	0.42288722437596177	0.09941222366113632	0.19340944785929193	0.18234719887311238	4	True	0.07573733429246737
KLHL29	0.20823316914058085	0.26957230489591233	0.12778019345977237	0.12378395944230823	0.18234240673464347	4	True	0.051176651937108214
SRSF6	0.08038476239748092	0.25435073717181494	0.19649602218162396	0.19722960165423076	0.18211528085128764	4	True	0.252203845185123
YWHAE	0.06623199407227354	0.2809463782073046	0.1890808190563967	0.1919135417136327	0.1820431832624019	4	True	0.5208630677524977
CEBPG	0.2681396451361917	0.2574367980812439	0.24650410153583477	-0.043962889318136876	0.1820294138587834	3	False	0.1138579730129026
NDUFS2	0.018113405731701743	0.14181519146877694	0.3190459874625055	0.24853973820877903	0.1818785807179408	4	True	0.11149933203165142
TAF6	0.18993319301011202	0.04511127633365061	0.19379740266238774	0.29825024040016723	0.18177302810157941	4	True	0.05314415246410881
SUPT5H	0.09594347946746543	0.18504121970541612	0.2422207894088432	0.20378732276445893	0.1817482028365459	4	True	0.24884560490303081
CCDC47	0.05949501937973833	0.32012638078528344	0.13989245469024633	0.20725296565920942	0.18169170512861937	4	True	0.37920049326893435
PPP1R7	0.17563544193841504	0.1422174693547387	0.20103887758784977	0.20709498050301786	0.18149669234600535	4	True	0.12551423054319535
PGD	-0.044976013163809295	0.18965647075002343	0.20101703406974164	0.3799720473628858	0.1814173847547104	3	False	0.13708765800020553
MGAT2	0.10914402918493704	0.19990391309282976	0.2938469535137733	0.12209906024759752	0.1812484890097844	4	True	0.06338678532448996
AIFM1	0.08651886533652568	0.40136394559230426	0.09778951488129892	0.1389679603726004	0.1811600715456823	4	True	0.13790977289076148
HIVEP3	-0.0445726330524496	0.5587219092239367	0.038797919350362406	0.17162180624267492	0.18114225044113108	3	False	0.46521426369335117
KNOP1	0.1414024768467577	0.2290519308096329	0.08102509930770165	0.27250459252762715	0.18099602487292984	4	True	0.16153135756863404
EIF2B4	0.09031605322944218	0.17141601851558622	0.2714527078964672	0.1907351832136972	0.1809799907137982	4	True	0.0669122160834868
PTDSS2	-0.03703557863445039	0.33251294608580123	0.3929528967038209	0.03506725793441146	0.1808743805223958	3	False	0.07043908991688355
UBALD2	0.10853413220335105	0.27092384061718244	0.2402178232561761	0.10381594976895185	0.18087293646141536	4	True	0.14658718831332382
ZDHHC9	0.0335451800346736	0.2742068214596236	0.199369584293585	0.21633719097622134	0.1808646941910259	4	True	0.06494707635392045
PDIA6	0.16335074138403516	0.2607299733178944	0.08266000870060558	0.2166064099229897	0.18083678333138123	4	True	0.4173260713184668
CHD4	0.17059635327416564	0.18914862790795925	0.1671961499257511	0.19538817476216563	0.1805823264675104	4	True	0.4247020585048754
IL21	0.009181303744374574	0.5827298083599655	-0.052282466273678434	0.182534466238939	0.18054077801740015	3	False	0.06731065666426883
SMC2	0.07366362555860444	0.35513105352270424	0.07783579462930325	0.21546875976163524	0.1805248083680618	4	True	0.14017058883979036
BST2	0.030591518904276787	0.32437297502572415	0.15308237530742913	0.21380807261479298	0.18046373546305575	4	True	0.14767861640500377
BLOC1S2	0.16083598848755487	0.17452376800152497	0.2368842753508181	0.14949639255566163	0.18043510609888988	4	True	0.10175468054739317
RBBP7	0.23022790991845818	0.15611968499138387	0.15242548494837857	0.18258086874273877	0.18033848715023987	4	True	0.1665687179917723
ACTL6A	0.0823742806305537	0.24073094334885325	0.1595650123522098	0.2376611910839374	0.18008285685388853	4	True	0.16346234573083704
MCRS1	0.2062208841138898	0.2880852376008681	0.16336259690636173	0.06251122491499803	0.18004498588402942	4	True	0.06494707635392045
HGS	0.05585062961008338	0.13475716790895748	0.19869588262406043	0.32949835221185475	0.179700508088739	4	True	0.11469204010640474
HAUS7	-0.08176981158156002	0.48438928447133445	0.1297709500010216	0.18601040239140906	0.17960020632055126	3	False	0.06700236358031035
MRPS5	0.13308000194292008	0.20601508039948355	0.13144866237069402	0.24784140825946493	0.17959628824314064	4	True	0.2715976828142054
ASNSD1	0.11525537403058714	0.2993178042146729	0.1805167834571051	0.12199467607892232	0.17927115944532188	4	True	0.05918898497187474
PNPT1	0.006949861171273399	0.35921193323288253	0.11638567178334477	0.23372281280402268	0.17906756974788085	4	True	0.3798170794368513
