gene	malignant	CD4	diff
MLANA	2.12393787580957	0.129634432407794	1.99430344340177
PTPRC	0.03531864988139	2.54701947610886	-2.51170082622747
TPI1	1.59861397240351	0.770083819852303	0.828530152551203
