direction	partner	pathway	interaction_name	ligand	receptor	prob_hi	prob_lo	pval_hi	pval_lo	delta_prob	abs_delta	sig_hi	sig_lo	sig_either
Incoming_partner_to_CD4	B	CCL	CCL5_CCR1	CCL5	CCR1	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	B	CCL	CCL3_CCR1	CCL3	CCR1	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	B	CCL	CCL3L1_CCR1	CCL3L1	CCR1	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	B	CCL	CCL3L3_CCR1	CCL3L3	CCR1	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	B	CCL	CCL8_CCR1	CCL8	CCR1	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	B	CCL	CCL7_CCR1	CCL7	CCR1	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	B	CCL	CCL13_CCR1	CCL13	CCR1	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	B	CCL	CCL14_CCR1	CCL14	CCR1	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	B	CCL	CCL15_CCR1	CCL15	CCR1	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	B	CCL	CCL16_CCR1	CCL16	CCR1	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	B	CCL	CCL23_CCR1	CCL23	CCR1	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	B	CCL	CCL8_CCR2	CCL8	CCR2	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	B	CCL	CCL7_CCR2	CCL7	CCR2	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	B	CCL	CCL2_CCR2	CCL2	CCR2	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	B	CCL	CCL27_CCR2	CCL27	CCR2	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	B	CCL	CCL5_CCR3	CCL5	CCR3	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	B	CCL	CCL7_CCR3	CCL7	CCR3	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	B	CCL	CCL11_CCR3	CCL11	CCR3	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	B	CCL	CCL24_CCR3	CCL24	CCR3	0	0	1	1	0	0	FALSE	FALSE	FALSE
