direction	partner	pathway	interaction_name	ligand	receptor	prob_hi	prob_lo	pval_hi	pval_lo	delta_prob	abs_delta	sig_hi	sig_lo	sig_either
Incoming_partner_to_CD4	B	CCL	CCL26_CCR3	CCL26	CCR3	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	B	CCL	CCL28_CCR3	CCL28	CCR3	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	B	CCL	CCL27_CCR3	CCL27	CCR3	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	B	CCL	CCL17_CCR4	CCL17	CCR4	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	B	CCL	CCL22_CCR4	CCL22	CCR4	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	B	CCL	CCL5_CCR4	CCL5	CCR4	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	B	CCL	CCL4_CCR5	CCL4	CCR5	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	B	CCL	CCL5_CCR5	CCL5	CCR5	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	B	CCL	CCL3_CCR5	CCL3	CCR5	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	B	CCL	CCL20_CCR6	CCL20	CCR6	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	B	CCL	CCL19_CCR7	CCL19	CCR7	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	B	CCL	CCL21_CCR7	CCL21	CCR7	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	B	CCL	CCL19_ACKR4	CCL19	ACKR4	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	B	CCL	CCL21_ACKR4	CCL21	ACKR4	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	B	CCL	CCL1_CCR8	CCL1	CCR8	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	B	CCL	CCL25_CCR9	CCL25	CCR9	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	B	CCL	CCL25_ACKR4	CCL25	ACKR4	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	B	CCL	CCL28_CCR10	CCL28	CCR10	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	B	CCL	CCL27_CCR10	CCL27	CCR10	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	B	CCL	CCL1_ACKR4	CCL1	ACKR4	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	B	CCL	CCL13_ACKR4	CCL13	ACKR4	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	B	CCL	CCL8_ACKR4	CCL8	ACKR4	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	B	CCL	CCL2_ACKR2	CCL2	ACKR2	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	B	CCL	CCL3_ACKR2	CCL3	ACKR2	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	B	CCL	CCL3L1_ACKR2	CCL3L1	ACKR2	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	B	CCL	CCL4_ACKR2	CCL4	ACKR2	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	B	CCL	CCL5_ACKR2	CCL5	ACKR2	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	B	CCL	CCL7_ACKR2	CCL7	ACKR2	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	B	CCL	CCL8_ACKR2	CCL8	ACKR2	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	B	CCL	CCL11_ACKR2	CCL11	ACKR2	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	B	CCL	CCL13_ACKR2	CCL13	ACKR2	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	B	CCL	CCL22_ACKR2	CCL22	ACKR2	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	B	CCL	CCL24_ACKR2	CCL24	ACKR2	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	B	CCL	CCL26_ACKR2	CCL26	ACKR2	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	B	CCL	CCL14_ACKR2	CCL14	ACKR2	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	B	CCL	CCL17_ACKR2	CCL17	ACKR2	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	MonoMacro	CCL	CCL3L1_CCR1	CCL3L1	CCR1	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	MonoMacro	CCL	CCL3L3_CCR1	CCL3L3	CCR1	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	MonoMacro	CCL	CCL8_CCR1	CCL8	CCR1	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	MonoMacro	CCL	CCL7_CCR1	CCL7	CCR1	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	MonoMacro	CCL	CCL13_CCR1	CCL13	CCR1	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	MonoMacro	CCL	CCL14_CCR1	CCL14	CCR1	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	MonoMacro	CCL	CCL15_CCR1	CCL15	CCR1	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	MonoMacro	CCL	CCL16_CCR1	CCL16	CCR1	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	MonoMacro	CCL	CCL23_CCR1	CCL23	CCR1	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	MonoMacro	CCL	CCL8_CCR2	CCL8	CCR2	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	MonoMacro	CCL	CCL7_CCR2	CCL7	CCR2	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	MonoMacro	CCL	CCL2_CCR2	CCL2	CCR2	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	MonoMacro	CCL	CCL27_CCR2	CCL27	CCR2	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	MonoMacro	CCL	CCL5_CCR3	CCL5	CCR3	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	MonoMacro	CCL	CCL7_CCR3	CCL7	CCR3	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	MonoMacro	CCL	CCL11_CCR3	CCL11	CCR3	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	MonoMacro	CCL	CCL24_CCR3	CCL24	CCR3	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	MonoMacro	CCL	CCL26_CCR3	CCL26	CCR3	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	MonoMacro	CCL	CCL28_CCR3	CCL28	CCR3	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	MonoMacro	CCL	CCL27_CCR3	CCL27	CCR3	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	MonoMacro	CCL	CCL17_CCR4	CCL17	CCR4	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	MonoMacro	CCL	CCL22_CCR4	CCL22	CCR4	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	MonoMacro	CCL	CCL5_CCR4	CCL5	CCR4	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	MonoMacro	CCL	CCL20_CCR6	CCL20	CCR6	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	MonoMacro	CCL	CCL19_CCR7	CCL19	CCR7	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	MonoMacro	CCL	CCL21_CCR7	CCL21	CCR7	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	MonoMacro	CCL	CCL19_ACKR4	CCL19	ACKR4	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	MonoMacro	CCL	CCL21_ACKR4	CCL21	ACKR4	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	MonoMacro	CCL	CCL1_CCR8	CCL1	CCR8	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	MonoMacro	CCL	CCL25_CCR9	CCL25	CCR9	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	MonoMacro	CCL	CCL25_ACKR4	CCL25	ACKR4	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	MonoMacro	CCL	CCL28_CCR10	CCL28	CCR10	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	MonoMacro	CCL	CCL27_CCR10	CCL27	CCR10	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	MonoMacro	CCL	CCL1_ACKR4	CCL1	ACKR4	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	MonoMacro	CCL	CCL13_ACKR4	CCL13	ACKR4	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	MonoMacro	CCL	CCL8_ACKR4	CCL8	ACKR4	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	MonoMacro	CCL	CCL2_ACKR2	CCL2	ACKR2	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	MonoMacro	CCL	CCL3_ACKR2	CCL3	ACKR2	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	MonoMacro	CCL	CCL3L1_ACKR2	CCL3L1	ACKR2	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	MonoMacro	CCL	CCL4_ACKR2	CCL4	ACKR2	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	MonoMacro	CCL	CCL5_ACKR2	CCL5	ACKR2	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	MonoMacro	CCL	CCL7_ACKR2	CCL7	ACKR2	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	MonoMacro	CCL	CCL8_ACKR2	CCL8	ACKR2	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	MonoMacro	CCL	CCL11_ACKR2	CCL11	ACKR2	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	MonoMacro	CCL	CCL13_ACKR2	CCL13	ACKR2	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	MonoMacro	CCL	CCL22_ACKR2	CCL22	ACKR2	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	MonoMacro	CCL	CCL24_ACKR2	CCL24	ACKR2	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	MonoMacro	CCL	CCL26_ACKR2	CCL26	ACKR2	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	MonoMacro	CCL	CCL14_ACKR2	CCL14	ACKR2	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	MonoMacro	CCL	CCL17_ACKR2	CCL17	ACKR2	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	MonoMacro	CCL	CCL5_CCR1	CCL5	CCR1	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	MonoMacro	CCL	CCL3_CCR1	CCL3	CCR1	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	MonoMacro	CCL	CCL3L1_CCR1	CCL3L1	CCR1	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	MonoMacro	CCL	CCL3L3_CCR1	CCL3L3	CCR1	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	MonoMacro	CCL	CCL8_CCR1	CCL8	CCR1	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	MonoMacro	CCL	CCL7_CCR1	CCL7	CCR1	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	MonoMacro	CCL	CCL13_CCR1	CCL13	CCR1	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	MonoMacro	CCL	CCL14_CCR1	CCL14	CCR1	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	MonoMacro	CCL	CCL15_CCR1	CCL15	CCR1	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	MonoMacro	CCL	CCL16_CCR1	CCL16	CCR1	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	MonoMacro	CCL	CCL23_CCR1	CCL23	CCR1	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	MonoMacro	CCL	CCL8_CCR2	CCL8	CCR2	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	MonoMacro	CCL	CCL7_CCR2	CCL7	CCR2	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	MonoMacro	CCL	CCL2_CCR2	CCL2	CCR2	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	MonoMacro	CCL	CCL27_CCR2	CCL27	CCR2	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	MonoMacro	CCL	CCL5_CCR3	CCL5	CCR3	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	MonoMacro	CCL	CCL7_CCR3	CCL7	CCR3	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	MonoMacro	CCL	CCL11_CCR3	CCL11	CCR3	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	MonoMacro	CCL	CCL24_CCR3	CCL24	CCR3	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	MonoMacro	CCL	CCL26_CCR3	CCL26	CCR3	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	MonoMacro	CCL	CCL28_CCR3	CCL28	CCR3	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	MonoMacro	CCL	CCL27_CCR3	CCL27	CCR3	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	MonoMacro	CCL	CCL17_CCR4	CCL17	CCR4	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	MonoMacro	CCL	CCL22_CCR4	CCL22	CCR4	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	MonoMacro	CCL	CCL5_CCR4	CCL5	CCR4	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	MonoMacro	CCL	CCL5_CCR5	CCL5	CCR5	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	MonoMacro	CCL	CCL20_CCR6	CCL20	CCR6	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	MonoMacro	CCL	CCL19_CCR7	CCL19	CCR7	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	MonoMacro	CCL	CCL21_CCR7	CCL21	CCR7	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	MonoMacro	CCL	CCL19_ACKR4	CCL19	ACKR4	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	MonoMacro	CCL	CCL21_ACKR4	CCL21	ACKR4	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	MonoMacro	CCL	CCL1_CCR8	CCL1	CCR8	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	MonoMacro	CCL	CCL25_CCR9	CCL25	CCR9	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	MonoMacro	CCL	CCL25_ACKR4	CCL25	ACKR4	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	MonoMacro	CCL	CCL28_CCR10	CCL28	CCR10	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	MonoMacro	CCL	CCL27_CCR10	CCL27	CCR10	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	MonoMacro	CCL	CCL1_ACKR4	CCL1	ACKR4	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	MonoMacro	CCL	CCL13_ACKR4	CCL13	ACKR4	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	MonoMacro	CCL	CCL8_ACKR4	CCL8	ACKR4	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	MonoMacro	CCL	CCL2_ACKR2	CCL2	ACKR2	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	MonoMacro	CCL	CCL3_ACKR2	CCL3	ACKR2	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	MonoMacro	CCL	CCL3L1_ACKR2	CCL3L1	ACKR2	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	MonoMacro	CCL	CCL4_ACKR2	CCL4	ACKR2	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	MonoMacro	CCL	CCL5_ACKR2	CCL5	ACKR2	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	MonoMacro	CCL	CCL7_ACKR2	CCL7	ACKR2	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	MonoMacro	CCL	CCL8_ACKR2	CCL8	ACKR2	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	MonoMacro	CCL	CCL11_ACKR2	CCL11	ACKR2	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	MonoMacro	CCL	CCL13_ACKR2	CCL13	ACKR2	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	MonoMacro	CCL	CCL22_ACKR2	CCL22	ACKR2	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	MonoMacro	CCL	CCL24_ACKR2	CCL24	ACKR2	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	MonoMacro	CCL	CCL26_ACKR2	CCL26	ACKR2	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	MonoMacro	CCL	CCL14_ACKR2	CCL14	ACKR2	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	MonoMacro	CCL	CCL17_ACKR2	CCL17	ACKR2	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	CD8T	CCL	CCL5_CCR1	CCL5	CCR1	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	CD8T	CCL	CCL3_CCR1	CCL3	CCR1	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	CD8T	CCL	CCL3L1_CCR1	CCL3L1	CCR1	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	CD8T	CCL	CCL3L3_CCR1	CCL3L3	CCR1	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	CD8T	CCL	CCL8_CCR1	CCL8	CCR1	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	CD8T	CCL	CCL7_CCR1	CCL7	CCR1	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	CD8T	CCL	CCL13_CCR1	CCL13	CCR1	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	CD8T	CCL	CCL14_CCR1	CCL14	CCR1	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	CD8T	CCL	CCL15_CCR1	CCL15	CCR1	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	CD8T	CCL	CCL16_CCR1	CCL16	CCR1	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	CD8T	CCL	CCL23_CCR1	CCL23	CCR1	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	CD8T	CCL	CCL8_CCR2	CCL8	CCR2	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	CD8T	CCL	CCL7_CCR2	CCL7	CCR2	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	CD8T	CCL	CCL2_CCR2	CCL2	CCR2	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	CD8T	CCL	CCL27_CCR2	CCL27	CCR2	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	CD8T	CCL	CCL5_CCR3	CCL5	CCR3	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	CD8T	CCL	CCL7_CCR3	CCL7	CCR3	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	CD8T	CCL	CCL11_CCR3	CCL11	CCR3	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	CD8T	CCL	CCL24_CCR3	CCL24	CCR3	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	CD8T	CCL	CCL26_CCR3	CCL26	CCR3	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	CD8T	CCL	CCL28_CCR3	CCL28	CCR3	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	CD8T	CCL	CCL27_CCR3	CCL27	CCR3	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	CD8T	CCL	CCL17_CCR4	CCL17	CCR4	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	CD8T	CCL	CCL22_CCR4	CCL22	CCR4	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	CD8T	CCL	CCL5_CCR4	CCL5	CCR4	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	CD8T	CCL	CCL20_CCR6	CCL20	CCR6	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	CD8T	CCL	CCL19_CCR7	CCL19	CCR7	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	CD8T	CCL	CCL21_CCR7	CCL21	CCR7	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	CD8T	CCL	CCL19_ACKR4	CCL19	ACKR4	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	CD8T	CCL	CCL21_ACKR4	CCL21	ACKR4	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	CD8T	CCL	CCL1_CCR8	CCL1	CCR8	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	CD8T	CCL	CCL25_CCR9	CCL25	CCR9	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	CD8T	CCL	CCL25_ACKR4	CCL25	ACKR4	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	CD8T	CCL	CCL28_CCR10	CCL28	CCR10	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	CD8T	CCL	CCL27_CCR10	CCL27	CCR10	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	CD8T	CCL	CCL1_ACKR4	CCL1	ACKR4	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	CD8T	CCL	CCL13_ACKR4	CCL13	ACKR4	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	CD8T	CCL	CCL8_ACKR4	CCL8	ACKR4	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	CD8T	CCL	CCL2_ACKR2	CCL2	ACKR2	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	CD8T	CCL	CCL3_ACKR2	CCL3	ACKR2	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	CD8T	CCL	CCL3L1_ACKR2	CCL3L1	ACKR2	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	CD8T	CCL	CCL4_ACKR2	CCL4	ACKR2	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	CD8T	CCL	CCL5_ACKR2	CCL5	ACKR2	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	CD8T	CCL	CCL7_ACKR2	CCL7	ACKR2	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	CD8T	CCL	CCL8_ACKR2	CCL8	ACKR2	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	CD8T	CCL	CCL11_ACKR2	CCL11	ACKR2	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	CD8T	CCL	CCL13_ACKR2	CCL13	ACKR2	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	CD8T	CCL	CCL22_ACKR2	CCL22	ACKR2	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	CD8T	CCL	CCL24_ACKR2	CCL24	ACKR2	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	CD8T	CCL	CCL26_ACKR2	CCL26	ACKR2	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	CD8T	CCL	CCL14_ACKR2	CCL14	ACKR2	0	0	1	1	0	0	FALSE	FALSE	FALSE
Outgoing_CD4_to_partner	CD8T	CCL	CCL17_ACKR2	CCL17	ACKR2	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	CD8T	CCL	CCL5_CCR1	CCL5	CCR1	0	0	1	1	0	0	FALSE	FALSE	FALSE
Incoming_partner_to_CD4	CD8T	CCL	CCL3_CCR1	CCL3	CCR1	0	0	1	1	0	0	FALSE	FALSE	FALSE
