direction	partner	pathway	n_LR	raw_sum_hi	raw_sum_lo	raw_delta_sum	raw_delta_mean	n_sig_hi	n_sig_lo
Incoming_partner_to_CD4	B	PLAU	1	0	0	0	0	0	0
Incoming_partner_to_CD4	B	COLLAGEN	187	0	0	0	0	0	0
Incoming_partner_to_CD4	B	FN1	13	0	0	0	0	0	0
Incoming_partner_to_CD4	B	LAMININ	139	0	0	0	0	0	0
Incoming_partner_to_CD4	B	CHAD	1	0	0	0	0	0	0
Incoming_partner_to_CD4	B	RELN	3	0	0	0	0	0	0
Incoming_partner_to_CD4	B	THBS	30	0	0	0	0	0	0
Incoming_partner_to_CD4	B	VTN	7	0	0	0	0	0	0
Incoming_partner_to_CD4	B	TENASCIN	28	0	0	0	0	0	0
Incoming_partner_to_CD4	B	NPNT	2	0	0	0	0	0	0
Incoming_partner_to_CD4	B	DSPP	2	0	0	0	0	0	0
Incoming_partner_to_CD4	B	VWF	3	0	0	0	0	0	0
Incoming_partner_to_CD4	B	BSP	2	0	0	0	0	0	0
Incoming_partner_to_CD4	B	DMP1	1	0	0	0	0	0	0
Incoming_partner_to_CD4	B	AGRN	1	0	0	0	0	0	0
Incoming_partner_to_CD4	B	HSPG	1	0	0	0	0	0	0
Incoming_partner_to_CD4	B	APP	4	0	0	0	0	0	0
Incoming_partner_to_CD4	B	CADM	6	0	0	0	0	0	0
Incoming_partner_to_CD4	B	CD23	4	0	0	0	0	0	0
Incoming_partner_to_CD4	B	CD34	1	0	0	0	0	0	0
Incoming_partner_to_CD4	B	CD39	4	0	0	0	0	0	0
Incoming_partner_to_CD4	B	CD45	2	0	0	0	0	0	0
Incoming_partner_to_CD4	B	CD46	1	0	0	0	0	0	0
Incoming_partner_to_CD4	B	CD48	1	0	0	0	0	0	0
Incoming_partner_to_CD4	B	CD6	1	0	0	0	0	0	0
Incoming_partner_to_CD4	B	CD80	3	0	0	0	0	0	0
Incoming_partner_to_CD4	B	CD86	2	0	0	0	0	0	0
Incoming_partner_to_CD4	B	CD96	1	0	0	0	0	0	0
Incoming_partner_to_CD4	B	CD99	4	0.0626835251630162	0.0654980258395232	-0.00281450067650706	-0.000703625169126764	0	0
Incoming_partner_to_CD4	B	CDH	4	0	0	0	0	0	0
Incoming_partner_to_CD4	B	CDH1	3	0	0	0	0	0	0
Incoming_partner_to_CD4	B	CEACAM	7	0	0	0	0	0	0
Incoming_partner_to_CD4	B	CLDN	4	0	0	0	0	0	0
Incoming_partner_to_CD4	B	CLEC	6	0	0	0	0	0	0
Incoming_partner_to_CD4	B	CNTN	7	0	0	0	0	0	0
Incoming_partner_to_CD4	B	CSPG4	1	0	0	0	0	0	0
Incoming_partner_to_CD4	B	DESMOSOME	11	0	0	0	0	0	0
Incoming_partner_to_CD4	B	EPGN	1	0	0	0	0	0	0
Incoming_partner_to_CD4	B	EPHA	32	0	0	0	0	0	0
Incoming_partner_to_CD4	B	EPHB	16	0	0	0	0	0	0
Incoming_partner_to_CD4	B	ESAM	1	0	0	0	0	0	0
Incoming_partner_to_CD4	B	GP1BA	1	0	0	0	0	0	0
Incoming_partner_to_CD4	B	ICAM	8	0	0	0	0	0	0
Incoming_partner_to_CD4	B	ICOS	3	0	0	0	0	0	0
Incoming_partner_to_CD4	B	JAM	10	0	0	0	0	0	0
Incoming_partner_to_CD4	B	L1CAM	3	0	0	0	0	0	0
Incoming_partner_to_CD4	B	LCK	1	0	0	0	0	0	0
Incoming_partner_to_CD4	B	MADCAM	1	0	0	0	0	0	0
Incoming_partner_to_CD4	B	MHC-II	12	0.985333008947999	0.712612788567158	0.272720220380841	0.0227266850317368	12	12
Incoming_partner_to_CD4	B	MPZ	3	0	0	0	0	0	0
Incoming_partner_to_CD4	B	NCAM	5	0	0	0	0	0	0
Incoming_partner_to_CD4	B	NEGR	1	0	0	0	0	0	0
Incoming_partner_to_CD4	B	NGL	3	0	0	0	0	0	0
Incoming_partner_to_CD4	B	NOTCH	24	0	0	0	0	0	0
Incoming_partner_to_CD4	B	NRXN	24	0	0	0	0	0	0
Incoming_partner_to_CD4	B	PD-L1	1	0	0	0	0	0	0
Incoming_partner_to_CD4	B	PDL2	1	0	0	0	0	0	0
Incoming_partner_to_CD4	B	PTPRM	1	0	0	0	0	0	0
Incoming_partner_to_CD4	B	PVR	2	0	0	0	0	0	0
Incoming_partner_to_CD4	B	SELE	2	0	0	0	0	0	0
Incoming_partner_to_CD4	B	SELL	4	0	0	0	0	0	0
Incoming_partner_to_CD4	B	SELPLG	3	0	0	0	0	0	0
Incoming_partner_to_CD4	B	SEMA4	13	0	0	0	0	0	0
Incoming_partner_to_CD4	B	SEMA5	5	0	0	0	0	0	0
Incoming_partner_to_CD4	B	SEMA6	7	0	0	0	0	0	0
Incoming_partner_to_CD4	B	SEMA7	2	0	0	0	0	0	0
Incoming_partner_to_CD4	B	SN	1	0	0	0	0	0	0
Incoming_partner_to_CD4	B	THY1	3	0	0	0	0	0	0
Incoming_partner_to_CD4	B	VCAM	4	0	0	0	0	0	0
Incoming_partner_to_CD4	B	GAP	4	0	0	0	0	0	0
Incoming_partner_to_CD4	B	PCDH	27	0	0	0	0	0	0
Incoming_partner_to_CD4	B	FLRT	1	0	0	0	0	0	0
Incoming_partner_to_CD4	B	UNC5	12	0	0	0	0	0	0
Incoming_partner_to_CD4	B	ApoA	4	0	0	0	0	0	0
Incoming_partner_to_CD4	B	ApoB	2	0	0	0	0	0	0
Incoming_partner_to_CD4	B	ApoE	1	0	0	0	0	0	0
Incoming_partner_to_CD4	B	CD160	1	0	0	0	0	0	0
Incoming_partner_to_CD4	B	CD276	1	0	0	0	0	0	0
Incoming_partner_to_CD4	B	LAIR1	1	0	0	0	0	0	0
Incoming_partner_to_CD4	B	MMP	1	0	0	0	0	0	0
Incoming_partner_to_CD4	B	Netrin	8	0	0	0	0	0	0
Incoming_partner_to_CD4	B	CD200	1	0	0	0	0	0	0
Incoming_partner_to_CD4	B	SIRP	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	TGFb	12	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	BMP	75	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	BMP10	4	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	GDF	6	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	MSTN	4	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	AMH	2	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	GDNF	5	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	NODAL	12	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	ACTIVIN	20	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	WNT	320	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	ncWNT	31	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	EGF	18	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	NRG	13	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	FGF	46	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	PDGF	6	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	VEGF	8	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	IGF	8	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	INSULIN	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	HH	6	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	CCL	55	0.0906920780858288	0.0929794600375692	-0.00228738195174032	-4.15887627589149e-05	2	2
Outgoing_CD4_to_partner	CD8T	CXCL	22	0.0216774344008877	0	0.0216774344008877	0.000985337927313078	1	0
Outgoing_CD4_to_partner	CD8T	MIF	4	0.529061394075273	0.482774743231116	0.0462866508441571	0.0115716627110393	2	0
Outgoing_CD4_to_partner	CD8T	CX3C	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	XCR	2	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	IL2	8	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	IL4	10	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	IL6	3	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	IL12	3	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	LIFR	4	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	OSM	2	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	IL10	8	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	IL1	10	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	IL17	6	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	CSF	2	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	IL16	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	EPO	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	GH	2	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	PRL	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	CSF3	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	IFN-I	17	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	IFN-II	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	TNF	2	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	LT	4	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	LIGHT	2	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	FASLG	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	VEGI	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	TRAIL	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	NGF	2	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	RANKL	2	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	TWEAK	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	CD70	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	CD30	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	CD137	1	0	0.00145119769248675	-0.00145119769248675	-0.00145119769248675	0	1
Outgoing_CD4_to_partner	CD8T	OX40	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	GITRL	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	APRIL	2	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	BAFF	3	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	CD40	4	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	SPP1	9	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	ADIPONECTIN	2	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	RESISTIN	2	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	VISFATIN	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	ANGPTL	15	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	ANGPT	2	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	MK	9	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	PTN	8	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	PERIOSTIN	2	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	AGT	3	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	GPR	2	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	BRADYKININ	2	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	COMPLEMENT	7	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	EDN	5	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	GALANIN	6	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	GHRELIN	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	MELANOCORTIN	5	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	NMU	2	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	NPFF	2	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	NPY	16	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	NPW-B	2	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	NTS	3	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	OPIOID	12	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	HCRT	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	OXT	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	SOMATOSTATIN	7	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	TAC	4	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	UTS2	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	PARs	29	0.019041061924512	0.0233560803222385	-0.00431501839772646	-0.000148793737852637	1	1
Outgoing_CD4_to_partner	CD8T	PMCH	2	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	PROK	4	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	NPR1	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	NPR2	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	KIT	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	GIPR	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	FSH	2	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	TSH	2	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	NT	9	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	FLT3	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	HGF	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	SEMA3	39	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	CALCR	8	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	ANNEXIN	6	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	CRH	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	ENHO	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	GAS	3	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	GCG	3	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	GHRH	4	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	GNRH	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	GRN	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	GUCA	2	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	RLN	16	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	LEP	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	GALECTIN	5	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	NPVF	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	PROS	3	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	PSAP	2	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	PTH	3	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	QRFP	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	CHEMERIN	2	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	SAA	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	UGRP1	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	SCT	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	SLURP	16	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	BTLA	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	TRH	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	UCN	4	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	UROTENSIN	2	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	BAG	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	KLK	12	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	ADM	6	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	CALC	12	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	IAPP	6	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	PROCR	2	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	CTSG	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	GRP	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	PTPR	11	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	SLITRK	8	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	IGFBP	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	CypA	1	0.0900053630235931	0.0894307190579281	0.000574643965664992	0.000574643965664992	0	0
Outgoing_CD4_to_partner	CD8T	PROC	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	MHC-I	41	3.68713537106786	3.68829582144435	-0.0011604503764911	-2.8303667719295e-05	13	13
Outgoing_CD4_to_partner	CD8T	RBP4	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	SLIT	3	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	TULP	5	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	PLAU	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	COLLAGEN	187	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	FN1	13	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	LAMININ	139	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	CHAD	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	RELN	3	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	THBS	30	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	VTN	7	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	TENASCIN	28	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	NPNT	2	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	DSPP	2	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	VWF	3	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	BSP	2	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	DMP1	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	AGRN	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	HSPG	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	APP	4	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	CADM	6	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	CD23	4	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	CD34	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	CD39	4	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	CD45	2	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	CD46	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	CD48	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	CD6	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	CD80	3	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	CD86	2	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	CD96	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	CD99	4	0.196225008071659	0.197601533193145	-0.00137652512148589	-0.000344131280371472	2	2
Outgoing_CD4_to_partner	CD8T	CDH	4	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	CDH1	3	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	CEACAM	7	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	CLDN	4	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	CLEC	6	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	CNTN	7	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	CSPG4	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	DESMOSOME	11	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	EPGN	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	EPHA	32	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	EPHB	16	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	ESAM	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	GP1BA	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	ICAM	8	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	ICOS	3	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	JAM	10	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	L1CAM	3	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	LCK	1	0.22823145089666	0.227303687862788	0.000927763033871876	0.000927763033871876	1	1
Outgoing_CD4_to_partner	CD8T	MADCAM	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	MHC-II	12	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	MPZ	3	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	NCAM	5	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	NEGR	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	NGL	3	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	NOTCH	24	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	NRXN	24	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	PD-L1	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	PDL2	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	PTPRM	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	PVR	2	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	SELE	2	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	SELL	4	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	SELPLG	3	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	SEMA4	13	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	SEMA5	5	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	SEMA6	7	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	SEMA7	2	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	SN	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	THY1	3	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	VCAM	4	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	GAP	4	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	PCDH	27	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	FLRT	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	UNC5	12	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	ApoA	4	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	ApoB	2	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	ApoE	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	CD160	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	CD276	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	LAIR1	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	MMP	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	Netrin	8	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	CD200	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	CD8T	SIRP	1	0.0537804129693935	0.0514590383088942	0.00232137466049933	0.00232137466049933	1	0
Incoming_partner_to_CD4	CD8T	TGFb	12	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	BMP	75	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	BMP10	4	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	GDF	6	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	MSTN	4	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	AMH	2	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	GDNF	5	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	NODAL	12	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	ACTIVIN	20	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	WNT	320	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	ncWNT	31	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	EGF	18	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	NRG	13	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	FGF	46	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	PDGF	6	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	VEGF	8	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	IGF	8	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	INSULIN	1	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	HH	6	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	CCL	55	0.0883263862200577	0.150326655993542	-0.0620002697734847	-0.00112727763224518	1	3
Incoming_partner_to_CD4	CD8T	CXCL	22	0.0165328347825781	0.0163735972520575	0.000159237530520575	7.23806956911704e-06	1	1
Incoming_partner_to_CD4	CD8T	MIF	4	0.486368798739269	0.489136760218412	-0.0027679614791434	-0.000691990369785851	0	0
Incoming_partner_to_CD4	CD8T	CX3C	1	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	XCR	2	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	IL2	8	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	IL4	10	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	IL6	3	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	IL12	3	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	LIFR	4	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	OSM	2	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	IL10	8	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	IL1	10	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	IL17	6	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	CSF	2	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	IL16	1	0.0185796984025857	0.0131424299354334	0.00543726846715229	0.00543726846715229	1	1
Incoming_partner_to_CD4	CD8T	EPO	1	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	GH	2	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	PRL	1	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	CSF3	1	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	IFN-I	17	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	IFN-II	1	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	TNF	2	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	LT	4	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	LIGHT	2	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	FASLG	1	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	VEGI	1	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	TRAIL	1	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	NGF	2	0	0	0	0	0	0
