direction	partner	pathway	n_LR	raw_sum_hi	raw_sum_lo	raw_delta_sum	raw_delta_mean	n_sig_hi	n_sig_lo
Incoming_partner_to_CD4	CD8T	RANKL	2	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	TWEAK	1	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	CD70	1	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	CD30	1	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	CD137	1	0.000890658318469547	0	0.000890658318469547	0.000890658318469547	1	0
Incoming_partner_to_CD4	CD8T	OX40	1	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	GITRL	1	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	APRIL	2	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	BAFF	3	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	CD40	4	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	SPP1	9	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	ADIPONECTIN	2	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	RESISTIN	2	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	VISFATIN	1	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	ANGPTL	15	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	ANGPT	2	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	MK	9	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	PTN	8	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	PERIOSTIN	2	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	AGT	3	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	GPR	2	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	BRADYKININ	2	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	COMPLEMENT	7	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	EDN	5	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	GALANIN	6	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	GHRELIN	1	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	MELANOCORTIN	5	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	NMU	2	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	NPFF	2	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	NPY	16	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	NPW-B	2	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	NTS	3	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	OPIOID	12	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	HCRT	1	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	OXT	1	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	SOMATOSTATIN	7	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	TAC	4	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	UTS2	1	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	PARs	29	0	0.00679058650323857	-0.00679058650323857	-0.000234158155284089	0	1
Incoming_partner_to_CD4	CD8T	PMCH	2	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	PROK	4	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	NPR1	1	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	NPR2	1	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	KIT	1	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	GIPR	1	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	FSH	2	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	TSH	2	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	NT	9	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	FLT3	1	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	HGF	1	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	SEMA3	39	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	CALCR	8	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	ANNEXIN	6	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	CRH	1	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	ENHO	1	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	GAS	3	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	GCG	3	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	GHRH	4	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	GNRH	1	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	GRN	1	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	GUCA	2	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	RLN	16	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	LEP	1	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	GALECTIN	5	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	NPVF	1	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	PROS	3	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	PSAP	2	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	PTH	3	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	QRFP	1	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	CHEMERIN	2	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	SAA	1	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	UGRP1	1	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	SCT	1	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	SLURP	16	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	BTLA	1	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	TRH	1	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	UCN	4	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	UROTENSIN	2	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	BAG	1	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	KLK	12	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	ADM	6	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	CALC	12	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	IAPP	6	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	PROCR	2	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	CTSG	1	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	GRP	1	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	PTPR	11	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	SLITRK	8	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	IGFBP	1	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	CypA	1	0.0905328659033691	0.0890747918277068	0.0014580740756623	0.0014580740756623	0	0
Incoming_partner_to_CD4	CD8T	PROC	1	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	MHC-I	41	2.18455310664733	2.46658071816049	-0.282027611513155	-0.00687872223202816	12	12
Incoming_partner_to_CD4	CD8T	RBP4	1	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	SLIT	3	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	TULP	5	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	PLAU	1	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	COLLAGEN	187	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	FN1	13	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	LAMININ	139	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	CHAD	1	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	RELN	3	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	THBS	30	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	VTN	7	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	TENASCIN	28	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	NPNT	2	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	DSPP	2	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	VWF	3	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	BSP	2	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	DMP1	1	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	AGRN	1	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	HSPG	1	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	APP	4	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	CADM	6	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	CD23	4	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	CD34	1	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	CD39	4	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	CD45	2	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	CD46	1	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	CD48	1	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	CD6	1	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	CD80	3	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	CD86	2	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	CD96	1	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	CD99	4	0.190187517980353	0.198827366007062	-0.00863984802670901	-0.00215996200667725	1	2
Incoming_partner_to_CD4	CD8T	CDH	4	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	CDH1	3	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	CEACAM	7	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	CLDN	4	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	CLEC	6	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	CNTN	7	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	CSPG4	1	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	DESMOSOME	11	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	EPGN	1	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	EPHA	32	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	EPHB	16	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	ESAM	1	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	GP1BA	1	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	ICAM	8	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	ICOS	3	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	JAM	10	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	L1CAM	3	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	LCK	1	0.123788203056649	0.132526474072555	-0.00873827101590577	-0.00873827101590577	1	1
Incoming_partner_to_CD4	CD8T	MADCAM	1	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	MHC-II	12	0.33436222591841	0.238938988292261	0.0954232376261484	0.0079519364688457	8	8
Incoming_partner_to_CD4	CD8T	MPZ	3	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	NCAM	5	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	NEGR	1	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	NGL	3	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	NOTCH	24	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	NRXN	24	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	PD-L1	1	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	PDL2	1	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	PTPRM	1	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	PVR	2	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	SELE	2	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	SELL	4	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	SELPLG	3	0	0.00728691946514588	-0.00728691946514588	-0.00242897315504863	0	0
Incoming_partner_to_CD4	CD8T	SEMA4	13	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	SEMA5	5	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	SEMA6	7	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	SEMA7	2	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	SN	1	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	THY1	3	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	VCAM	4	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	GAP	4	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	PCDH	27	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	FLRT	1	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	UNC5	12	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	ApoA	4	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	ApoB	2	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	ApoE	1	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	CD160	1	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	CD276	1	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	LAIR1	1	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	MMP	1	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	Netrin	8	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	CD200	1	0	0	0	0	0	0
Incoming_partner_to_CD4	CD8T	SIRP	1	0.0355697815213412	0.0516067790203103	-0.0160369974989691	-0.0160369974989691	0	0
Outgoing_CD4_to_partner	MonoMacro	TGFb	12	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	BMP	75	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	BMP10	4	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	GDF	6	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	MSTN	4	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	AMH	2	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	GDNF	5	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	NODAL	12	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	ACTIVIN	20	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	WNT	320	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	ncWNT	31	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	EGF	18	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	NRG	13	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	FGF	46	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	PDGF	6	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	VEGF	8	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	IGF	8	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	INSULIN	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	HH	6	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	CCL	55	0.122373442657809	0.125001473917948	-0.00262803126013917	-4.77823865479848e-05	1	1
Outgoing_CD4_to_partner	MonoMacro	CXCL	22	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	MIF	4	0.541260048570825	0.494230359578328	0.0470296889924965	0.0117574222481241	1	1
Outgoing_CD4_to_partner	MonoMacro	CX3C	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	XCR	2	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	IL2	8	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	IL4	10	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	IL6	3	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	IL12	3	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	LIFR	4	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	OSM	2	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	IL10	8	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	IL1	10	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	IL17	6	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	CSF	2	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	IL16	1	0.062958013084681	0.06468751480399	-0.00172950171930905	-0.00172950171930905	1	1
Outgoing_CD4_to_partner	MonoMacro	EPO	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	GH	2	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	PRL	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	CSF3	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	IFN-I	17	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	IFN-II	1	0.0637668866069309	0.0631492532362505	0.000617633370680409	0.000617633370680409	1	1
Outgoing_CD4_to_partner	MonoMacro	TNF	2	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	LT	4	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	LIGHT	2	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	FASLG	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	VEGI	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	TRAIL	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	NGF	2	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	RANKL	2	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	TWEAK	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	CD70	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	CD30	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	CD137	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	OX40	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	GITRL	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	APRIL	2	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	BAFF	3	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	CD40	4	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	SPP1	9	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	ADIPONECTIN	2	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	RESISTIN	2	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	VISFATIN	1	0.02545262014088	0.026231251266868	-0.000778631125988073	-0.000778631125988073	1	1
Outgoing_CD4_to_partner	MonoMacro	ANGPTL	15	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	ANGPT	2	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	MK	9	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	PTN	8	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	PERIOSTIN	2	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	AGT	3	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	GPR	2	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	BRADYKININ	2	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	COMPLEMENT	7	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	EDN	5	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	GALANIN	6	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	GHRELIN	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	MELANOCORTIN	5	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	NMU	2	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	NPFF	2	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	NPY	16	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	NPW-B	2	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	NTS	3	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	OPIOID	12	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	HCRT	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	OXT	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	SOMATOSTATIN	7	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	TAC	4	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	UTS2	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	PARs	29	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	PMCH	2	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	PROK	4	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	NPR1	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	NPR2	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	KIT	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	GIPR	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	FSH	2	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	TSH	2	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	NT	9	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	FLT3	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	HGF	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	SEMA3	39	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	CALCR	8	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	ANNEXIN	6	0.366144425831036	0.367856815733907	-0.00171238990287064	-0.000285398317145106	6	6
Outgoing_CD4_to_partner	MonoMacro	CRH	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	ENHO	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	GAS	3	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	GCG	3	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	GHRH	4	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	GNRH	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	GRN	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	GUCA	2	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	RLN	16	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	LEP	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	GALECTIN	5	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	NPVF	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	PROS	3	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	PSAP	2	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	PTH	3	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	QRFP	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	CHEMERIN	2	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	SAA	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	UGRP1	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	SCT	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	SLURP	16	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	BTLA	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	TRH	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	UCN	4	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	UROTENSIN	2	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	BAG	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	KLK	12	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	ADM	6	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	CALC	12	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	IAPP	6	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	PROCR	2	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	CTSG	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	GRP	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	PTPR	11	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	SLITRK	8	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	IGFBP	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	CypA	1	0.232614976702804	0.231361323616199	0.00125365308660466	0.00125365308660466	1	1
Outgoing_CD4_to_partner	MonoMacro	PROC	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	MHC-I	41	0.386225140782812	0.384757404779201	0.00146773600361123	3.57984391124691e-05	3	3
Outgoing_CD4_to_partner	MonoMacro	RBP4	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	SLIT	3	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	TULP	5	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	PLAU	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	COLLAGEN	187	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	FN1	13	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	LAMININ	139	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	CHAD	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	RELN	3	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	THBS	30	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	VTN	7	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	TENASCIN	28	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	NPNT	2	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	DSPP	2	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	VWF	3	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	BSP	2	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	DMP1	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	AGRN	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	HSPG	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	APP	4	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	CADM	6	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	CD23	4	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	CD34	1	0	0	0	0	0	0
Outgoing_CD4_to_partner	MonoMacro	CD39	4	0	0	0	0	0	0
