pathway	interaction_name	ligand	receptor	source_hi	target_hi	prob_hi	pval_hi	source_lo	target_lo	prob_lo	pval_lo	partner	direction	delta_prob	sig_hi	sig_lo	abs_delta	sig_either
MHC-I	HLA-B_CD8A	HLA-B	CD8A	NK	CD4_Glyco_hi	0.14268001089442	0.03	NK	CD4_Glyco_lo	0.321705816391597	0	NK	Incoming_partner_to_CD4	-0.179025805497177	TRUE	TRUE	0.179025805497177	TRUE
MHC-I	HLA-B_CD8A	HLA-B	CD8A	CD8T	CD4_Glyco_hi	0.142020257696922	0.03	CD8T	CD4_Glyco_lo	0.320527744002461	0	CD8T	Incoming_partner_to_CD4	-0.17850748630554	TRUE	TRUE	0.17850748630554	TRUE
MHC-I	HLA-B_CD8A	HLA-B	CD8A	Tprolif	CD4_Glyco_hi	0.141528016338112	0.03	Tprolif	CD4_Glyco_lo	0.319647300653311	0	Tprolif	Incoming_partner_to_CD4	-0.178119284315199	TRUE	TRUE	0.178119284315199	TRUE
MHC-I	HLA-B_CD8A	HLA-B	CD8A	pDC	CD4_Glyco_hi	0.139325464559633	0.49	pDC	CD4_Glyco_lo	0.315692110739696	0	pDC	Incoming_partner_to_CD4	-0.176366646180063	FALSE	TRUE	0.176366646180063	TRUE
MHC-I	HLA-A_CD8A	HLA-A	CD8A	CD8T	CD4_Glyco_hi	0.138640963987971	0.02	CD8T	CD4_Glyco_lo	0.314457707415155	0	CD8T	Incoming_partner_to_CD4	-0.175816743427184	TRUE	TRUE	0.175816743427184	TRUE
MHC-I	HLA-A_CD8A	HLA-A	CD8A	Tprolif	CD4_Glyco_hi	0.137602359377085	0.03	Tprolif	CD4_Glyco_lo	0.312579967036664	0	Tprolif	Incoming_partner_to_CD4	-0.174977607659579	TRUE	TRUE	0.174977607659579	TRUE
MHC-I	HLA-A_CD8A	HLA-A	CD8A	NK	CD4_Glyco_hi	0.136744769942614	0.05	NK	CD4_Glyco_lo	0.311025151642013	0	NK	Incoming_partner_to_CD4	-0.174280381699399	FALSE	TRUE	0.174280381699399	TRUE
MHC-I	HLA-E_KLRK1	HLA-E	KLRK1	NK	CD4_Glyco_hi	0.122384252989293	1	NK	CD4_Glyco_lo	0.295557968168904	0	NK	Incoming_partner_to_CD4	-0.173173715179611	FALSE	TRUE	0.173173715179611	TRUE
MHC-I	HLA-B_CD8A	HLA-B	CD8A	MonoMacro	CD4_Glyco_hi	0.135050779779974	1	MonoMacro	CD4_Glyco_lo	0.307942337521346	0	MonoMacro	Incoming_partner_to_CD4	-0.172891557741372	FALSE	TRUE	0.172891557741372	TRUE
MHC-I	HLA-C_CD8A	HLA-C	CD8A	NK	CD4_Glyco_hi	0.134418759479031	0.02	NK	CD4_Glyco_lo	0.306788189657732	0	NK	Incoming_partner_to_CD4	-0.172369430178701	TRUE	TRUE	0.172369430178701	TRUE
MHC-I	HLA-C_CD8A	HLA-C	CD8A	Tprolif	CD4_Glyco_hi	0.13413536744388	0.02	Tprolif	CD4_Glyco_lo	0.30626997835363	0	Tprolif	Incoming_partner_to_CD4	-0.17213461090975	TRUE	TRUE	0.17213461090975	TRUE
MHC-I	HLA-C_CD8A	HLA-C	CD8A	CD8T	CD4_Glyco_hi	0.13309907945263	0.03	CD8T	CD4_Glyco_lo	0.304371307810043	0	CD8T	Incoming_partner_to_CD4	-0.171272228357413	TRUE	TRUE	0.171272228357413	TRUE
MHC-I	HLA-B_CD8A	HLA-B	CD8A	B	CD4_Glyco_hi	0.132225884060156	1	B	CD4_Glyco_lo	0.302766912474177	0	B	Incoming_partner_to_CD4	-0.17054102841402	FALSE	TRUE	0.17054102841402	TRUE
MHC-I	HLA-E_KLRK1	HLA-E	KLRK1	CD8T	CD4_Glyco_hi	0.118539637764975	1	CD8T	CD4_Glyco_lo	0.288058830395705	0	CD8T	Incoming_partner_to_CD4	-0.169519192630729	FALSE	TRUE	0.169519192630729	TRUE
MHC-I	HLA-E_CD8A	HLA-E	CD8A	NK	CD4_Glyco_hi	0.130447610435749	0.02	NK	CD4_Glyco_lo	0.299486630365505	0	NK	Incoming_partner_to_CD4	-0.169039019929756	TRUE	TRUE	0.169039019929756	TRUE
MHC-I	HLA-C_CD8A	HLA-C	CD8A	pDC	CD4_Glyco_hi	0.128808887075091	0.84	pDC	CD4_Glyco_lo	0.296448338346548	0	pDC	Incoming_partner_to_CD4	-0.167639451271457	FALSE	TRUE	0.167639451271457	TRUE
MHC-I	HLA-E_KLRK1	HLA-E	KLRK1	Tprolif	CD4_Glyco_hi	0.116381349411907	1	Tprolif	CD4_Glyco_lo	0.283807823958009	0	Tprolif	Incoming_partner_to_CD4	-0.167426474546103	FALSE	TRUE	0.167426474546103	TRUE
MHC-I	HLA-A_CD8A	HLA-A	CD8A	pDC	CD4_Glyco_hi	0.128201126561214	1	pDC	CD4_Glyco_lo	0.295317728625755	0	pDC	Incoming_partner_to_CD4	-0.167116602064541	FALSE	TRUE	0.167116602064541	TRUE
MHC-I	HLA-E_KLRK1	HLA-E	KLRK1	B	CD4_Glyco_hi	0.116017412967972	1	B	CD4_Glyco_lo	0.283088062438291	0	B	Incoming_partner_to_CD4	-0.167070649470319	FALSE	TRUE	0.167070649470319	TRUE
MHC-I	HLA-E_CD8A	HLA-E	CD8A	CD8T	CD4_Glyco_hi	0.126386169128485	0.03	CD8T	CD4_Glyco_lo	0.29192912044991	0	CD8T	Incoming_partner_to_CD4	-0.165542951321426	TRUE	TRUE	0.165542951321426	TRUE
MHC-I	HLA-A_CD8A	HLA-A	CD8A	MonoMacro	CD4_Glyco_hi	0.125949723024751	1	MonoMacro	CD4_Glyco_lo	0.291111503278903	0	MonoMacro	Incoming_partner_to_CD4	-0.165161780254152	FALSE	TRUE	0.165161780254152	TRUE
MHC-I	HLA-C_CD8A	HLA-C	CD8A	MonoMacro	CD4_Glyco_hi	0.12534469260834	1	MonoMacro	CD4_Glyco_lo	0.289976295729489	0	MonoMacro	Incoming_partner_to_CD4	-0.164631603121149	FALSE	TRUE	0.164631603121149	TRUE
MHC-I	HLA-A_CD8A	HLA-A	CD8A	B	CD4_Glyco_hi	0.124772505377043	1	B	CD4_Glyco_lo	0.288900811761726	0	B	Incoming_partner_to_CD4	-0.164128306384683	FALSE	TRUE	0.164128306384683	TRUE
MHC-I	HLA-E_CD8A	HLA-E	CD8A	Tprolif	CD4_Glyco_hi	0.124105131078562	0.5	Tprolif	CD4_Glyco_lo	0.287644074758179	0	Tprolif	Incoming_partner_to_CD4	-0.163538943679618	FALSE	TRUE	0.163538943679618	TRUE
MHC-I	HLA-E_KLRK1	HLA-E	KLRK1	pDC	CD4_Glyco_hi	0.112329288639859	1	pDC	CD4_Glyco_lo	0.275745575234375	0.03	pDC	Incoming_partner_to_CD4	-0.163416286594516	FALSE	TRUE	0.163416286594516	TRUE
MHC-I	HLA-E_CD8A	HLA-E	CD8A	B	CD4_Glyco_hi	0.12372042338118	0.61	B	CD4_Glyco_lo	0.286918481796518	0	B	Incoming_partner_to_CD4	-0.163198058415338	FALSE	TRUE	0.163198058415338	TRUE
MHC-I	HLA-C_CD8A	HLA-C	CD8A	B	CD4_Glyco_hi	0.121364332104599	1	B	CD4_Glyco_lo	0.282456284448858	0	B	Incoming_partner_to_CD4	-0.161091952344259	FALSE	TRUE	0.161091952344259	TRUE
MHC-I	HLA-E_CD8A	HLA-E	CD8A	pDC	CD4_Glyco_hi	0.119820616740657	1	pDC	CD4_Glyco_lo	0.279515379954767	0	pDC	Incoming_partner_to_CD4	-0.15969476321411	FALSE	TRUE	0.15969476321411	TRUE
MHC-I	HLA-E_KLRK1	HLA-E	KLRK1	MonoMacro	CD4_Glyco_hi	0.10810986673508	1	MonoMacro	CD4_Glyco_lo	0.2672357347526	0.39	MonoMacro	Incoming_partner_to_CD4	-0.15912586801752	FALSE	FALSE	0.15912586801752	FALSE
MHC-I	HLA-E_CD8A	HLA-E	CD8A	MonoMacro	CD4_Glyco_hi	0.115356366898562	1	MonoMacro	CD4_Glyco_lo	0.270932720076217	0	MonoMacro	Incoming_partner_to_CD4	-0.155576353177655	FALSE	TRUE	0.155576353177655	TRUE
MHC-I	HLA-B_CD8A	HLA-B	CD8A	Plasma	CD4_Glyco_hi	0.111228801070928	1	Plasma	CD4_Glyco_lo	0.262892746750494	0	Plasma	Incoming_partner_to_CD4	-0.151663945679566	FALSE	TRUE	0.151663945679566	TRUE
MHC-I	HLA-F_CD8A	HLA-F	CD8A	Tprolif	CD4_Glyco_hi	0.106424046235481	0.02	Tprolif	CD4_Glyco_lo	0.253404488830714	0	Tprolif	Incoming_partner_to_CD4	-0.146980442595234	TRUE	TRUE	0.146980442595234	TRUE
MHC-I	HLA-C_CD8A	HLA-C	CD8A	Plasma	CD4_Glyco_hi	0.106086891421549	1	Plasma	CD4_Glyco_lo	0.252733393571096	0	Plasma	Incoming_partner_to_CD4	-0.146646502149547	FALSE	TRUE	0.146646502149547	TRUE
MHC-I	HLA-F_CD8A	HLA-F	CD8A	CD8T	CD4_Glyco_hi	0.102701296990766	0.02	CD8T	CD4_Glyco_lo	0.245955483808891	0	CD8T	Incoming_partner_to_CD4	-0.143254186818125	TRUE	TRUE	0.143254186818125	TRUE
MHC-I	HLA-F_CD8A	HLA-F	CD8A	NK	CD4_Glyco_hi	0.101595450283128	0.15	NK	CD4_Glyco_lo	0.243726111129439	0	NK	Incoming_partner_to_CD4	-0.142130660846311	FALSE	TRUE	0.142130660846311	TRUE
MHC-I	HLA-F_CD8A	HLA-F	CD8A	pDC	CD4_Glyco_hi	0.0986474445321984	0.63	pDC	CD4_Glyco_lo	0.2377452798108	0	pDC	Incoming_partner_to_CD4	-0.139097835278602	FALSE	TRUE	0.139097835278602	TRUE
MHC-II	HLA-DRA_CD4	HLA-DRA	CD4	MonoMacro	CD4_Glyco_hi	0.133137099461271	0	MonoMacro	CD4_Glyco_lo	0	1	MonoMacro	Incoming_partner_to_CD4	0.133137099461271	TRUE	FALSE	0.133137099461271	TRUE
MHC-I	HLA-F_CD8A	HLA-F	CD8A	MonoMacro	CD4_Glyco_hi	0.0917654878344649	1	MonoMacro	CD4_Glyco_lo	0.223566320226649	0	MonoMacro	Incoming_partner_to_CD4	-0.131800832392184	FALSE	TRUE	0.131800832392184	TRUE
MHC-II	HLA-DRA_CD4	HLA-DRA	CD4	B	CD4_Glyco_hi	0.131351414626728	0	B	CD4_Glyco_lo	0	1	B	Incoming_partner_to_CD4	0.131351414626728	TRUE	FALSE	0.131351414626728	TRUE
MHC-I	HLA-A_CD8A	HLA-A	CD8A	Plasma	CD4_Glyco_hi	0.0888109205222446	1	Plasma	CD4_Glyco_lo	0.217383862115306	0	Plasma	Incoming_partner_to_CD4	-0.128572941593061	FALSE	TRUE	0.128572941593061	TRUE
MHC-II	HLA-DRA_CD4	HLA-DRA	CD4	pDC	CD4_Glyco_hi	0.126572093381274	0	pDC	CD4_Glyco_lo	0	1	pDC	Incoming_partner_to_CD4	0.126572093381274	TRUE	FALSE	0.126572093381274	TRUE
MHC-I	HLA-F_CD8A	HLA-F	CD8A	B	CD4_Glyco_hi	0.0869380400162033	1	B	CD4_Glyco_lo	0.213434694794304	0	B	Incoming_partner_to_CD4	-0.1264966547781	FALSE	TRUE	0.1264966547781	TRUE
MHC-I	HLA-E_KLRK1	HLA-E	KLRK1	Plasma	CD4_Glyco_hi	0.0792105924266864	1	Plasma	CD4_Glyco_lo	0.20560577248691	1	Plasma	Incoming_partner_to_CD4	-0.126395180060224	FALSE	FALSE	0.126395180060224	FALSE
MHC-I	HLA-E_CD8A	HLA-E	CD8A	Plasma	CD4_Glyco_hi	0.0847039701017514	1	Plasma	CD4_Glyco_lo	0.208692980614397	0	Plasma	Incoming_partner_to_CD4	-0.123989010512645	FALSE	TRUE	0.123989010512645	TRUE
MHC-II	HLA-DPA1_CD4	HLA-DPA1	CD4	MonoMacro	CD4_Glyco_hi	0.123768246122162	0	MonoMacro	CD4_Glyco_lo	0	1	MonoMacro	Incoming_partner_to_CD4	0.123768246122162	TRUE	FALSE	0.123768246122162	TRUE
MHC-II	HLA-DPA1_CD4	HLA-DPA1	CD4	B	CD4_Glyco_hi	0.120378639248102	0	B	CD4_Glyco_lo	0	1	B	Incoming_partner_to_CD4	0.120378639248102	TRUE	FALSE	0.120378639248102	TRUE
MHC-II	HLA-DPA1_CD4	HLA-DPA1	CD4	pDC	CD4_Glyco_hi	0.117689166598486	0	pDC	CD4_Glyco_lo	0	1	pDC	Incoming_partner_to_CD4	0.117689166598486	TRUE	FALSE	0.117689166598486	TRUE
MHC-II	HLA-DPB1_CD4	HLA-DPB1	CD4	MonoMacro	CD4_Glyco_hi	0.113491289200785	0	MonoMacro	CD4_Glyco_lo	0	1	MonoMacro	Incoming_partner_to_CD4	0.113491289200785	TRUE	FALSE	0.113491289200785	TRUE
MHC-II	HLA-DRB1_CD4	HLA-DRB1	CD4	MonoMacro	CD4_Glyco_hi	0.112544002503335	0	MonoMacro	CD4_Glyco_lo	0	1	MonoMacro	Incoming_partner_to_CD4	0.112544002503335	TRUE	FALSE	0.112544002503335	TRUE
MHC-II	HLA-DPB1_CD4	HLA-DPB1	CD4	B	CD4_Glyco_hi	0.112306864422088	0	B	CD4_Glyco_lo	0	1	B	Incoming_partner_to_CD4	0.112306864422088	TRUE	FALSE	0.112306864422088	TRUE
MHC-II	HLA-DPB1_CD4	HLA-DPB1	CD4	pDC	CD4_Glyco_hi	0.108582864839788	0	pDC	CD4_Glyco_lo	0	1	pDC	Incoming_partner_to_CD4	0.108582864839788	TRUE	FALSE	0.108582864839788	TRUE
MHC-II	HLA-DRB1_CD4	HLA-DRB1	CD4	B	CD4_Glyco_hi	0.107209752619368	0	B	CD4_Glyco_lo	0	1	B	Incoming_partner_to_CD4	0.107209752619368	TRUE	FALSE	0.107209752619368	TRUE
MHC-II	HLA-DRB1_CD4	HLA-DRB1	CD4	pDC	CD4_Glyco_hi	0.103531287330692	0	pDC	CD4_Glyco_lo	0	1	pDC	Incoming_partner_to_CD4	0.103531287330692	TRUE	FALSE	0.103531287330692	TRUE
MHC-II	HLA-DQB1_CD4	HLA-DQB1	CD4	B	CD4_Glyco_hi	0.10179322018283	0	B	CD4_Glyco_lo	0	1	B	Incoming_partner_to_CD4	0.10179322018283	TRUE	FALSE	0.10179322018283	TRUE
MHC-II	HLA-DQA1_CD4	HLA-DQA1	CD4	B	CD4_Glyco_hi	0.0998223846838507	0	B	CD4_Glyco_lo	0	1	B	Incoming_partner_to_CD4	0.0998223846838507	TRUE	FALSE	0.0998223846838507	TRUE
MHC-II	HLA-DMA_CD4	HLA-DMA	CD4	MonoMacro	CD4_Glyco_hi	0.0991496139729957	0	MonoMacro	CD4_Glyco_lo	0	1	MonoMacro	Incoming_partner_to_CD4	0.0991496139729957	TRUE	FALSE	0.0991496139729957	TRUE
MHC-II	HLA-DQB1_CD4	HLA-DQB1	CD4	MonoMacro	CD4_Glyco_hi	0.0984340653286582	0	MonoMacro	CD4_Glyco_lo	0	1	MonoMacro	Incoming_partner_to_CD4	0.0984340653286582	TRUE	FALSE	0.0984340653286582	TRUE
MHC-II	HLA-DMA_CD4	HLA-DMA	CD4	pDC	CD4_Glyco_hi	0.0978488568257177	0	pDC	CD4_Glyco_lo	0	1	pDC	Incoming_partner_to_CD4	0.0978488568257177	TRUE	FALSE	0.0978488568257177	TRUE
MHC-II	HLA-DMA_CD4	HLA-DMA	CD4	B	CD4_Glyco_hi	0.0972449382831709	0	B	CD4_Glyco_lo	0	1	B	Incoming_partner_to_CD4	0.0972449382831709	TRUE	FALSE	0.0972449382831709	TRUE
MHC-II	HLA-DRB5_CD4	HLA-DRB5	CD4	MonoMacro	CD4_Glyco_hi	0.096598268809056	0	MonoMacro	CD4_Glyco_lo	0	1	MonoMacro	Incoming_partner_to_CD4	0.096598268809056	TRUE	FALSE	0.096598268809056	TRUE
MHC-II	HLA-DQA1_CD4	HLA-DQA1	CD4	pDC	CD4_Glyco_hi	0.0943938500384265	0	pDC	CD4_Glyco_lo	0	1	pDC	Incoming_partner_to_CD4	0.0943938500384265	TRUE	FALSE	0.0943938500384265	TRUE
MHC-II	HLA-DMB_CD4	HLA-DMB	CD4	pDC	CD4_Glyco_hi	0.0939540855220442	0	pDC	CD4_Glyco_lo	0	1	pDC	Incoming_partner_to_CD4	0.0939540855220442	TRUE	FALSE	0.0939540855220442	TRUE
MHC-II	HLA-DQB1_CD4	HLA-DQB1	CD4	pDC	CD4_Glyco_hi	0.0925475919899144	0	pDC	CD4_Glyco_lo	0	1	pDC	Incoming_partner_to_CD4	0.0925475919899144	TRUE	FALSE	0.0925475919899144	TRUE
MHC-II	HLA-DRB5_CD4	HLA-DRB5	CD4	pDC	CD4_Glyco_hi	0.0906452236382855	0	pDC	CD4_Glyco_lo	0	1	pDC	Incoming_partner_to_CD4	0.0906452236382855	TRUE	FALSE	0.0906452236382855	TRUE
MHC-I	HLA-F_CD8A	HLA-F	CD8A	Plasma	CD4_Glyco_hi	0.0567976015146962	1	Plasma	CD4_Glyco_lo	0.146474561127033	0	Plasma	Incoming_partner_to_CD4	-0.0896769596123372	FALSE	TRUE	0.0896769596123372	TRUE
MHC-II	HLA-DMB_CD4	HLA-DMB	CD4	MonoMacro	CD4_Glyco_hi	0.0890456897325676	0	MonoMacro	CD4_Glyco_lo	0	1	MonoMacro	Incoming_partner_to_CD4	0.0890456897325676	TRUE	FALSE	0.0890456897325676	TRUE
MHC-II	HLA-DQA1_CD4	HLA-DQA1	CD4	MonoMacro	CD4_Glyco_hi	0.0889055389290491	0	MonoMacro	CD4_Glyco_lo	0	1	MonoMacro	Incoming_partner_to_CD4	0.0889055389290491	TRUE	FALSE	0.0889055389290491	TRUE
MHC-I	HLA-G_CD8A	HLA-G	CD8A	Tprolif	CD4_Glyco_hi	0.0558187165794349	0.01	Tprolif	CD4_Glyco_lo	0.144186394467481	0	Tprolif	Incoming_partner_to_CD4	-0.0883676778880461	TRUE	TRUE	0.0883676778880461	TRUE
MHC-II	HLA-DRB5_CD4	HLA-DRB5	CD4	B	CD4_Glyco_hi	0.0862221953361491	0	B	CD4_Glyco_lo	0	1	B	Incoming_partner_to_CD4	0.0862221953361491	TRUE	FALSE	0.0862221953361491	TRUE
MHC-I	HLA-G_CD8A	HLA-G	CD8A	NK	CD4_Glyco_hi	0.0503705679222693	0.02	NK	CD4_Glyco_lo	0.131312715266789	0	NK	Incoming_partner_to_CD4	-0.0809421473445199	TRUE	TRUE	0.0809421473445199	TRUE
MHC-I	HLA-G_CD8A	HLA-G	CD8A	CD8T	CD4_Glyco_hi	0.0492272823631943	0.06	CD8T	CD4_Glyco_lo	0.128581002927889	0	CD8T	Incoming_partner_to_CD4	-0.0793537205646946	FALSE	TRUE	0.0793537205646946	TRUE
MHC-II	HLA-DPB1_CD4	HLA-DPB1	CD4	CD4_Glyco_hi	pDC	0.165603772973933	0	CD4_Glyco_lo	pDC	0.243021867047269	0	pDC	Outgoing_CD4_to_partner	-0.0774180940733355	TRUE	TRUE	0.0774180940733355	TRUE
MHC-II	HLA-DPA1_CD4	HLA-DPA1	CD4	Tprolif	CD4_Glyco_hi	0.077083225230376	0	Tprolif	CD4_Glyco_lo	0	1	Tprolif	Incoming_partner_to_CD4	0.077083225230376	TRUE	FALSE	0.077083225230376	TRUE
MHC-I	HLA-G_CD8A	HLA-G	CD8A	pDC	CD4_Glyco_hi	0.0469004817962736	0.88	pDC	CD4_Glyco_lo	0.122988617582426	0	pDC	Incoming_partner_to_CD4	-0.0760881357861526	FALSE	TRUE	0.0760881357861526	TRUE
MHC-II	HLA-DPA1_CD4	HLA-DPA1	CD4	CD8T	CD4_Glyco_hi	0.076031416477198	0	CD8T	CD4_Glyco_lo	0	1	CD8T	Incoming_partner_to_CD4	0.076031416477198	TRUE	FALSE	0.076031416477198	TRUE
MHC-II	HLA-DMB_CD4	HLA-DMB	CD4	B	CD4_Glyco_hi	0.0754544094288311	0	B	CD4_Glyco_lo	0	1	B	Incoming_partner_to_CD4	0.0754544094288311	TRUE	FALSE	0.0754544094288311	TRUE
MHC-II	HLA-DRA_CD4	HLA-DRA	CD4	Tprolif	CD4_Glyco_hi	0.0749960538393373	0	Tprolif	CD4_Glyco_lo	0	1	Tprolif	Incoming_partner_to_CD4	0.0749960538393373	TRUE	FALSE	0.0749960538393373	TRUE
MHC-II	HLA-DRB1_CD4	HLA-DRB1	CD4	Tprolif	CD4_Glyco_hi	0.0741975566650743	0	Tprolif	CD4_Glyco_lo	0	1	Tprolif	Incoming_partner_to_CD4	0.0741975566650743	TRUE	FALSE	0.0741975566650743	TRUE
MHC-II	HLA-DPB1_CD4	HLA-DPB1	CD4	Tprolif	CD4_Glyco_hi	0.0731139270122084	0	Tprolif	CD4_Glyco_lo	0	1	Tprolif	Incoming_partner_to_CD4	0.0731139270122084	TRUE	FALSE	0.0731139270122084	TRUE
MHC-II	HLA-DPB1_CD4	HLA-DPB1	CD4	CD8T	CD4_Glyco_hi	0.0727100681386581	0	CD8T	CD4_Glyco_lo	0	1	CD8T	Incoming_partner_to_CD4	0.0727100681386581	TRUE	FALSE	0.0727100681386581	TRUE
MHC-I	HLA-G_CD8A	HLA-G	CD8A	B	CD4_Glyco_hi	0.0437267018371154	1	B	CD4_Glyco_lo	0.115288737598788	0	B	Incoming_partner_to_CD4	-0.0715620357616722	FALSE	TRUE	0.0715620357616722	TRUE
MHC-I	HLA-G_CD8A	HLA-G	CD8A	MonoMacro	CD4_Glyco_hi	0.0401510931944694	1	MonoMacro	CD4_Glyco_lo	0.10651316580169	0	MonoMacro	Incoming_partner_to_CD4	-0.0663620726072208	FALSE	TRUE	0.0663620726072208	TRUE
MHC-II	HLA-DRB1_CD4	HLA-DRB1	CD4	CD8T	CD4_Glyco_hi	0.0661489081604161	0	CD8T	CD4_Glyco_lo	0	1	CD8T	Incoming_partner_to_CD4	0.0661489081604161	TRUE	FALSE	0.0661489081604161	TRUE
MHC-II	HLA-DPB1_CD4	HLA-DPB1	CD4	CD4_Glyco_hi	MonoMacro	0.131232254739559	0	CD4_Glyco_lo	MonoMacro	0.196363469019784	0	MonoMacro	Outgoing_CD4_to_partner	-0.0651312142802252	TRUE	TRUE	0.0651312142802252	TRUE
MHC-II	HLA-DRB5_CD4	HLA-DRB5	CD4	Tprolif	CD4_Glyco_hi	0.0542962243307759	0	Tprolif	CD4_Glyco_lo	0	1	Tprolif	Incoming_partner_to_CD4	0.0542962243307759	TRUE	FALSE	0.0542962243307759	TRUE
MHC-II	HLA-DQA2_CD4	HLA-DQA2	CD4	B	CD4_Glyco_hi	0.0532970985311419	0	B	CD4_Glyco_lo	0	1	B	Incoming_partner_to_CD4	0.0532970985311419	TRUE	FALSE	0.0532970985311419	TRUE
MHC-II	HLA-DOA_CD4	HLA-DOA	CD4	pDC	CD4_Glyco_hi	0.0531983861310953	0	pDC	CD4_Glyco_lo	0	1	pDC	Incoming_partner_to_CD4	0.0531983861310953	TRUE	FALSE	0.0531983861310953	TRUE
MHC-II	HLA-DQA2_CD4	HLA-DQA2	CD4	pDC	CD4_Glyco_hi	0.0497171759987528	0	pDC	CD4_Glyco_lo	0	1	pDC	Incoming_partner_to_CD4	0.0497171759987528	TRUE	FALSE	0.0497171759987528	TRUE
MHC-II	HLA-DQA1_CD4	HLA-DQA1	CD4	CD4_Glyco_hi	pDC	0	1	CD4_Glyco_lo	pDC	0.0493550136285424	0	pDC	Outgoing_CD4_to_partner	-0.0493550136285424	FALSE	TRUE	0.0493550136285424	TRUE
MHC-II	HLA-DMA_CD4	HLA-DMA	CD4	Tprolif	CD4_Glyco_hi	0.0488478514914925	0	Tprolif	CD4_Glyco_lo	0	1	Tprolif	Incoming_partner_to_CD4	0.0488478514914925	TRUE	FALSE	0.0488478514914925	TRUE
MHC-II	HLA-DRB5_CD4	HLA-DRB5	CD4	CD8T	CD4_Glyco_hi	0.0483228331343406	0	CD8T	CD4_Glyco_lo	0	1	CD8T	Incoming_partner_to_CD4	0.0483228331343406	TRUE	FALSE	0.0483228331343406	TRUE
MHC-II	HLA-DOA_CD4	HLA-DOA	CD4	B	CD4_Glyco_hi	0.0479236975852422	0	B	CD4_Glyco_lo	0	1	B	Incoming_partner_to_CD4	0.0479236975852422	TRUE	FALSE	0.0479236975852422	TRUE
MHC-II	HLA-DQA2_CD4	HLA-DQA2	CD4	MonoMacro	CD4_Glyco_hi	0.047477600372095	0	MonoMacro	CD4_Glyco_lo	0	1	MonoMacro	Incoming_partner_to_CD4	0.047477600372095	TRUE	FALSE	0.047477600372095	TRUE
MHC-II	HLA-DPA1_CD4	HLA-DPA1	CD4	Plasma	CD4_Glyco_hi	0.043054041372725	0	Plasma	CD4_Glyco_lo	0	1	Plasma	Incoming_partner_to_CD4	0.043054041372725	TRUE	FALSE	0.043054041372725	TRUE
MHC-I	HLA-G_CD8A	HLA-G	CD8A	Plasma	CD4_Glyco_hi	0.0227553044709097	1	Plasma	CD4_Glyco_lo	0.0622295295872051	0.01	Plasma	Incoming_partner_to_CD4	-0.0394742251162954	FALSE	TRUE	0.0394742251162954	TRUE
CCL	CCL5_CCR5	CCL5	CCR5	CD8T	CD4_Glyco_hi	0.0524145685936354	0.03	CD8T	CD4_Glyco_lo	0.0907581367606204	0	CD8T	Incoming_partner_to_CD4	-0.0383435681669849	TRUE	TRUE	0.0383435681669849	TRUE
MHC-II	HLA-DQA1_CD4	HLA-DQA1	CD4	CD4_Glyco_hi	MonoMacro	0	1	CD4_Glyco_lo	MonoMacro	0.038012071964275	0	MonoMacro	Outgoing_CD4_to_partner	-0.038012071964275	FALSE	TRUE	0.038012071964275	TRUE
CCL	CCL5_CCR5	CCL5	CCR5	Tprolif	CD4_Glyco_hi	0.0516477957559674	0.06	Tprolif	CD4_Glyco_lo	0.0894834059502497	0	Tprolif	Incoming_partner_to_CD4	-0.0378356101942823	FALSE	TRUE	0.0378356101942823	TRUE
MHC-II	HLA-DRA_CD4	HLA-DRA	CD4	CD8T	CD4_Glyco_hi	0.0375089883659807	0	CD8T	CD4_Glyco_lo	0	1	CD8T	Incoming_partner_to_CD4	0.0375089883659807	TRUE	FALSE	0.0375089883659807	TRUE
CCL	CCL5_CCR5	CCL5	CCR5	NK	CD4_Glyco_hi	0.0499744800279388	0.09	NK	CD4_Glyco_lo	0.0866963317039958	0	NK	Incoming_partner_to_CD4	-0.0367218516760569	FALSE	TRUE	0.0367218516760569	TRUE
MHC-II	HLA-DQB1_CD4	HLA-DQB1	CD4	Tprolif	CD4_Glyco_hi	0.0365490282959493	0	Tprolif	CD4_Glyco_lo	0	1	Tprolif	Incoming_partner_to_CD4	0.0365490282959493	TRUE	FALSE	0.0365490282959493	TRUE
CCL	CCL4_CCR5	CCL4	CCR5	NK	CD4_Glyco_hi	0.0356046047429472	0	NK	CD4_Glyco_lo	0.062461533700828	0	NK	Incoming_partner_to_CD4	-0.0268569289578809	TRUE	TRUE	0.0268569289578809	TRUE
MHC-II	HLA-DPB1_CD4	HLA-DPB1	CD4	NK	CD4_Glyco_hi	0.026342173501528	0	NK	CD4_Glyco_lo	0	1	NK	Incoming_partner_to_CD4	0.026342173501528	TRUE	FALSE	0.026342173501528	TRUE
MHC-II	HLA-DPA1_CD4	HLA-DPA1	CD4	NK	CD4_Glyco_hi	0.0261959877758356	0	NK	CD4_Glyco_lo	0	1	NK	Incoming_partner_to_CD4	0.0261959877758356	TRUE	FALSE	0.0261959877758356	TRUE
CCL	CCL4_CCR5	CCL4	CCR5	CD8T	CD4_Glyco_hi	0.0341639226160358	0	CD8T	CD4_Glyco_lo	0.0600017423614133	0	CD8T	Incoming_partner_to_CD4	-0.0258378197453775	TRUE	TRUE	0.0258378197453775	TRUE
