FOXP3	NO	1034
FOXP3	YES	16
GAPDH	NO	767
GAPDH	YES	670
IRF4	NO	1395
IRF4	YES	56
MC1R	NO	1389
MC1R	YES	15
PGAM1	NO	681
PGAM1	YES	608
SMC2	NO	584
SMC2	YES	824
TPI1	NO	843
TPI1	YES	628
ZFYVE19	NO	1392
ZFYVE19	YES	17
