direction	partner	pathway	prob_hi	prob_lo	pval_hi	pval_lo	delta_prob	abs_delta	sig_hi	sig_lo	sig_either	favored
Incoming_partner_to_CD4	MonoMacro	ICAM	0.394542119141799	0.392191458545523			0.00235066059627592	0.00235066059627592				Glyco_hi
Incoming_partner_to_CD4	MonoMacro	CypA	0	0			0	0				Equal
Incoming_partner_to_CD4	MonoMacro	APP	0.0537535331800541	0.0543380203562898			-0.000584487176235722	0.000584487176235722				Glyco_lo
Incoming_partner_to_CD4	MonoMacro	ANNEXIN	0	0			0	0				Equal
Incoming_partner_to_CD4	MonoMacro	CCL	0.0221588557221337	0.0392866811318993			-0.0171278254097655	0.0171278254097655				Glyco_lo
Incoming_partner_to_CD4	MonoMacro	SELPLG	0	0			0	0				Equal
Incoming_partner_to_CD4	MonoMacro	CD45	0	0			0	0				Equal
Incoming_partner_to_CD4	MonoMacro	SIRP	0	0			0	0				Equal
Incoming_partner_to_CD4	MonoMacro	LCK	0	0			0	0				Equal
Incoming_partner_to_CD4	MonoMacro	IL16	0.0173579613645908	0			0.0173579613645908	0.0173579613645908				Glyco_hi
Incoming_partner_to_CD4	MonoMacro	SEMA4	0	0			0	0				Equal
Incoming_partner_to_CD4	MonoMacro	CLEC	0	0			0	0				Equal
Incoming_partner_to_CD4	MonoMacro	CXCL	0.0636695663028447	0.0640197041377775			-0.000350137834932762	0.000350137834932762				Glyco_lo
Incoming_partner_to_CD4	MonoMacro	CD23	0	0			0	0				Equal
Incoming_partner_to_CD4	MonoMacro	PARs	0	0			0	0				Equal
Incoming_partner_to_CD4	MonoMacro	LAIR1	0	0			0	0				Equal
Incoming_partner_to_CD4	MonoMacro	IFN-II	0	0			0	0				Equal
Incoming_partner_to_CD4	MonoMacro	JAM	0.0117232574299637	0.0115230296345777			0.000200227795385989	0.000200227795385989				Glyco_hi
Incoming_partner_to_CD4	MonoMacro	CD86	0.114502077443429	0.102598694024198			0.0119033834192312	0.0119033834192312				Glyco_hi
Incoming_partner_to_CD4	MonoMacro	VISFATIN	0	0			0	0				Equal
Incoming_partner_to_CD4	MonoMacro	TNF	0.0329641706600482	0.0263932508777223			0.00657091978232595	0.00657091978232595				Glyco_hi
Incoming_partner_to_CD4	MonoMacro	VCAM	0	0			0	0				Equal
Incoming_partner_to_CD4	MonoMacro	APRIL	0	0			0	0				Equal
Incoming_partner_to_CD4	MonoMacro	BTLA	0	0			0	0				Equal
Incoming_partner_to_CD4	MonoMacro	BAFF	0	0			0	0				Equal
Incoming_partner_to_CD4	MonoMacro	CD6	0	0			0	0				Equal
Incoming_partner_to_CD4	MonoMacro	CADM	0	0			0	0				Equal
Incoming_partner_to_CD4	MonoMacro	ICOS	0	0			0	0				Equal
Incoming_partner_to_CD4	MonoMacro	LAMININ	0	0			0	0				Equal
Incoming_partner_to_CD4	MonoMacro	CD48	0	0			0	0				Equal
Incoming_partner_to_CD4	MonoMacro	GRN	0	0			0	0				Equal
Incoming_partner_to_CD4	MonoMacro	CD137	0	0			0	0				Equal
Incoming_partner_to_CD4	MonoMacro	CD39	0.00198375157641549	0			0.00198375157641549	0.00198375157641549				Glyco_hi
Incoming_partner_to_CD4	MonoMacro	CDH1	0	0			0	0				Equal
Incoming_partner_to_CD4	MonoMacro	GAS	0	0			0	0				Equal
Incoming_partner_to_CD4	MonoMacro	SEMA3	0	0			0	0				Equal
Incoming_partner_to_CD4	MonoMacro	SEMA7	0	0			0	0				Equal
Incoming_partner_to_CD4	MonoMacro	FASLG	0	0			0	0				Equal
Incoming_partner_to_CD4	MonoMacro	COMPLEMENT	0	0			0	0				Equal
Incoming_partner_to_CD4	MonoMacro	CALCR	0	0			0	0				Equal
Incoming_partner_to_CD4	MonoMacro	MPZ	0	0			0	0				Equal
Incoming_partner_to_CD4	MonoMacro	CDH	0	0			0	0				Equal
Incoming_partner_to_CD4	MonoMacro	NCAM	0	0			0	0				Equal
Incoming_partner_to_CD4	NK	MHC-I	1.19614479415881	2.54796821298006			-1.35182341882125	1.35182341882125				Glyco_lo
Incoming_partner_to_CD4	NK	MHC-II	0.0937785480897555	0			0.0937785480897555	0.0937785480897555				Glyco_hi
Incoming_partner_to_CD4	NK	MIF	0	0			0	0				Equal
Incoming_partner_to_CD4	NK	GALECTIN	0	0			0	0				Equal
Incoming_partner_to_CD4	NK	CD99	0.154607767466673	0.204328921313972			-0.0497211538472988	0.0497211538472988				Glyco_lo
Incoming_partner_to_CD4	NK	ICAM	0	0			0	0				Equal
Incoming_partner_to_CD4	NK	CypA	0	0			0	0				Equal
Incoming_partner_to_CD4	NK	APP	0	0			0	0				Equal
Incoming_partner_to_CD4	NK	ANNEXIN	0	0			0	0				Equal
Incoming_partner_to_CD4	NK	CCL	0.0462152875822273	0.168143451670583			-0.121928164088355	0.121928164088355				Glyco_lo
Incoming_partner_to_CD4	NK	SELPLG	0	0			0	0				Equal
Incoming_partner_to_CD4	NK	CD45	0	0			0	0				Equal
Incoming_partner_to_CD4	NK	SIRP	0	0			0	0				Equal
Incoming_partner_to_CD4	NK	LCK	0	0.105254567143282			-0.105254567143282	0.105254567143282				Glyco_lo
Incoming_partner_to_CD4	NK	IL16	0.0159665067469513	0			0.0159665067469513	0.0159665067469513				Glyco_hi
Incoming_partner_to_CD4	NK	SEMA4	0	0			0	0				Equal
Incoming_partner_to_CD4	NK	CLEC	0	0			0	0				Equal
Incoming_partner_to_CD4	NK	CXCL	0	0			0	0				Equal
Incoming_partner_to_CD4	NK	CD23	0	0			0	0				Equal
Incoming_partner_to_CD4	NK	PARs	0.0154137567337906	0.0291806126927204			-0.0137668559589298	0.0137668559589298				Glyco_lo
Incoming_partner_to_CD4	NK	LAIR1	0	0			0	0				Equal
Incoming_partner_to_CD4	NK	IFN-II	0	0			0	0				Equal
Incoming_partner_to_CD4	NK	JAM	0	0			0	0				Equal
Incoming_partner_to_CD4	NK	CD86	0	0			0	0				Equal
Incoming_partner_to_CD4	NK	VISFATIN	0	0			0	0				Equal
Incoming_partner_to_CD4	NK	TNF	0	0			0	0				Equal
Incoming_partner_to_CD4	NK	VCAM	0	0			0	0				Equal
Incoming_partner_to_CD4	NK	APRIL	0	0			0	0				Equal
Incoming_partner_to_CD4	NK	BTLA	0	0			0	0				Equal
Incoming_partner_to_CD4	NK	BAFF	0	0			0	0				Equal
Incoming_partner_to_CD4	NK	CD6	0	0			0	0				Equal
Incoming_partner_to_CD4	NK	CADM	0	0			0	0				Equal
Incoming_partner_to_CD4	NK	ICOS	0	0			0	0				Equal
Incoming_partner_to_CD4	NK	LAMININ	0	0			0	0				Equal
Incoming_partner_to_CD4	NK	CD48	0	0			0	0				Equal
Incoming_partner_to_CD4	NK	GRN	0	0			0	0				Equal
Incoming_partner_to_CD4	NK	CD137	0	0			0	0				Equal
Incoming_partner_to_CD4	NK	CD39	0	0			0	0				Equal
Incoming_partner_to_CD4	NK	CDH1	0	0			0	0				Equal
Incoming_partner_to_CD4	NK	GAS	0	0			0	0				Equal
Incoming_partner_to_CD4	NK	SEMA3	0	0			0	0				Equal
Incoming_partner_to_CD4	NK	SEMA7	0	0			0	0				Equal
Incoming_partner_to_CD4	NK	FASLG	0	0			0	0				Equal
Incoming_partner_to_CD4	NK	COMPLEMENT	0	0			0	0				Equal
Incoming_partner_to_CD4	NK	CALCR	0	0			0	0				Equal
Incoming_partner_to_CD4	NK	MPZ	0	0			0	0				Equal
Incoming_partner_to_CD4	NK	CDH	0	0			0	0				Equal
Incoming_partner_to_CD4	NK	NCAM	0	0			0	0				Equal
Incoming_partner_to_CD4	pDC	MHC-I	0	2.42979376988048			-2.42979376988048	2.42979376988048				Glyco_lo
Incoming_partner_to_CD4	pDC	MHC-II	1.02868058229448	0			1.02868058229448	1.02868058229448				Glyco_hi
Incoming_partner_to_CD4	pDC	MIF	0	0			0	0				Equal
Incoming_partner_to_CD4	pDC	GALECTIN	0.483999590800039	0.493003008357574			-0.00900341755753536	0.00900341755753536				Glyco_lo
Incoming_partner_to_CD4	pDC	CD99	0.21881056514853	0.225221215181138			-0.0064106500326081	0.0064106500326081				Glyco_lo
Incoming_partner_to_CD4	pDC	ICAM	0.354628339166117	0.35310690266204			0.00152143650407627	0.00152143650407627				Glyco_hi
Incoming_partner_to_CD4	pDC	CypA	0	0			0	0				Equal
Incoming_partner_to_CD4	pDC	APP	0.299800400134529	0.302205823868369			-0.00240542373384028	0.00240542373384028				Glyco_lo
Incoming_partner_to_CD4	pDC	ANNEXIN	0	0			0	0				Equal
Incoming_partner_to_CD4	pDC	CCL	0	0			0	0				Equal
Incoming_partner_to_CD4	pDC	SELPLG	0	0			0	0				Equal
Incoming_partner_to_CD4	pDC	CD45	0	0			0	0				Equal
Incoming_partner_to_CD4	pDC	SIRP	0	0			0	0				Equal
Incoming_partner_to_CD4	pDC	LCK	0	0			0	0				Equal
Incoming_partner_to_CD4	pDC	IL16	0.0567064491893449	0			0.0567064491893449	0.0567064491893449				Glyco_hi
Incoming_partner_to_CD4	pDC	SEMA4	0	0			0	0				Equal
Incoming_partner_to_CD4	pDC	CLEC	0	0			0	0				Equal
Incoming_partner_to_CD4	pDC	CXCL	0.0143441713227475	0.0144272337470141			-8.3062424266549e-05	8.3062424266549e-05				Glyco_lo
Incoming_partner_to_CD4	pDC	CD23	0	0			0	0				Equal
Incoming_partner_to_CD4	pDC	PARs	0	0			0	0				Equal
Incoming_partner_to_CD4	pDC	LAIR1	0	0			0	0				Equal
Incoming_partner_to_CD4	pDC	IFN-II	0	0			0	0				Equal
Incoming_partner_to_CD4	pDC	JAM	0.0444522556778131	0.0437177597332251			0.000734495944588041	0.000734495944588041				Glyco_hi
Incoming_partner_to_CD4	pDC	CD86	0	0			0	0				Equal
Incoming_partner_to_CD4	pDC	VISFATIN	0	0			0	0				Equal
Incoming_partner_to_CD4	pDC	TNF	0	0			0	0				Equal
Incoming_partner_to_CD4	pDC	VCAM	0	0			0	0				Equal
Incoming_partner_to_CD4	pDC	APRIL	0	0			0	0				Equal
Incoming_partner_to_CD4	pDC	BTLA	0.0130165758230359	0.0131082235160519			-9.16476930159383e-05	9.16476930159383e-05				Glyco_lo
Incoming_partner_to_CD4	pDC	BAFF	0	0			0	0				Equal
Incoming_partner_to_CD4	pDC	CD6	0	0			0	0				Equal
Incoming_partner_to_CD4	pDC	CADM	0	0			0	0				Equal
Incoming_partner_to_CD4	pDC	ICOS	0.0352110729243639	0.0301472680223969			0.00506380490196701	0.00506380490196701				Glyco_hi
Incoming_partner_to_CD4	pDC	LAMININ	0	0			0	0				Equal
Incoming_partner_to_CD4	pDC	CD48	0	0			0	0				Equal
Incoming_partner_to_CD4	pDC	GRN	0	0			0	0				Equal
Incoming_partner_to_CD4	pDC	CD137	0.00677958259521959	0			0.00677958259521959	0.00677958259521959				Glyco_hi
Incoming_partner_to_CD4	pDC	CD39	0	0			0	0				Equal
Incoming_partner_to_CD4	pDC	CDH1	0	0.00210782435047302			-0.00210782435047302	0.00210782435047302				Glyco_lo
Incoming_partner_to_CD4	pDC	GAS	0	0			0	0				Equal
Incoming_partner_to_CD4	pDC	SEMA3	0	0			0	0				Equal
Incoming_partner_to_CD4	pDC	SEMA7	0	0			0	0				Equal
Incoming_partner_to_CD4	pDC	FASLG	0	0			0	0				Equal
Incoming_partner_to_CD4	pDC	COMPLEMENT	0	0			0	0				Equal
Incoming_partner_to_CD4	pDC	CALCR	0	0			0	0				Equal
Incoming_partner_to_CD4	pDC	MPZ	0	0			0	0				Equal
Incoming_partner_to_CD4	pDC	CDH	0	0			0	0				Equal
Incoming_partner_to_CD4	pDC	NCAM	0	0			0	0				Equal
Incoming_partner_to_CD4	Plasma	MHC-I	0	1.15040707376553			-1.15040707376553	1.15040707376553				Glyco_lo
Incoming_partner_to_CD4	Plasma	MHC-II	0.103787053632916	0			0.103787053632916	0.103787053632916				Glyco_hi
Incoming_partner_to_CD4	Plasma	MIF	0.565805705063999	0.561798678075614			0.00400702698838473	0.00400702698838473				Glyco_hi
Incoming_partner_to_CD4	Plasma	GALECTIN	0	0			0	0				Equal
Incoming_partner_to_CD4	Plasma	CD99	0	0			0	0				Equal
Incoming_partner_to_CD4	Plasma	ICAM	0.201779458733993	0.199261811453555			0.00251764728043835	0.00251764728043835				Glyco_hi
Incoming_partner_to_CD4	Plasma	CypA	0	0			0	0				Equal
Incoming_partner_to_CD4	Plasma	APP	0	0			0	0				Equal
Incoming_partner_to_CD4	Plasma	ANNEXIN	0	0			0	0				Equal
Incoming_partner_to_CD4	Plasma	CCL	0	0			0	0				Equal
Incoming_partner_to_CD4	Plasma	SELPLG	0	0			0	0				Equal
Incoming_partner_to_CD4	Plasma	CD45	0	0			0	0				Equal
Incoming_partner_to_CD4	Plasma	SIRP	0	0			0	0				Equal
Incoming_partner_to_CD4	Plasma	LCK	0	0			0	0				Equal
Incoming_partner_to_CD4	Plasma	IL16	0.0361194907599737	0			0.0361194907599737	0.0361194907599737				Glyco_hi
Incoming_partner_to_CD4	Plasma	SEMA4	0	0			0	0				Equal
Incoming_partner_to_CD4	Plasma	CLEC	0	0			0	0				Equal
Incoming_partner_to_CD4	Plasma	CXCL	0	0			0	0				Equal
Incoming_partner_to_CD4	Plasma	CD23	0	0			0	0				Equal
Incoming_partner_to_CD4	Plasma	PARs	0	0			0	0				Equal
Incoming_partner_to_CD4	Plasma	LAIR1	0	0			0	0				Equal
Incoming_partner_to_CD4	Plasma	IFN-II	0	0			0	0				Equal
Incoming_partner_to_CD4	Plasma	JAM	0	0			0	0				Equal
Incoming_partner_to_CD4	Plasma	CD86	0	0			0	0				Equal
Incoming_partner_to_CD4	Plasma	VISFATIN	0	0			0	0				Equal
Incoming_partner_to_CD4	Plasma	TNF	0	0			0	0				Equal
Incoming_partner_to_CD4	Plasma	VCAM	0	0			0	0				Equal
Incoming_partner_to_CD4	Plasma	APRIL	0	0			0	0				Equal
Incoming_partner_to_CD4	Plasma	BTLA	0	0			0	0				Equal
Incoming_partner_to_CD4	Plasma	BAFF	0	0			0	0				Equal
Incoming_partner_to_CD4	Plasma	CD6	0	0			0	0				Equal
Incoming_partner_to_CD4	Plasma	CADM	0	0			0	0				Equal
Incoming_partner_to_CD4	Plasma	ICOS	0	0			0	0				Equal
Incoming_partner_to_CD4	Plasma	LAMININ	0.0132247904035106	0.0125451567611161			0.000679633642394548	0.000679633642394548				Glyco_hi
Incoming_partner_to_CD4	Plasma	CD48	0	0			0	0				Equal
Incoming_partner_to_CD4	Plasma	GRN	0	0			0	0				Equal
Incoming_partner_to_CD4	Plasma	CD137	0	0			0	0				Equal
Incoming_partner_to_CD4	Plasma	CD39	0.000883153417546235	0			0.000883153417546235	0.000883153417546235				Glyco_hi
Incoming_partner_to_CD4	Plasma	CDH1	0	0			0	0				Equal
Incoming_partner_to_CD4	Plasma	GAS	0	0			0	0				Equal
Incoming_partner_to_CD4	Plasma	SEMA3	0	0			0	0				Equal
Incoming_partner_to_CD4	Plasma	SEMA7	0	0			0	0				Equal
Incoming_partner_to_CD4	Plasma	FASLG	0	0			0	0				Equal
Incoming_partner_to_CD4	Plasma	COMPLEMENT	0	0			0	0				Equal
Incoming_partner_to_CD4	Plasma	CALCR	0	0			0	0				Equal
Incoming_partner_to_CD4	Plasma	MPZ	0	0			0	0				Equal
Incoming_partner_to_CD4	Plasma	CDH	0	0			0	0				Equal
Incoming_partner_to_CD4	Plasma	NCAM	0	0			0	0				Equal
Incoming_partner_to_CD4	Tprolif	MHC-I	1.0726107784544	2.54892875943542			-1.47631798098102	1.47631798098102				Glyco_lo
Incoming_partner_to_CD4	Tprolif	MHC-II	0.471405224052854	0			0.471405224052854	0.471405224052854				Glyco_hi
Incoming_partner_to_CD4	Tprolif	MIF	0.536135096083698	0.532269085399383			0.00386601068431491	0.00386601068431491				Glyco_hi
Incoming_partner_to_CD4	Tprolif	GALECTIN	0	0			0	0				Equal
Incoming_partner_to_CD4	Tprolif	CD99	0.233128395905366	0.23997126606621			-0.00684287016084376	0.00684287016084376				Glyco_lo
Incoming_partner_to_CD4	Tprolif	ICAM	0	0			0	0				Equal
Incoming_partner_to_CD4	Tprolif	CypA	0	0			0	0				Equal
Incoming_partner_to_CD4	Tprolif	APP	0	0			0	0				Equal
Incoming_partner_to_CD4	Tprolif	ANNEXIN	0	0			0	0				Equal
Incoming_partner_to_CD4	Tprolif	CCL	0.0447867389023066	0.168519824956386			-0.123733086054079	0.123733086054079				Glyco_lo
Incoming_partner_to_CD4	Tprolif	SELPLG	0	0			0	0				Equal
Incoming_partner_to_CD4	Tprolif	CD45	0	0			0	0				Equal
Incoming_partner_to_CD4	Tprolif	SIRP	0.101268669544062	0.133585828018302			-0.0323171584742395	0.0323171584742395				Glyco_lo
Incoming_partner_to_CD4	Tprolif	LCK	0.102632768547743	0.166423325456233			-0.0637905569084904	0.0637905569084904				Glyco_lo
Incoming_partner_to_CD4	Tprolif	IL16	0.0211642496856347	0			0.0211642496856347	0.0211642496856347				Glyco_hi
Incoming_partner_to_CD4	Tprolif	SEMA4	0	0			0	0				Equal
Incoming_partner_to_CD4	Tprolif	CLEC	0	0			0	0				Equal
Incoming_partner_to_CD4	Tprolif	CXCL	0	0			0	0				Equal
Incoming_partner_to_CD4	Tprolif	CD23	0	0			0	0				Equal
Incoming_partner_to_CD4	Tprolif	PARs	0.0167897915225766	0.0317460312172056			-0.0149562396946289	0.0149562396946289				Glyco_lo
Incoming_partner_to_CD4	Tprolif	LAIR1	0	0			0	0				Equal
Incoming_partner_to_CD4	Tprolif	IFN-II	0	0			0	0				Equal
Incoming_partner_to_CD4	Tprolif	JAM	0	0			0	0				Equal
Incoming_partner_to_CD4	Tprolif	CD86	0	0			0	0				Equal
Incoming_partner_to_CD4	Tprolif	VISFATIN	0	0			0	0				Equal
Incoming_partner_to_CD4	Tprolif	TNF	0	0			0	0				Equal
Incoming_partner_to_CD4	Tprolif	VCAM	0	0			0	0				Equal
Incoming_partner_to_CD4	Tprolif	APRIL	0	0			0	0				Equal
Incoming_partner_to_CD4	Tprolif	BTLA	0	0			0	0				Equal
Incoming_partner_to_CD4	Tprolif	BAFF	0	0			0	0				Equal
Incoming_partner_to_CD4	Tprolif	CD6	0	0			0	0				Equal
Incoming_partner_to_CD4	Tprolif	CADM	0	0			0	0				Equal
Incoming_partner_to_CD4	Tprolif	ICOS	0	0			0	0				Equal
Incoming_partner_to_CD4	Tprolif	LAMININ	0	0			0	0				Equal
Incoming_partner_to_CD4	Tprolif	CD48	0	0			0	0				Equal
Incoming_partner_to_CD4	Tprolif	GRN	0	0			0	0				Equal
Incoming_partner_to_CD4	Tprolif	CD137	0.00252200704298996	0			0.00252200704298996	0.00252200704298996				Glyco_hi
Incoming_partner_to_CD4	Tprolif	CD39	0.00119950652615458	0			0.00119950652615458	0.00119950652615458				Glyco_hi
Incoming_partner_to_CD4	Tprolif	CDH1	0	0			0	0				Equal
Incoming_partner_to_CD4	Tprolif	GAS	0	0			0	0				Equal
Incoming_partner_to_CD4	Tprolif	SEMA3	0	0			0	0				Equal
Incoming_partner_to_CD4	Tprolif	SEMA7	0	0			0	0				Equal
Incoming_partner_to_CD4	Tprolif	FASLG	0.00916199601793093	0.000434485747602445			0.00872751027032848	0.00872751027032848				Glyco_hi
Incoming_partner_to_CD4	Tprolif	COMPLEMENT	0	0			0	0				Equal
Incoming_partner_to_CD4	Tprolif	CALCR	0	0			0	0				Equal
Incoming_partner_to_CD4	Tprolif	MPZ	0	0			0	0				Equal
Incoming_partner_to_CD4	Tprolif	CDH	0	0			0	0				Equal
Incoming_partner_to_CD4	Tprolif	NCAM	0	0			0	0				Equal
