sample	HLAC_lymphoid	HLAC_tumour	SMC2_prolif	PC1	PC2	usable
mel2	0.0150189028070189	0.0348822829579953	0.0996524835116833	FALSE	TRUE	FALSE
mel3	0.323149471085251	-0.120387794216726	0.0886512667417635	TRUE	TRUE	TRUE
